date,name,lambda
2015-02-01,DOGE,0.182408425879227
2015-02-02,DGB,0.148175384215839
2015-02-03,XLM,0.209671032404688
2015-02-04,LTC,0.397634163760618
2015-02-05,DOGE,0.10614143680964
2015-02-06,XLM,0.171152321162102
2015-02-07,XLM,0.168683180341811
2015-02-08,XRP,0.726197482798175
2015-02-09,XRP,0.653889400253928
2015-02-10,XRP,0.536100482782536
2015-02-11,XRP,0.50160404703906
2015-02-12,XRP,0.50160404703906
2015-02-13,XLM,0.167397608842919
2015-02-14,DASH,0.195340550612051
2015-02-15,DGB,0.261593424704989
2015-02-16,BTC,0.0607539533691672
2015-02-17,LTC,0.130580156018454
2015-02-18,DGB,0.163982048900912
2015-02-19,DASH,0.173375858728456
2015-02-20,DGB,0.159114061552257
2015-02-21,DGB,0.165762610398917
2015-02-22,DGB,0.235436592352728
2015-02-23,DGB,0.250540905998245
2015-02-24,XLM,0.152163193172056
2015-02-25,XMR,0.117485585969374
2015-02-26,XLM,0.179236598030489
2015-02-27,DGB,0.141002543702773
2015-02-28,DASH,0.111035680105683
2015-03-01,DGB,0.185425487038004
2015-03-02,DASH,0.116998717619744
2015-03-03,DGB,0.110362242140141
2015-03-04,XRP,0.113138231317697
2015-03-05,DGB,0.085295187154638
2015-03-06,XLM,0.121908566565519
2015-03-07,LTC,0.105889444866303
2015-03-08,XRP,0.256582400403299
2015-03-09,XRP,0.136162950088029
2015-03-10,DGB,0.15905738778751
2015-03-11,XLM,0.263012034896498
2015-03-12,XRP,0.220770351618485
2015-03-13,XLM,0.286780951613506
2015-03-14,XLM,0.2483949222108
2015-03-15,XLM,0.19146751668158
2015-03-16,XLM,0.268281776703759
2015-03-17,XLM,0.29886674182191
2015-03-18,LTC,0.123403549320831
2015-03-19,LTC,0.129826196713989
2015-03-20,LTC,0.10842953031031
2015-03-21,XMR,0.139041996326111
2015-03-22,LTC,0.13130402328593
2015-03-23,XMR,0.147965714329831
2015-03-24,XRP,0.115487003699751
2015-03-25,XRP,0.124275367875048
2015-03-26,XMR,0.162321838279992
2015-03-27,DOGE,0.0600747902542118
2015-03-28,XMR,0.111865422873219
2015-03-29,LTC,0.0790660624825142
2015-03-30,BTC,0.0365094573913123
2015-03-31,XRP,0.150608700761367
2015-04-01,XRP,0.150320173873828
2015-04-02,XEM,0.250423671948111
2015-04-03,XEM,0.196773411968902
2015-04-04,XEM,0.412502421957706
2015-04-05,XEM,0.271412865474699
2015-04-06,XEM,0.408120275075441
2015-04-07,XEM,0.329383763949303
2015-04-08,XRP,0.387493748388205
2015-04-09,XRP,0.359560139834031
2015-04-10,XEM,0.386716572857895
2015-04-11,XRP,0.315281799993745
2015-04-12,DASH,0.312488992934915
2015-04-13,DASH,0.3038668659884
2015-04-14,XRP,0.332758348864227
2015-04-15,XRP,0.326264751100821
2015-04-16,XEM,0.146340345985894
2015-04-17,XRP,0.363549098849575
2015-04-18,XRP,0.182046667811317
2015-04-19,BTC,0.0851433725596121
2015-04-20,DGB,0.20393507037877
2015-04-21,DGB,0.076911944395065
2015-04-22,XMR,0.119436801260419
2015-04-23,BTC,0.108480968847378
2015-04-24,DGB,0.150724078612962
2015-04-25,DGB,0.184108201042449
2015-04-26,XRP,0.0562452989350404
2015-04-27,XEM,0.118901185776094
2015-04-28,BTC,0.0822073041385965
2015-04-29,XMR,0.0780274774292871
2015-04-30,XMR,0.130307004257105
2015-05-01,XMR,0.0907974773091094
2015-05-02,DGB,0.227769451136393
2015-05-03,DASH,0.227258330853142
2015-05-04,DGB,0.168695929112073
2015-05-05,XRP,0.271686298995813
2015-05-06,DGB,0.293755919092508
2015-05-07,DGB,0.312099065643565
2015-05-08,DGB,0.247031420456139
2015-05-09,XEM,0.228841007322945
2015-05-10,XMR,0.148045625208433
2015-05-11,DASH,0.159901184245017
2015-05-12,XMR,0.135689699944385
2015-05-13,DASH,0.11820227328143
2015-05-14,XMR,0.100272475879443
2015-05-15,DOGE,0.115827020631605
2015-05-16,DASH,0.216359468112519
2015-05-17,DASH,0.216359468112519
2015-05-18,XRP,0.105096715434128
2015-05-19,XRP,0.116488931721144
2015-05-20,XRP,0.293756631339846
2015-05-21,DASH,0.203059856125891
2015-05-22,LTC,0.174966296930762
2015-05-23,DASH,0.21950220031701
2015-05-24,LTC,0.198756652057881
2015-05-25,LTC,0.257360714510527
2015-05-26,DOGE,0.120608224934002
2015-05-27,LTC,0.364874445043737
2015-05-28,LTC,0.306356839884928
2015-05-29,LTC,0.345408107283602
2015-05-30,LTC,0.227554466161436
2015-05-31,LTC,0.235951363400708
2015-06-01,DASH,0.16530824804457
2015-06-02,DGB,0.193992956151418
2015-06-03,DGB,0.184782470358143
2015-06-04,DGB,0.17986171576453
2015-06-05,LTC,0.093342504856013
2015-06-06,LTC,0.179803579728809
2015-06-07,LTC,0.20439938932091
2015-06-08,LTC,0.0699089734517189
2015-06-09,DGB,0.223485462041298
2015-06-10,DGB,0.238158329611208
2015-06-11,DGB,0.228460210894552
2015-06-12,XEM,0.119264942191023
2015-06-13,XEM,0.076870582925124
2015-06-14,DASH,0.0596884620560608
2015-06-15,XEM,0.0978916489493244
2015-06-16,LTC,0.199276208292794
2015-06-17,LTC,0.24362451878783
2015-06-18,XMR,0.159677873341636
2015-06-19,XMR,0.262995574807745
2015-06-20,XMR,0.218164497983709
2015-06-21,XMR,0.137703848275151
2015-06-22,DASH,0.0763358702281204
