date,BTC,XRP,LTC,XLM,DOGE,DASH,XMR,DGB,XEM,ETH,ETC,NEO,ZEC,BAT,MIOTA,EOS,BCH,BNB,ADA,BTG,TRX,XTZ,BSV,MKR,ATOM,LEO,LINK,HT,MIN,INNBCL,STO,TAGZ5,CRO,OKB,VET,DOT,WBTC,CEL,THETA,SNX,AAVE,UNI,AVAX,LUNA,FIL,SOL,MATIC,ICP
2015-02-01,0.091489,0.023446,0.09653,0.001943,0.182408,0.04959,0.009856,0.178366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02,0.045381,0.043831,0.095227,0.004108,0.105596,0.073071,0.030771,0.148175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03,0.108176,0.111428,0.110665,0.209671,0.092895,0.092622,0.006059,0.014216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04,0.140289,0.130013,0.397634,0.124154,0.083364,0.015049,0.008593,0.031884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05,0.083204,0.041717,0.08167,0.065818,0.106141,0.014586,0.021756,0.011841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06,0.045097,0.004421,0.030484,0.171152,0.132926,0.036076,0.018211,0.016951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,0.035818,0.080184,0.127818,0.168683,0.036925,0.025695,0.028412,0.001185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,0.050351,0.726197,0.237032,0.087279,0.039294,0.026864,0.01367,0.027104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09,0.142377,0.653889,0.076366,0.108035,0.032268,0.054026,0.028769,0.080106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-10,0.058797,0.5361,0.066301,0.156914,0.04616,0.0313,0.018245,0.019588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-11,0.032203,0.501604,0.109725,0.167862,0.056727,0.015798,0.028002,0.007286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-12,0.058855,0.501604,0.120265,0.186816,0.086539,0.073129,0.050594,0.007165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13,0.054505,0.007232,0.103633,0.167398,0.051709,0.081197,0.042513,0.013942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14,0.050316,0.041033,0.09363,0.005384,0.055208,0.195341,0.027053,0.010586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,0.075562,0.011595,0.053248,0.196911,0.062636,0.213878,0.044263,0.261593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16,0.060754,0.014899,0.028176,0.041436,0.028265,0.037011,0.045579,0.033331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-17,0.061286,0.012459,0.13058,0.034136,0.011929,0.016051,0.072926,0.076541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18,0.053037,0.062632,0.035248,0.043256,0.035037,0.031323,0.080246,0.163982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19,0.059511,0.020109,0.033307,0.036572,0.034355,0.173376,0.073729,0.116735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,0.059895,0.053489,0.04497,0.036412,0.042238,0.084595,0.063108,0.159114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-21,0.018717,0.030019,0.162481,0.039269,0.055909,0.00553,0.076487,0.165763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-22,0.068231,0.052546,0.028883,0.057746,0.049335,0.096672,0.040633,0.235437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-23,0.07591,0.038217,0.112244,0.0578,0.083944,0.101741,0.091463,0.250541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-24,0.052683,0.013288,0.0386,0.152163,0.030863,0.124292,0.082048,0.024296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-25,0.075215,0.041052,0.036838,0.039444,0.088827,0.006162,0.117486,0.09896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-26,0.098876,0.023585,0.038495,0.179237,0.012142,0.166992,0.009448,0.012303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-27,0.017473,0.021833,0.039829,0.00685,0.044754,0.005534,0.009595,0.141003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,0.048084,0.081043,0.03443,0.037098,0.102439,0.111036,0.010137,0.082086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,0.025381,0.046559,0.013985,0.030231,0.029775,0.125136,0.004083,0.185425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,0.04789,0.052055,0.055332,0.040167,0.048768,0.116999,0.040136,0.116489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-03,0.09903,0.034057,0.036862,0.057806,0.05963,0.072981,0.022561,0.110362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,0.033012,0.113138,0.02531,0.088401,0.080855,0.072883,0.006715,0.102232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,0.026954,0.027684,0.037453,0.044865,0.06704,0.059189,0.038852,0.085295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,0.020072,0.096,0.037308,0.121909,0.038391,0.112867,0.1132,0.093564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,0.05774,0.079794,0.105889,0.062435,0.04666,0.063987,0.018478,0.067333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,0.027884,0.256582,0.055652,0.183978,0.051197,0.079677,0.021277,0.110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,0.008088,0.136163,0.047399,0.081067,0.034597,0.038209,0.011884,0.065763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,0.037263,0.038662,0.067405,0.125317,0.03579,0.037464,0.14071,0.159057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-11,0.039017,0.005478,0.068943,0.263012,0.080894,0.03929,0.023929,0.11188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-12,0.061655,0.22077,0.072274,0.21982,0.117329,0.059188,0.125024,0.008154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-13,0.081625,0.269363,0.05408,0.286781,0.133363,0.038289,0.065349,0.10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-14,0.007058,0.234696,0.074533,0.248395,0.12107,0.034753,0.058027,0.010859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,0.033196,0.066077,0.088215,0.191468,0.063509,0.007975,0.02846,0.042388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-16,0.009357,0.061518,0.0771,0.268282,0.080619,0.015097,0.028106,0.04703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-17,0.012527,0.059486,0.062799,0.298867,0.006794,0.027479,0.115666,0.118849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,0.072795,0.033017,0.123404,0.016484,0.028605,0.023329,0.019513,0.021092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,0.080339,0.042401,0.129826,0.007351,0.058716,0.049028,0.093833,0.01246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
