Datetime,btc,eth,bnb,usdt,ada,dot,xrp,ltc,link,bch,xlm,usdc,uni,doge,wbtc,okb,xem,atom,aave,sol,cro,xmr,eos,bsv,trx,ht,miota,theta,snx,neo,vet,luna,xtz,ftt,dash,grt,dai,busd,AVAX,cdai,ksm,sushi,mkr,ceth,egld,cel,fil,leo,ftm,comp,dcr,cusdc,cake,vgx,rvn,zec,zil,etc,uma,yfi,nexo,rune,hbtc,near,zrx,waves,icx,xsushi,ren,amp,stx,hbar,matic,mdx,btt,renbtc,chsb,algo,dgb,pax,iost,ont,nano,bat,zks,lrc,husd,omg,bnt,ust,zen,qtum,hot,npxs,xvs,enj,btmx,crv,sc,btg
2020-05-17,9375.297108,200.583391,15.998854,0.998853,0.050790,,0.200685,43.079874,3.761285,236.718087,0.068066,0.997224,,0.002515,9346.175775,5.220796,0.039124,2.555610,,0.598966,0.065147,65.133851,2.633023,188.034216,0.014991,4.043096,0.196938,0.184363,0.844478,10.005466,0.004423,0.185477,2.629693,2.915705,73.472594,,1.007653,1.000131,,0.020594,7.250109,,331.467513,3.997165,,0.122897,,1.079540,0.004932,,13.680100,0.021035,,0.029756,0.019215,42.509092,0.010482,6.675216,1.295525,,0.109447,0.111960,,,0.383921,1.029632,0.272836,,0.081030,,0.113613,0.035942,0.020031,,0.000269,,0.028039,0.196963,0.020902,1.000471,0.003500,0.468993,0.748204,0.203355,,0.037388,0.999696,0.927404,0.205833,,5.275703,1.540792,0.000533,0.000119,,0.161599,0.039314,,0.002059,9.035922
2020-05-18,9666.327193,206.768894,16.280923,1.001998,0.051874,,0.200664,43.611553,3.777681,240.433700,0.068845,1.000519,,0.002560,9726.746465,5.298558,0.039044,2.538133,,0.615934,0.067585,65.080252,2.618119,191.861022,0.015011,4.106658,0.200595,0.190306,0.816494,10.137632,0.004529,0.193186,2.618446,3.008799,75.005684,,1.008207,1.001758,,0.020614,7.044502,,342.280568,4.151020,,0.128524,,1.081925,0.004724,,14.410034,0.021013,,0.028666,0.019224,46.250489,0.010562,6.713043,1.338122,,0.110342,0.110889,,,0.374178,1.049823,0.278080,,0.089126,,0.122160,0.035938,0.020261,,0.000273,,0.028581,0.198319,0.019444,1.001474,0.003540,0.470482,0.730947,0.204553,,0.037948,0.998596,0.977291,0.281837,,5.561961,1.546467,0.000540,0.000124,,0.161987,0.039673,,0.002116,9.139540
2020-05-19,9708.439859,214.357642,16.609872,0.997509,0.053302,,0.204639,45.230050,3.878035,247.701899,0.069995,0.998573,,0.002545,9591.747265,5.214560,0.039326,2.592782,,0.647734,0.069056,66.842789,2.659720,201.862960,0.015312,4.104269,0.202081,0.192237,0.845584,10.232347,0.004450,0.193197,2.748364,3.011572,75.978846,,1.002651,0.998614,,0.020501,6.222061,,326.878044,4.286925,,0.137984,,1.080664,0.004634,,14.086570,0.020996,,0.030154,0.019018,47.979030,0.009948,6.658136,1.383698,,0.112913,0.104299,,,0.371033,1.060769,0.284874,,0.084444,,0.118103,0.036120,0.020589,,0.000274,,0.028911,0.200371,0.018199,0.999551,0.003596,0.480507,0.803956,0.209091,,0.041907,0.998530,1.003721,0.305561,,5.543044,1.576432,0.000540,0.000124,,0.158075,0.041026,,0.001943,9.279517
2020-05-20,9760.198937,213.686720,17.167573,0.997822,0.055955,,0.204741,45.463621,3.937241,246.753886,0.069588,0.999399,,0.002546,9787.681199,5.200523,0.039425,2.607677,,0.621936,0.070743,66.685294,2.644626,202.285538,0.015530,4.136027,0.202692,0.215364,0.832026,10.298999,0.004508,0.187798,2.831983,3.044581,77.058823,,1.001594,0.999464,,0.020454,6.348393,,331.538416,4.282341,,0.139748,,1.085090,0.004939,,14.162487,0.020964,,0.030194,0.019543,48.709806,0.009723,6.656271,1.350569,,0.111713,0.106845,,,0.359596,1.062516,0.294704,,0.088537,,0.118295,0.036087,0.022178,,0.000274,,0.029105,0.199888,0.017747,0.998900,0.003586,0.482469,0.906107,0.206120,,0.040608,0.997692,1.168276,0.289577,,5.507192,1.578545,0.000540,0.000123,,0.163957,0.040091,,0.002026,9.186138
2020-05-21,9526.507593,209.920788,16.881454,0.999319,0.056296,,0.201871,44.226630,4.070358,239.183588,0.070951,0.999438,,0.002492,9565.864008,5.251596,0.039315,2.703288,,0.579586,0.071351,64.640040,2.595644,199.275193,0.014995,4.084167,0.199910,0.279190,0.817775,10.108003,0.004450,0.186424,2.809431,2.946097,78.193282,,1.000580,1.001763,,0.020518,5.737747,,330.032096,4.203482,,0.137581,,1.117067,0.005128,,13.725568,0.021082,,0.030207,0.019189,48.507342,0.009613,6.480682,1.375817,,0.108234,0.105540,,,0.357838,1.054237,0.343196,,0.091921,,0.117807,0.038225,0.020834,,0.000269,,0.028677,0.208941,0.015923,1.003508,0.003592,0.490714,0.893775,0.203586,,0.039918,0.998840,1.162845,0.272889,,5.541475,1.573917,0.000526,0.000123,,0.169094,0.040030,,0.002096,8.997446
2020-05-22,9059.962507,198.917516,16.066910,0.998120,0.052556,,0.195012,42.728716,3.831430,227.728770,0.066495,0.999014,,0.002417,9036.168453,4.980795,0.038387,2.510029,,0.605566,0.068850,61.471679,2.459732,192.141693,0.014173,3.945259,0.186615,0.253827,0.755716,9.546228,0.004268,0.179572,2.634500,2.779449,72.947509,,0.999727,1.002989,,0.020492,5.887951,,314.832390,3.960537,,0.134372,,1.119352,0.004899,,13.074298,0.021049,,0.028311,0.018428,46.065562,0.009554,6.112708,1.258454,,0.106494,0.103201,,,0.322966,1.016410,0.303872,,0.088546,,0.115707,0.036018,0.019211,,0.000258,,0.028038,0.192260,0.013812,1.002233,0.003551,0.464957,0.821740,0.195011,,0.038954,1.000215,1.514311,0.259678,,5.485372,1.491442,0.000514,0.000119,,0.176708,0.038676,,0.001925,8.498728
2020-05-23,9131.767275,206.227730,16.425134,0.999511,0.054581,,0.199609,44.008876,3.955366,233.347021,0.067026,0.998370,,0.002521,9180.264948,5.056747,0.040495,2.597444,,0.614983,0.073668,62.950122,2.555770,193.173855,0.015019,3.965148,0.201232,0.269227,0.806861,10.218045,0.004469,0.182918,2.772017,2.840941,73.707517,,1.002902,0.997414,,0.020515,5.773498,,330.048701,4.138254,,0.161456,,1.129934,0.005283,,13.778859,0.021031,,0.030507,0.018818,46.870831,0.009856,6.416741,1.374987,,0.114447,0.103595,,,0.329262,1.051685,0.316092,,0.097228,,0.122285,0.038966,0.019934,,0.000266,,0.029514,0.202308,0.018073,0.998591,0.003958,0.505821,0.934065,0.203284,,0.040830,0.999031,1.931054,0.320009,,6.869655,1.694511,0.000525,0.000124,,0.172123,0.038647,,0.002177,8.842936
2020-05-24,9170.361064,206.411207,16.476267,0.998406,0.055029,,0.197549,43.847234,3.926453,233.887212,0.067005,0.999276,,0.002532,9177.217378,5.037140,0.040430,2.590690,,0.608220,0.074460,63.432973,2.562669,192.328297,0.014941,3.938673,0.199146,0.296923,0.819020,10.186080,0.004628,0.186009,2.759522,2.839055,73.839311,,1.001284,0.999456,,0.020496,6.412117,,337.110969,4.129297,,0.164234,,1.131941,0.005743,,14.052243,0.021000,,0.030990,0.019311,46.913955,0.009891,6.554323,1.377442,,0.114319,0.105850,,,0.327930,1.069103,0.318323,,0.100081,,0.121859,0.036762,0.020065,,0.000269,,0.029602,0.202064,0.018418,0.999178,0.003981,0.501260,0.950727,0.202597,,0.040726,1.000119,1.873331,0.371012,,6.487114,1.670146,0.000529,0.000126,,0.175493,0.038400,,0.002215,8.810046
2020-05-25,8731.848526,200.690729,15.992111,0.994110,0.051658,,0.194190,42.186396,3.803453,223.019598,0.064074,0.995618,,0.002426,8679.124598,4.863493,0.038244,2.495621,,0.546574,0.073132,60.620344,2.495012,184.451928,0.014236,3.823905,0.189468,0.336756,0.783942,9.667651,0.004426,0.181350,2.644017,2.709957,71.484762,,0.994051,0.992567,,0.020485,6.591716,,323.807623,4.005183,,0.172202,,1.139858,0.005535,,13.233419,0.020990,,0.030116,0.019166,45.028519,0.009811,6.551598,1.243021,,0.111387,0.104521,,,0.302383,1.017730,0.302458,,0.097256,,0.125025,0.037877,0.019427,,0.000267,,0.027413,0.196828,0.018130,0.995856,0.003798,0.467349,0.879867,0.194885,,0.040725,0.994947,1.530093,0.391704,,5.828720,1.565463,0.000545,0.000140,,0.164898,0.037670,,0.002085,8.480773
2020-05-26,8883.691770,203.810118,16.343639,1.000572,0.053459,,0.196855,42.911180,3.859418,230.189590,0.065799,0.998417,,0.002501,8926.994114,5.008963,0.040888,2.613430,,0.602230,0.079076,61.439926,2.526909,185.303980,0.014724,3.890123,0.197308,0.351306,0.785334,9.892534,0.004782,0.189056,2.737914,2.785293,73.488487,,1.001175,0.999462,,0.020234,6.279458,,344.674843,4.086417,,0.177528,,1.139783,0.005719,,14.189318,0.021032,,0.038238,0.020589,45.873025,0.012236,6.784516,1.359971,,0.117173,0.103478,,,0.319822,1.056706,0.330933,,0.097177,,0.131495,0.039468,0.021183,,0.000280,,0.028348,0.210678,0.019240,0.998615,0.004584,0.488909,0.937701,0.204915,,0.043038,0.998874,1.720761,0.444604,,6.210547,1.650772,0.000566,0.000145,,0.184051,0.036057,,0.002437,8.977285
2020-05-27,8839.130663,200.963615,16.222916,1.000043,0.053490,,0.194135,42.287513,3.839347,227.968774,0.065036,0.999954,,0.002508,8868.923800,4.960773,0.041230,2.581124,,0.573140,0.078179,61.833497,2.502768,181.516979,0.014545,3.885629,0.194289,0.407185,0.792011,9.910961,0.004975,0.196041,2.691375,2.816081,72.522210,,1.002669,0.999421,,0.020569,6.122207,,338.463929,4.024046,,0.158922,,1.142612,0.005843,,14.208187,0.021074,,0.037995,0.020939,44.814253,0.012302,6.724946,1.214604,,0.121647,0.102448,,,0.346261,1.067824,0.339565,,0.091066,,0.129665,0.044739,0.025857,,0.000279,,0.028439,0.217820,0.018540,1.000736,0.004499,0.507743,0.891919,0.203260,,0.043306,1.000078,1.648511,0.423570,,6.013247,1.656732,0.000563,0.000140,,0.186115,0.036373,,0.002312,8.756094
2020-05-28,9174.118564,207.845894,16.453060,1.000180,0.055132,,0.197202,43.769457,3.857561,232.431883,0.066028,1.000918,,0.002551,9251.628167,4.999220,0.040607,2.599949,,0.588400,0.080324,64.502158,2.566787,188.386914,0.014752,3.928716,0.196128,0.363697,0.746463,9.997226,0.004989,0.196093,2.703416,2.861488,73.447403,,1.002984,0.999706,,0.020508,5.997474,,345.170719,4.146187,,0.183887,,1.141817,0.005550,,14.347256,0.021032,,0.039552,0.020315,46.020526,0.012126,6.752198,1.354002,,0.125010,0.103172,,,0.336081,1.066217,0.336733,,0.090602,,0.130872,0.048744,0.024357,,0.000281,,0.029283,0.220235,0.018194,1.000070,0.004410,0.504610,0.910670,0.206830,,0.043959,1.000403,1.642704,0.524776,,5.851233,1.633526,0.000564,0.000141,,0.209852,0.036927,,0.002372,8.970348
2020-05-29,9546.045635,219.591564,17.036941,1.000313,0.063182,,0.200797,44.658723,4.028086,239.333046,0.068902,0.998733,,0.002565,9691.171179,5.220587,0.041425,2.664508,,0.572170,0.080456,67.085389,2.613069,192.367452,0.015153,4.041602,0.202903,0.317435,0.745445,10.402562,0.005252,0.197123,2.835715,2.963594,75.000328,,1.002248,0.998008,,0.020502,6.122570,,351.431850,4.439169,,0.191644,,1.160198,0.005698,,14.426038,0.020947,,0.040736,0.020610,47.591457,0.012336,6.871738,1.395893,,0.129222,0.110968,,,0.333315,1.087531,0.351147,,0.092770,,0.149909,0.045178,0.025112,,0.000289,,0.029933,0.226582,0.018716,0.997880,0.004545,0.519850,0.894534,0.212591,,0.044371,1.001676,1.606006,0.653504,,5.959276,1.684815,0.000553,0.000146,,0.204981,0.038444,,0.002375,9.155470
2020-05-30,9427.120373,220.491167,16.995852,0.999309,0.064406,,0.197905,44.470939,3.977957,237.744144,0.067649,0.999555,,0.002501,9335.852180,5.236294,0.041098,2.674084,,0.577432,0.080031,66.051449,2.614073,188.542765,0.014931,4.051139,0.200406,0.305502,0.745757,10.240843,0.005482,0.197815,2.875237,2.917507,74.032137,,1.001612,0.992898,,0.020500,6.210311,,491.639338,4.406366,,0.223673,,1.176180,0.005824,,14.299153,0.021022,,0.040183,0.020537,46.649291,0.012485,7.160131,1.377078,,0.133702,0.124696,,,0.333096,1.085038,0.346914,,0.090579,,0.157345,0.045034,0.025886,,0.000290,,0.029991,0.228321,0.017169,0.995653,0.004475,0.515325,0.890288,0.209602,,0.046418,1.001127,1.602097,0.600771,,6.007865,1.687344,0.000563,0.000146,,0.202158,0.038529,,0.002432,9.111719
2020-05-31,9662.705873,242.709770,17.740057,1.001617,0.075152,,0.205775,47.662190,4.162920,251.395926,0.072574,1.001596,,0.002605,9641.879454,5.367774,0.042859,2.820473,,0.585813,0.084856,68.286681,2.768140,202.683030,0.016269,4.140106,0.217276,0.288897,0.801737,11.050131,0.005912,0.196571,2.915373,3.039974,78.840869,,1.001096,1.001412,,0.020491,6.627041,,510.642080,4.844311,,0.265434,,1.181406,0.006133,,14.853607,0.020975,,0.042569,0.021208,54.495019,0.013651,7.459056,1.545592,,0.136856,0.135921,,,0.337577,1.111496,0.355995,,0.095425,,0.152028,0.045571,0.023961,,0.000303,,0.030386,0.242796,0.017771,0.997850,0.004675,0.564435,0.897836,0.220493,,0.050172,0.998748,1.570198,0.579457,,6.609714,1.804981,0.000591,0.000150,,0.202290,0.039298,,0.002405,9.532290
2020-06-01,9466.961781,232.331003,17.080475,0.999325,0.074451,,0.203269,45.757152,4.140868,239.367554,0.070778,1.002798,,0.002555,9495.821302,5.185407,0.042212,2.740080,,0.575677,0.084934,65.095741,2.676778,194.038189,0.015886,4.074550,0.221684,0.249797,0.794590,10.936879,0.006178,0.197921,2.804772,2.949512,76.692077,,1.001041,1.003843,,0.020489,6.992809,,459.752321,4.639933,,0.243975,,1.186783,0.005625,,14.523593,0.021100,,0.044735,0.019854,51.586005,0.014721,7.007517,1.422064,,0.127893,0.129714,,,0.316647,1.097409,0.329210,,0.091884,,0.136042,0.044096,0.020385,,0.000301,,0.029408,0.233769,0.017145,1.002050,0.004728,0.548426,0.872002,0.211654,,0.048741,0.995229,1.497024,0.620032,,6.314778,1.747992,0.000620,0.000144,,0.206921,0.037200,,0.002317,9.159318
2020-06-02,10167.930693,248.044567,17.868267,1.009694,0.080765,,0.210872,48.334089,4.397158,253.597804,0.075715,0.999375,,0.002702,10108.440732,5.360683,0.044380,2.855638,,0.578976,0.094870,67.784040,2.816153,198.831597,0.016992,4.146460,0.234111,0.266102,0.806005,12.503391,0.006678,0.200599,2.970072,3.106318,80.054931,,1.009358,0.997119,,0.020542,6.892023,,460.667933,4.960124,,0.264887,,1.191376,0.005647,,15.876194,0.020978,,0.045869,0.020746,54.767607,0.016464,7.151189,1.539682,,0.152349,0.136823,,,0.334218,1.153302,0.340217,,0.091113,,0.137291,0.043676,0.021788,,0.000307,,0.031478,0.248999,0.018282,0.998946,0.005040,0.599176,0.916208,0.224926,,0.056032,1.004316,1.738060,0.619092,,6.273421,1.892353,0.000632,0.000151,,0.207288,0.038317,,0.002462,9.537209
2020-06-03,9515.243859,237.265320,17.278144,0.998624,0.078460,,0.203286,46.079393,4.391471,250.749203,0.079425,1.000188,,0.002526,9526.470657,5.167802,0.043004,2.757449,,0.565814,0.090154,66.525794,2.669632,196.186899,0.016298,4.097401,0.234570,0.256577,0.780213,12.106343,0.006755,0.199556,2.897866,2.936710,78.227094,,1.003460,1.001663,,0.020477,6.738022,,443.637112,4.750160,,0.249048,,1.193135,0.005880,,16.636000,0.021078,,0.046479,0.020125,51.500169,0.018268,6.992384,1.418948,,0.124369,0.128854,,,0.325246,1.115466,0.340134,,0.087858,,0.133135,0.042719,0.020962,,0.000298,,0.030721,0.245897,0.018040,1.002375,0.004934,0.597457,0.882467,0.214946,,0.057717,0.999507,1.757440,0.593560,,6.104508,1.792691,0.000618,0.000143,,0.199301,0.036677,,0.002366,9.200715
2020-06-04,9645.227869,244.125337,17.532102,0.999446,0.084602,,0.203625,47.061515,4.488109,252.527652,0.082657,1.001519,,0.002593,9681.385201,5.225330,0.046662,2.899475,,0.586205,0.095976,67.067410,2.694541,194.395431,0.016812,4.078739,0.251988,0.269794,0.828765,12.340622,0.007234,0.202977,3.033473,2.983647,77.966757,,1.001634,1.000632,,0.020489,6.582357,,424.487388,4.889740,,0.265172,,1.195221,0.006343,,16.784796,0.021049,,0.044303,0.020425,52.676092,0.017988,6.928837,1.502995,,0.126250,0.130064,,,0.329776,1.118523,0.338487,,0.088953,,0.145372,0.043293,0.021709,,0.000305,,0.033624,0.241819,0.017809,0.997815,0.004975,0.602895,0.888430,0.223923,,0.064035,0.998508,1.710561,0.623134,,6.132241,1.826237,0.000647,0.000147,,0.198541,0.038576,,0.002660,9.309688
2020-06-05,9776.202992,243.707821,17.767771,0.999920,0.087593,,0.204850,47.457569,4.466929,259.722878,0.082181,1.000719,,0.002608,9816.217684,5.377113,0.046660,3.075357,,0.586755,0.099669,68.678226,2.725708,195.899567,0.017112,4.352492,0.248951,0.290788,0.901578,12.090588,0.006989,0.216820,3.009213,3.001972,79.315209,,1.001927,1.001361,,0.020513,6.077172,,432.242295,4.874878,,0.260144,,1.232225,0.006676,,18.338780,0.021045,,0.048386,0.020298,53.408279,0.016792,6.919995,1.423104,,0.124713,0.133625,,,0.327318,1.128030,0.334139,,0.097173,,0.145410,0.043881,0.021457,,0.000330,,0.049593,0.237765,0.017826,1.000033,0.005035,0.591488,0.918110,0.243287,,0.069429,1.001129,1.681206,0.592669,,6.094209,1.822275,0.000654,0.000148,,0.195030,0.039948,,0.002794,9.335329
2020-06-06,9636.965527,240.246969,17.642777,0.998482,0.085219,,0.203139,46.878804,4.369783,256.519108,0.079073,0.995475,,0.002586,9626.685768,5.335569,0.045744,3.087986,,0.656961,0.100246,67.362668,2.810294,194.045349,0.016846,4.308582,0.241172,0.279060,0.900912,11.803947,0.006708,0.212125,2.929090,2.959755,77.936412,,1.000894,1.000290,,0.020545,5.853681,,478.614595,4.789831,,0.255558,,1.225901,0.006239,,17.215437,0.021068,,0.044455,0.020065,52.530838,0.018036,6.845706,1.485770,,0.125024,0.134281,,,0.320972,1.128838,0.336883,,0.090571,,0.139464,0.044039,0.020523,,0.000327,,0.054938,0.231005,0.017421,0.998693,0.005151,0.568744,0.961322,0.244470,,0.064810,0.999125,1.643392,0.579179,,6.113558,1.793335,0.000642,0.000150,,0.200853,0.038043,,0.002679,9.268204
