Datetime,btc,eth,bnb,usdt,ada,dot,xrp,ltc,link,bch,xlm,usdc,uni,doge,wbtc,okb,atom,xem,sol,aave,cro,eos,xmr,bsv,ht,trx,miota,theta,luna,neo,snx,vet,xtz,ftt,dai,dash,grt,busd,cdai,AVAX,ksm,mkr,ceth,fil,egld,cel,leo,comp,sushi,dcr,cusdc,cake,zks,vgx,ftm,rvn,zec,etc,zil,uma,yfi,nexo,rune,zrx,hbtc,ren,mdx,near,icx,stx,waves,amp,iost,hbar,btt,xsushi,renbtc,chsb,pax,algo,dgb,ont,matic,bat,nano,lrc,husd,omg,bnt,ust,npxs,xvs,btmx,hot,zen,qtum,sc,btg,crv,flow
2020-05-07,167950864937.15,22529347281.11,2471282824.91,7930935317.33,1560725267.55,,9538926053.67,2943460784.28,1367712471.48,4508340937.57,1440054889.28,711778609.46,,313109921.02,0.00,1468118610.54,498712108.21,371641221.02,5010066.05,,1073122803.79,2564335591.84,1035548044.43,3742821596.72,966006226.68,1050287106.42,502650883.62,153318187.67,40273611.25,654900950.86,79916615.71,285447015.87,1894966246.00,305136113.45,112285016.22,732498789.25,,186903082.25,20134905.72,,43515142.10,294916816.18,62391971.60,,,56166119.94,1027608953.51,,,174664128.52,24094913.46,,,4355320.24,8699281.27,134970893.38,394150066.42,823793845.97,75326172.37,64642407.17,,61778324.42,17729069.21,139081067.58,,60383917.70,,,142972600.81,63093242.88,103241041.57,,43759411.00,160034984.73,60849117.25,,,13648709.17,257716132.43,147808286.21,303420465.93,297902270.78,48176499.63,263700822.25,83107042.81,39431445.10,139854003.45,97087836.33,13809456.91,,29283189.15,,30127844.78,91527835.35,49809718.81,148471737.60,102275441.67,170044035.83,,
2020-05-08,182927847431.45,23678773321.93,2525210913.38,8079054026.44,1610767596.89,,9676456757.33,3070299797.01,1430851295.23,4669982206.65,1461380717.36,722023647.27,,333521246.82,0.00,1530610889.74,512234515.93,371846143.19,4874818.72,,1107784388.93,2597566035.08,1133198314.48,3833823841.55,990985689.53,1066276042.82,514696490.35,163172303.25,36784617.10,699920465.51,84195956.62,296522986.98,1941223761.54,319330115.05,111873856.59,744916213.42,,191958137.63,19798189.08,,45264061.82,308572861.19,65526437.69,,,58598419.29,1047676407.71,,,176466671.95,21859266.79,,,4040524.79,8546901.73,133153030.33,405828329.86,831303159.94,75144401.02,67675038.91,,61956887.64,17837915.52,203529326.60,,59270705.38,,,152022452.20,61923036.62,104905420.78,,44533512.62,161399880.66,62722156.52,,,15319535.73,261002693.30,149770481.85,319720286.68,306433932.44,48147056.03,268342875.69,85396152.16,39095387.12,138094761.65,99592206.78,14266306.98,,29820106.73,,30227913.27,98475605.84,50528573.37,153022631.77,101998338.00,174102181.92,,
2020-05-09,180421762956.35,23476076684.66,2536683339.76,8155833351.54,1602956355.83,,9652873648.68,3083606639.93,1445814307.88,4799864610.08,1467224767.81,721261346.03,,325727926.62,0.00,1521977221.56,528367163.96,376286855.25,4827334.91,,1146024962.28,2578674685.14,1110703496.43,3880215367.86,974887128.08,1070447627.56,560132484.44,164153503.69,36547430.56,800783432.65,85066120.33,295973646.00,1956157761.64,309993380.46,111758621.33,772482948.35,,194315040.79,18769028.31,,45834050.76,299343365.51,65962521.40,,,59802452.30,1042480191.76,,,172627889.68,23801779.72,,,4238061.72,8954194.46,133771957.05,428351885.70,830084138.19,74164042.62,69341883.42,,60461567.14,18162439.23,257958075.18,,61489438.70,,,162351438.05,70375428.05,105459503.32,,45879466.28,161437531.95,61864563.22,,,18360882.69,259254089.01,159236666.99,288125533.91,328196520.88,49324094.96,337722519.84,93561316.84,40360305.56,138482387.81,107413873.54,14435153.86,,29098311.00,,30366483.88,96001917.70,49677440.78,159623715.18,98979271.41,174171179.93,,
2020-05-10,175752574354.64,23328821609.13,2495851840.77,8313422573.54,1594290128.95,,9545970574.25,3043460941.88,1523550408.90,4884664347.98,1449668041.65,722268679.68,,321346729.67,0.00,1491856708.24,514724906.83,365499852.94,4816707.91,,1053053642.06,2577340090.63,1108007169.99,3836533125.11,933709006.50,1065527852.31,537729562.46,154138882.05,35975303.98,776146545.76,86559587.44,296874911.31,2001434486.84,302963480.67,112704063.65,753085291.64,,193496954.45,18732145.44,,47187824.69,303683510.16,66928629.80,,,58444915.42,1046036820.62,,,164833688.24,24029854.62,,,4230427.70,8075922.36,126727450.02,410828918.61,814223158.07,73497503.78,70372930.61,,58859415.80,17781265.25,282084614.24,,63671070.88,,,156613492.28,69659437.13,104038486.10,,43651532.42,159241609.05,56893568.62,,,16298818.33,257869379.05,157407623.10,282257414.51,314713026.13,47519404.24,317657453.75,87413423.39,40119921.02,126194483.55,102316111.91,14209831.00,,29271065.42,,28818456.12,93254078.12,48954772.85,154345336.61,98334046.60,168520638.44,,
2020-05-11,160814678353.71,20859785783.85,2258003159.31,8473215858.87,1484807886.23,,8860901078.06,2729985944.50,1429439273.78,4306066117.36,1300025020.89,746986294.52,,302726858.92,0.00,1386089402.52,470156515.52,336950857.37,4324416.95,,1078949761.38,2295414022.56,1032600090.61,3385599369.34,903197789.35,948220383.95,511106511.97,142480843.17,33779315.74,687114056.99,75764361.56,268739510.76,1811581831.56,274926846.99,110301832.61,683543616.70,,183967408.92,18336913.80,,52696099.87,291855220.85,59482354.27,,,52708778.35,1067498358.87,,,149837098.16,28874661.10,,,3863173.05,7619278.03,117328394.45,374028566.71,721518325.45,72147550.04,58797531.36,,53922822.11,16588783.86,258842495.09,,63842023.88,,,143028841.03,59804947.15,96155397.38,,40841836.74,139893350.97,54200791.53,,,14799485.74,250087635.46,142158969.17,246296497.34,296446294.46,42581693.14,289078512.80,80586204.97,36090264.76,124394430.51,94853241.80,13084398.30,,25950453.61,,27815448.55,84987519.99,47321583.69,139762390.15,85158193.61,156625259.51,,
2020-05-12,158113540964.47,20616754314.26,2231962404.77,8491686231.45,1488233874.65,,8552948875.18,2690006620.05,1350304194.24,4309612655.08,1259792326.06,745026108.10,,300604018.98,0.00,1371187616.52,446680325.90,335693728.43,4171226.30,,1082695775.00,2254598348.76,1042975882.91,3452095671.98,878167808.71,925441025.73,493461869.13,145263048.46,33441824.53,681102991.95,74300276.47,265793065.10,1723473797.89,272965131.40,109685940.29,661584452.97,,186977809.43,18917264.04,,46163191.05,283608785.94,58812705.51,,,51760729.63,1054170117.53,,,147488219.41,28411978.77,,,3832824.78,8429007.23,113138465.23,362882938.35,701213689.40,73541786.05,45463285.02,,55194768.25,16071925.91,225192216.29,,60163951.35,,,137337778.70,60781969.76,93726080.47,,39442418.80,137758648.02,54142574.83,,,15011365.95,243939684.22,137926113.04,229784414.32,287662542.40,41609735.86,271813595.67,79304109.90,36228299.43,122751939.33,93515713.14,12901161.46,,26866926.03,,27352677.33,86895604.15,50164568.29,135193832.85,83368619.34,152190970.20,,
2020-05-13,161474125336.40,20993946147.95,2327383911.23,8640172742.42,1547574497.71,,8693754579.17,2724578267.68,1400944643.42,4282385823.17,1413272007.18,748338008.31,,306504298.82,0.00,1404627640.65,464471524.51,343986056.76,4266741.23,,1102340939.58,2281861777.89,1079207331.99,3440964887.86,907417981.56,958257359.18,519235529.24,177424686.67,34991120.70,703315959.48,75277048.55,271891309.96,1777105113.50,280653427.32,109061153.64,691463539.43,,187371213.43,17785447.52,,50285196.13,284618453.25,60538682.98,,,50851717.27,1060530628.24,,,150619702.22,28527992.87,,,3973298.24,8295364.72,119247107.31,384316982.84,709256368.95,80437124.47,61485042.48,,60119861.07,16255013.63,234204590.30,,68205311.87,,,143444622.74,65735111.83,107345256.65,,40745337.94,144250668.65,56187153.62,,,18537881.87,246139944.19,144184056.16,273378729.04,293679910.04,46666057.81,296367409.01,82951763.78,38372481.73,120923495.20,101336084.18,13218698.79,,26875005.05,,29761755.69,88226116.24,48978219.13,140524474.66,85244193.34,155959639.22,,
2020-05-14,170593350055.82,22169692740.75,2390558640.37,8634423669.52,1611195935.68,,8892830320.50,2797008471.81,1427761705.35,4410994909.80,1415253556.60,769698234.21,,317877729.37,0.00,1445348318.97,476225666.07,348260165.88,4413742.90,,1126351974.67,2366279201.14,1139215255.21,3510551411.01,919607442.30,995332187.52,538484243.66,174462491.72,35641037.16,725612895.13,74442720.81,288402251.88,1821589618.71,291843404.47,108482288.17,698148474.40,,187783328.96,17767945.47,,58848823.82,291311915.95,63258874.47,,,55524086.91,1060324611.70,,,153174573.90,31741917.14,,,3994078.76,10024621.53,119546250.06,393245026.24,724679063.59,97619039.09,62828108.52,,65656778.23,16137470.08,228294037.17,,69046443.77,,,147226991.96,72470301.06,106028906.19,,42544406.80,145044910.67,58166995.20,,,20012904.35,249916774.92,145303074.22,289346343.53,297252693.86,52924824.08,293468748.55,92706936.33,40559308.41,123161085.82,107328265.59,13616229.46,,28388471.20,,31049434.41,93213457.98,49836379.64,143646150.37,93302067.73,159560965.76,,
2020-05-15,179398095871.34,22562017222.47,2418544120.37,8807791056.90,1622873217.30,,8971968255.94,2842419918.48,1450206436.16,4459105781.52,1398837570.86,726205937.73,,325137727.17,0.00,1511366990.13,471120472.69,356219629.54,4570789.92,,1093145299.04,2464766112.83,1144911982.00,3547732304.39,961377739.28,1014636103.68,578601425.50,168249149.49,35346604.73,718491777.23,80119583.88,298137456.21,1805687019.32,300153592.27,109739787.66,703723673.89,,187895767.38,17772728.98,,61709290.53,291284141.10,64371057.55,,,54936795.29,1057704715.57,,,159133251.43,28556998.41,,,3998660.54,11700897.04,118112137.99,395140553.08,728598133.45,110154652.19,61827651.26,,64165838.54,16613170.05,226044228.02,,67771978.24,,,145666600.60,73098936.65,104939682.40,,42786356.49,154607526.36,57936213.45,,,20219757.44,244234093.72,146716312.13,285528983.07,304592845.01,53000225.73,295433268.98,93286829.29,43095918.12,119578526.30,131929133.83,14011308.40,,28858685.05,,32157199.90,93199699.42,50271442.90,147965034.59,93434527.11,161266256.49,,
2020-05-16,170983863891.47,21656663418.09,2317509550.39,8864847685.31,1545526669.79,,8755377615.67,2761074834.37,1387505428.67,4314015261.97,1354145953.55,727130462.70,,308034839.79,0.00,1455333892.53,460133671.76,348707927.15,4432087.51,,1075463739.48,2422912245.58,1099786481.31,3430781795.90,940472913.16,980202540.45,548880137.77,188082559.98,34580237.54,705094443.78,80430799.07,278293132.69,1758637033.97,286644914.44,110287509.72,682160736.24,,179967875.38,17955453.39,,54391474.52,285277091.84,61793646.86,,,53611912.25,1053314607.70,,,151534930.85,28677676.59,,,3991745.22,11008327.77,114310358.51,382850948.65,750178510.09,105921778.85,59340414.64,,62018303.73,17342530.74,250019990.60,,67602485.16,,,145838374.65,70726606.95,102251706.42,,41645657.59,146366241.25,56444505.68,,,19577440.63,250124166.50,142049145.89,276787283.29,297239165.77,49885550.95,290901171.04,95796093.80,42648820.46,118623708.74,133475520.28,13555804.63,,27398514.28,,30880433.14,93663750.47,48026722.03,144217907.72,90116536.35,155881699.45,,
