Datetime,btc,eth,bnb,usdt,ada,dot,xrp,ltc,link,bch,xlm,usdc,uni,doge,wbtc,okb,atom,xem,sol,aave,cro,eos,xmr,bsv,ht,trx,miota,theta,luna,neo,snx,vet,xtz,ftt,dai,dash,grt,busd,cdai,AVAX,ksm,mkr,ceth,fil,egld,cel,leo,comp,sushi,dcr,cusdc,cake,zks,vgx,ftm,rvn,zec,etc,zil,uma,yfi,nexo,rune,zrx,hbtc,ren,mdx,near,icx,stx,waves,amp,iost,hbar,btt,xsushi,renbtc,chsb,pax,algo,dgb,ont,matic,bat,nano,lrc,husd,omg,bnt,ust,npxs,xvs,btmx,hot,zen,qtum,sc,btg,crv,flow
2020-05-17,172309401206.74,22256509489.00,2371381209.72,8887329332.97,1580302434.74,,8852789501.29,2800449212.75,1429383535.97,4357758565.64,1375333732.21,724661419.03,,313347148.85,0.00,1472156911.75,477507850.82,350551731.33,4752035.39,,1098304696.94,2462904535.13,1147336340.96,3454165661.38,941500311.09,986965544.85,546849744.88,184628546.97,34943525.04,704321867.93,82227292.83,285639622.77,1868747141.92,290830856.25,110976490.43,696967342.97,,179654748.26,18014318.57,,57193097.28,293487522.64,63511700.28,,,55006658.16,1056762616.33,,,157807602.13,31302128.99,,,4156076.11,10201095.06,118318682.91,389473302.90,774828142.22,112089283.07,66009179.20,,61187698.15,17514055.16,251375216.57,,70499641.60,,,147672165.14,76071594.58,102924051.26,,42002925.69,146559141.75,57072612.47,,,19691520.44,250255154.07,146190431.09,275698580.25,298553204.54,55098810.74,296746101.44,99890826.80,43257427.63,119007745.55,130199938.89,14336423.46,,28245584.18,,30707336.45,94734776.59,47506585.58,148270450.83,86183745.99,158092892.95,,
2020-05-18,177224284369.13,22938430778.94,2407687200.48,8975796528.27,1613996775.98,,8860387827.04,2816772444.62,1434813398.82,4426386427.20,1393938485.53,726279460.79,,318304381.77,0.00,1498635100.82,474662222.19,350485738.73,4898008.36,,1134342462.89,2453568752.07,1141643695.23,3523738325.39,956924887.98,994292118.31,554253034.63,190037635.24,36258110.83,714890601.03,79772633.68,291616978.68,1861831173.11,299663663.52,111791114.32,708211712.68,,180004213.14,17887111.16,,55396951.18,302395156.63,66300793.49,,,57862446.75,1061636587.68,,,165746549.58,31149357.61,,,4047762.19,9881074.61,118406937.59,424479179.10,775981992.61,111264119.07,67580295.37,,61671558.23,17577273.67,245428491.99,,76664675.44,,,151054886.55,82000677.80,104982267.22,,42430337.30,148473615.96,57566222.48,,,19972451.32,250650171.58,146660193.49,254367865.03,299797786.20,55811572.16,298999796.92,97701917.35,44138230.70,127975558.92,136551093.30,19472474.19,,29417862.36,,30969169.50,95849399.88,50126655.34,148821455.90,93539908.94,159338863.36,,
2020-05-19,178446153576.46,23793534838.64,2456333484.60,8946398316.11,1656590740.96,,9011434283.41,2931685750.68,1473690209.01,4560413881.25,1413254125.12,724994740.67,,316949353.44,0.00,1474833812.10,483770307.44,353166300.32,5213969.63,,1179061093.36,2490827514.82,1173373873.97,3756422133.27,959397969.20,1008683480.04,563710726.32,192506313.14,36335406.44,721687443.01,83694698.16,286390288.93,1951811871.67,300617709.75,114476289.64,719181657.11,,176129487.66,17748378.95,,47245724.70,290131243.51,69403604.38,,,62123183.81,1053767509.04,,,162084764.70,27970655.20,,,4247546.23,9846859.67,118078573.43,440527069.58,772925189.18,105061261.20,72617099.30,,62646426.10,16652368.60,242734793.91,,74412293.83,,,154958177.45,79457401.69,106076938.67,,43248248.86,149856534.38,57841905.20,,,20278785.94,253682588.32,149666522.01,239337518.14,306387112.56,70799168.60,305477037.22,107125805.20,49138719.17,119313855.90,140888349.82,21357433.59,,29290421.29,,32114625.07,95967811.29,50578739.26,151700087.32,85897704.45,162716056.84,,
2020-05-20,179127815802.66,23656360817.22,2542931077.02,8925141349.00,1739159666.97,,9031729491.79,2944518178.40,1496189325.13,4543169850.82,1407630964.25,726086023.60,,317354537.68,0.00,1470907093.39,486872530.87,354801488.17,4996233.20,,1195097766.57,2482233677.39,1171764658.78,3702936981.46,962930974.08,1027154849.56,562331014.53,214578340.02,35185211.44,726411932.32,81289278.03,289902970.70,2013461056.56,304256943.67,114782483.28,727851510.31,,170664605.94,18872578.98,,49826306.73,293766567.95,69119981.87,,,62858377.26,1058821017.28,,,162921664.20,26793759.34,,,4241787.22,10326948.08,121179747.89,446520149.45,773600251.51,102487446.16,70631145.21,,62559525.46,17049126.01,235883653.14,,77640246.37,,,160637597.02,79687753.28,106238336.26,,43052359.30,149327040.24,58417999.73,,,20505516.75,247771860.01,148783189.11,233455517.12,307502472.12,76146913.30,301286570.28,120786269.23,47166598.15,120471764.70,163212550.76,20182256.35,,29135802.10,,31295268.82,95888067.07,50025394.25,152217644.91,91690526.43,160534092.67,,
2020-05-21,175227227252.91,23303624068.61,2496496117.67,8949763767.91,1751521240.22,,8905106034.58,2865925371.80,1546774850.00,4404005704.62,1434223211.25,733473515.86,,310868150.83,0.00,1478271158.01,504058194.32,352019179.51,4629608.83,,1207170720.78,2434848989.89,1137789764.62,3617158714.58,947665823.38,996300568.61,552570484.43,276898615.43,35128602.12,712917470.36,80090485.24,286686358.88,1998067006.42,292484251.28,120124927.46,739574209.29,,166099490.90,18968778.16,,45025086.27,292107504.22,67905830.58,,,61514140.75,1078525347.56,,,158032234.86,26768607.98,,,4254189.51,11020645.34,119121548.96,446231163.19,750691228.32,100991232.67,67899260.08,,60611029.95,16842847.10,234429430.64,,80124548.72,,,184942615.81,78936495.42,105423732.26,,42809880.39,158174170.75,57107057.72,,,19806331.61,245933312.71,155607004.94,210297229.78,312757313.79,71732437.53,297435189.40,119094035.19,46217564.89,118267016.69,163371435.28,18997297.88,,29194700.48,,31353115.16,93515346.86,50202056.61,151817879.19,92701469.29,157213207.22,,
2020-05-22,166569335290.84,22089212414.44,2378561522.02,8937031687.25,1639420156.42,,8602543016.31,2767977666.85,1456989733.32,4200410198.06,1346338899.28,730845882.93,,302016245.62,0.00,1405899905.65,470347523.89,343816848.53,4853042.59,,1175612550.68,2309044542.26,1081701548.33,3546148034.75,913446039.66,938533422.39,520688997.44,256240972.75,33756638.76,671386662.04,74224109.29,275440162.32,1878016448.78,278042870.10,119229931.96,690619938.16,,165080087.50,18919068.32,,47256578.02,280494191.14,64275394.55,,,60433988.82,1096800347.92,,,150748175.49,29938557.64,,,3998099.19,10265507.63,113702010.80,423598135.56,711346848.84,101320870.72,64049218.06,,59719847.64,16463503.92,213373845.03,,77544736.93,,,166622522.58,77304357.72,101764440.44,,42342605.38,152060383.82,54732453.84,,,19650789.45,244224866.17,143760776.36,183162310.89,296772042.01,65962361.38,285257000.03,110058643.19,45301183.41,116133973.69,213678535.62,18084341.65,,28031750.01,,30075570.68,91506890.52,50086003.99,143840925.59,87932351.37,149895828.84,,
2020-05-23,168309812992.51,22960218146.43,2433514189.13,8904835042.62,1698293632.36,,8816681088.28,2850956004.92,1503076964.21,4305498315.94,1355846464.31,730001403.34,,314467655.86,0.00,1431349973.14,486363977.42,364409187.42,4919865.81,,1253052797.65,2401723098.48,1106766049.56,3553336630.56,925348805.20,995152403.91,559312870.98,269227150.26,34494871.42,720678743.02,79163615.22,288534399.64,1972044734.26,283756265.42,124107292.47,699128395.51,,168114325.10,19119468.43,,45992755.21,293507928.31,66961400.81,,,72814583.98,1107958418.65,,,158816608.88,24245264.80,,,4296463.58,11184273.34,117270210.50,433137906.22,748578501.61,104079954.10,69984698.23,,63609457.78,16691940.32,216179820.42,,85141987.81,,,172012616.64,82364529.29,105200760.79,,47544891.69,162245066.06,56574002.30,,,20796389.65,245891933.08,151092190.50,237953619.40,322735627.59,68458992.57,296997748.37,124789230.59,47704928.20,121644427.91,270821375.17,22320865.14,,29248597.58,,30253962.47,93601475.21,62739811.92,163459671.31,96390211.30,154881753.72,,
2020-05-24,168614573110.76,22943289960.01,2432310884.61,8912893843.61,1714880556.61,,8714462345.39,2841966598.47,1494355813.50,4310640398.38,1357248311.95,730880485.34,,315817593.94,0.00,1424696133.83,485899854.80,363856866.00,4866957.62,,1267282108.23,2401845313.99,1115063791.23,3548084312.25,916838354.87,988704317.50,556001001.25,296863994.07,35031598.39,718713643.25,80339534.23,298251234.64,1958765192.24,283633801.92,121333689.12,698101461.11,,168166373.76,16301626.33,,51092397.18,299735437.77,66331213.43,,,73939179.69,1110253719.40,,,162032965.19,25017242.56,,,4362113.70,12211702.70,119505956.59,432746223.14,761786480.67,104281897.51,70162357.08,,64031119.78,16983715.95,215035956.82,,87658156.79,,,173625675.37,82225034.78,106878975.33,,47776659.10,162531903.17,57162369.88,,,20879897.06,246223620.42,150590913.34,242112548.28,320025775.01,68893707.57,296262855.69,127006811.65,47516239.36,123127117.29,262697502.47,25942458.23,,29856294.37,,30071037.01,94176637.41,59642013.24,160654824.79,98003150.98,154367764.83,,
2020-05-25,161407638875.37,22417907964.49,2364976579.03,8973070176.19,1615330815.84,,8586301007.65,2747197416.96,1445348368.31,4128417969.33,1304869996.60,728156160.03,,303756922.66,0.00,1375582129.49,469223846.20,345726368.56,4374843.16,,1246274406.74,2350281411.48,1069209616.22,3396668808.39,888883862.19,951110940.07,530521195.50,341994631.06,34223995.77,681859458.60,76906322.43,285158730.65,1891390878.58,272236420.81,121216901.15,679118165.05,,179034314.80,16113716.62,,52250493.06,287383445.07,65123660.08,,,77725664.30,1112039595.13,,,153039873.95,20154913.57,,,4229477.65,11751163.13,119436934.67,415518668.87,766222596.35,103665230.56,63643090.22,,62376742.01,16646385.90,198779927.86,,85243310.66,,,166035434.41,84466597.40,102024440.12,,45714683.98,166787982.80,56560326.50,,,19418937.71,250589636.74,147205144.45,240079627.24,298547621.42,67412523.60,284727657.57,117520027.15,47779009.81,121864339.06,214784169.96,27378825.63,,33263173.26,,29339344.08,96838498.78,53570132.42,150644552.80,92297594.47,149009188.15,,
2020-05-26,163333743988.58,22639118588.40,2416857097.42,9005148939.98,1662876283.20,,8682758874.37,2781168940.11,1465289040.80,4239413691.80,1331024314.13,738174061.41,,311963042.25,0.00,1419015408.03,488506866.64,364327641.03,4809730.18,,1349062066.21,2364903735.37,1079727012.50,3416325688.62,908671448.22,973956862.37,548386290.93,351649272.35,35784887.34,697654678.20,77092903.30,307784485.49,1939622209.24,277290248.96,121256916.92,694784653.81,,179798641.65,16102126.71,,49854505.12,305305786.52,65787854.69,,,80447938.52,1118078770.68,,,163670098.70,20086334.14,,,5439866.26,12184600.32,126200811.48,423741478.51,790957004.78,130734986.14,69287807.99,,65728427.76,16516498.13,209741637.56,,84706603.15,,,180286810.26,88565926.66,105586801.80,,53315927.58,173547798.84,59296563.28,,,19976362.82,251818273.63,157781305.09,253487052.39,312677633.66,73018187.13,299043240.10,124933769.90,50038087.35,120658547.62,243007232.06,31073412.86,,34242721.42,,29052399.91,100833159.60,56489454.94,158718776.00,107820712.21,156201749.00,,
2020-05-27,162547226896.54,22325672542.33,2395241252.19,9000991564.00,1660213375.35,,8567002549.94,2741076277.30,1458988619.87,4198722246.62,1315592331.90,738446276.78,,312807914.22,0.00,1402680515.94,482919043.47,371160222.91,4598505.35,,1332282276.85,2346714496.41,1084698822.34,3328125156.75,906270316.22,962006916.72,539700396.53,413047804.45,37014710.74,699327263.92,77740725.50,320509959.38,1915919227.15,280596482.15,120523010.96,685668732.68,,179879880.36,16145817.77,,49186815.91,300414672.48,64365887.50,,,81560629.54,1118824413.03,,,166040748.31,22598254.06,,,5329222.64,12493541.12,130438729.02,414189717.19,780716155.70,130166983.13,60883121.56,,67966200.07,16526482.02,226129630.74,,79583159.56,,,185832426.42,87059098.29,106601481.75,,53945660.53,198813694.25,59516432.12,,,19992087.36,247482458.65,163334892.88,243643340.86,321650111.03,87434500.20,297043615.46,118846633.19,50526256.39,120976288.18,231980598.92,29616523.34,,33116461.79,,28977771.69,99919071.65,54971609.60,159160274.05,102315021.46,153452170.51,,
2020-05-28,168615778509.82,23085068545.91,2430831282.62,9015071777.71,1716081188.52,,8699660782.67,2836846093.93,1467103826.94,4281131384.75,1336209743.45,740107622.67,,318220492.39,0.00,1413970955.93,487132882.24,365498094.96,4715158.09,,1367134358.57,2408756457.91,1133048163.82,3464971431.42,915411066.37,974999377.59,545626773.52,362448684.28,36837081.61,705023778.86,77177364.79,321618986.54,1926390976.74,283990990.22,120650456.82,694396237.00,,189308061.58,16005744.19,,48202244.52,306367502.24,66621652.01,,,82180164.40,1115994519.70,,,165656264.27,22769594.37,,,5515253.94,11667964.40,126602848.95,424968472.83,784936465.95,129222800.95,68910367.71,,70005662.60,16461353.22,219930345.02,,78810690.74,,,183188805.60,87782485.40,106661548.40,,52924258.18,214643638.04,59512115.38,,,20600762.43,249590252.40,171816242.96,239226988.39,321613490.73,83697220.39,302385918.04,121345262.33,51207955.87,122372551.06,230309985.88,36614608.44,,33445570.51,,28783570.76,100248827.43,53575485.74,157194252.64,106644809.88,156835451.46,,
2020-05-29,175534414971.32,24328143646.44,2519147859.66,9034880313.06,1965480006.59,,8857724066.16,2895384373.10,1531487430.20,4408972876.43,1395267350.11,744293975.16,,320030360.61,0.00,1476581772.91,499807420.34,373391252.95,9366383.78,,1374060635.43,2442861125.48,1179176944.06,3544396550.11,941900912.84,1004724739.92,564317992.59,322893331.61,37141630.47,733238264.14,77011700.94,338327151.19,2015609631.79,294500102.01,120836438.54,709078107.25,,183115502.82,16038854.55,,49082476.47,312071841.56,70505763.59,,,86458640.86,1136867057.03,,,166325699.27,19588885.29,,,5736656.45,11811499.18,129118463.88,440110592.42,798448792.98,130423357.49,71301971.38,,72372123.84,17443982.11,218249590.68,,80822594.68,,,192498981.38,101559302.68,108596600.20,,54558864.89,197901650.32,61409943.08,,,20913273.45,251450243.35,177144998.49,246737043.59,331477037.69,86222427.96,310463212.07,119049413.36,51570661.60,121126174.70,224820143.42,46110666.28,,34362676.93,,30281459.70,96932794.39,54863884.71,162554441.59,104526950.00,160107756.76,,
2020-05-30,173355014878.48,24504031642.68,2514242773.52,9046743741.07,2009870099.48,,8731198879.72,2885584679.18,1514734542.75,4381631967.53,1370257707.05,746020197.86,,312085297.51,0.00,1480043431.73,498177191.27,370536375.68,9427078.27,,1367338094.32,2451512520.18,1161079186.28,3499481051.83,952868699.40,990228142.04,558211957.19,315423513.14,37321420.99,723081220.51,77283519.12,352220726.84,2042279552.69,290911971.69,122347744.78,701133516.76,,171501058.75,16006848.24,,50162546.30,435986171.51,68368835.72,,,102298291.54,1153928887.95,,,168327858.79,19833890.70,,,5662975.27,12373567.48,129885328.45,432223184.62,839879526.75,131305429.71,70177457.27,,74887509.44,19954295.45,218471475.30,,79000158.06,,,190096589.68,108263805.48,108544659.88,,54027463.27,198356580.27,61304810.79,,,21341571.04,245330242.54,178917939.29,226647308.27,328443268.38,88903816.78,306531457.63,118662772.14,54109975.74,116429765.26,225203870.11,42061679.75,,34438736.13,,30377141.49,100048079.11,55188203.40,162417975.87,103571574.38,160039976.56,,
2020-05-31,177978616382.69,27012940828.47,2623199555.00,9107846024.87,2349213952.00,,9100788486.57,3090841697.42,1585515161.38,4627878024.61,1471461047.78,747124387.23,,325041563.12,0.00,1518212066.39,524231344.85,385138471.60,9591470.34,,1463167636.34,2597425533.61,1202133014.63,3733481381.17,965741020.79,1074220048.54,603878126.28,289312591.64,37062302.49,782683242.43,83146769.19,379289227.87,2079110919.62,302756011.29,126153595.60,747559985.29,,171306590.24,16007092.98,,54953778.41,452755874.60,75267169.34,,,119756348.63,1156003998.95,,,172011617.73,19984854.92,,,5999924.15,12533789.71,132150316.26,509350991.32,868281689.89,143587531.14,79087075.14,,76691494.46,21550726.82,221353366.98,,83224102.94,,,194962390.39,101671911.68,111420328.12,,56094509.38,200368226.09,64269669.07,,,21439961.75,245570693.45,189789411.02,234254360.61,359743417.36,82521775.96,322992440.69,119719973.72,58394434.18,120809402.17,220667699.71,40405790.33,,35395747.99,,30666199.14,104914444.54,60331624.07,173770442.21,102710650.98,167596344.60,,
