Datetime,btc,eth,usdt,ada,dot,xrp,bnb,ltc,link,bch,xlm,usdc,doge,wbtc,uni,aave,atom,bsv,eos,xmr,trx,snx,miota,xtz,xem,theta,vet,neo,AVAX,grt,dash,luna,egld,sol,ceth,fil,okb,mkr,ht,sushi,dai,cel,cro,comp,cdai,ftt,zec,etc,busd,ksm,zil,cusdc,uma,dcr,leo,amp,yfi,zrx,near,waves,algo,hbtc,dgb,icx,nexo,hbar,rune,ont,lrc,renbtc,omg,chsb,nano,bat,vgx,ren,cake,btt,pax,qtum,crv,stx,rvn,iost,zen,sc,qnt,rsr,husd,matic,btg,ewt,enj,1inch,lsk,bal,nxm,flow,ampl,ftm
2021-01-21,612293776638.84,143976665687.78,24895217957.96,10831148586.62,15728608937.24,13017487312.87,6016331332.87,9089149606.78,8051759671.20,8454417795.33,6110568508.82,5364211229.97,1105249819.57,3682630370.89,1769842894.60,2156832599.38,1946096745.71,3522072404.77,2527576858.00,2556412328.67,2088989031.56,1963394444.14,1271358541.34,2012543594.62,1996133294.76,1933972879.75,2091708154.36,1711619097.19,935030258.18,604332374.94,1074958235.57,412465190.32,643826271.45,904722264.91,1431421355.65,984714712.21,1709058840.62,1163101757.32,1064898514.27,817156496.17,1398586156.55,1641934910.50,1728051838.34,794997998.80,854944515.88,857777405.11,973633717.24,873807418.59,1127132510.43,901266422.17,793378556.01,1474196057.02,624762986.29,662769328.88,1345109810.90,0.00,933640353.63,383999169.82,605387590.04,671186308.55,400813635.68,634872631.19,361619951.44,450442014.33,387443651.70,715078825.25,416839487.85,469920365.39,504908153.94,484127911.36,484991002.78,274578965.14,411616996.22,387010846.74,215491671.50,601938476.43,73374347.32,228261866.76,537624470.06,306030313.15,308357059.84,440470067.27,132585495.23,307529756.75,314441950.35,218429283.79,220544360.01,357724553.56,328448334.86,150276669.96,197853080.23,269001004.27,339689067.29,166955952.16,196698573.58,220392803.38,322072822.32,,257499931.91,71677656.75
2021-01-22,589551002834.96,135584075359.78,24736162207.34,10251609323.94,15821695911.01,12311514554.96,5923503763.11,9155546340.50,8309736907.11,8011991441.50,5866616368.53,5416793225.65,1080090843.53,3561273131.90,1788271360.16,2254845698.52,1814902305.18,3328886088.96,2477182231.96,2386039448.79,2021826910.75,1921863763.61,1246508704.99,2167930519.13,1925549741.16,1865381673.74,1964740500.27,1634547486.98,924461257.59,575553560.17,1008441127.03,406112392.56,640066411.63,829676319.92,1353431359.90,1004369534.75,1591246249.67,1110816839.21,1014699959.03,829086096.33,1409857789.84,1658465194.46,1632274487.81,819897349.27,859917387.30,842015784.43,913870495.69,839383845.16,1148760823.83,891667134.13,761903439.87,970325188.40,651821442.74,629419844.50,1338912491.32,0.00,923716753.68,369148000.77,592510538.35,614945300.69,395760872.01,634836884.32,341085829.11,419874806.31,373396159.90,652338240.88,453597020.67,449740816.78,490975886.64,462842312.66,466552719.00,269049493.37,410258426.34,438751733.45,218596518.37,566687153.37,77146962.29,219734878.25,540702046.06,289130416.36,380330629.47,439895785.49,132597665.22,285128613.48,296960780.64,205380382.52,220815927.01,344628814.75,328213463.39,149628473.21,183644846.97,253216238.95,330116358.43,166786416.11,186421861.94,208023336.08,307429172.42,,253501286.61,68677905.32
2021-01-23,602445039650.73,142552319569.87,24792601612.58,10845247358.84,16872123020.96,12429291997.22,6020811358.51,9228572340.72,9594836528.52,8065087624.53,6011046849.55,5521605156.90,1099535024.83,3645729605.09,1946647192.98,2481700886.06,1991033097.98,3239590858.41,2516247416.97,2455185345.66,2070299019.88,2073293737.65,1273227110.89,2437840296.16,1949926280.17,1961716456.38,2007500267.64,1726498560.21,999267310.63,651410317.61,1048418090.39,405257039.50,635542260.03,910111956.71,1384479064.91,1038177481.29,1600407197.13,1261063627.45,1103129554.29,913244403.11,1451018420.18,1874629098.97,1664495525.99,862834383.96,1023749094.56,878810540.94,929182425.44,867350913.80,1191951887.31,967376187.19,787807798.58,980789502.57,637717148.10,641859650.63,1289495981.89,0.00,922951469.36,393316569.73,633715163.06,660146729.33,428356206.65,640986031.71,343042051.37,423623810.58,384773373.11,647153197.00,547384468.40,476096996.78,508440610.75,472764287.43,486075386.67,282633879.34,426708013.70,503308550.63,221544884.37,559368624.75,96248633.35,228517793.36,551784459.34,310837549.25,430602345.46,445036260.88,137413019.81,288568887.92,295611062.49,207981459.75,235250522.80,360211013.93,357689943.51,157090657.39,188909341.37,258908374.48,386155000.38,182421958.41,193182081.42,222346426.67,330857244.66,,262884190.95,80648562.16
2021-01-24,597897272666.03,151046484737.05,24832087879.88,10895072596.27,17313976972.37,12424182108.76,6103918770.00,9190451692.10,9734584859.59,8075927773.34,5993239804.94,5591104500.84,1106888233.57,3623378035.33,2907078987.38,2918413611.24,2004360581.32,3248120293.80,2593301438.98,2479018714.62,2131676752.25,2316638402.44,1271769520.30,2388791137.06,1956484813.42,1946748084.46,1993537246.11,1747852462.20,985714672.95,689301611.60,1060612424.60,421597902.94,643803341.43,941548199.81,1469125569.44,1039541541.39,1603516270.25,1287289585.47,1120842261.13,990790855.74,1509901130.72,1862406447.89,1663529251.74,909960966.13,1301858248.62,895545373.39,948867561.63,878542369.39,1182528175.80,962136342.64,804407059.35,1013909212.35,637360180.11,634484498.87,1329132076.91,0.00,958015969.31,416556686.19,665271489.10,679978996.77,451904974.87,643448943.74,350798140.37,443456912.55,398937888.12,645488327.05,573070048.79,496897124.11,515902030.92,482833610.78,512047035.27,280981926.18,427351950.47,479006386.74,213940918.90,552327919.78,116776718.77,240687188.89,572235228.65,389194917.59,425059504.44,447721626.33,136962446.78,318512259.93,293581878.88,211667977.99,243568706.96,370399631.93,374742660.81,167039398.38,191668562.91,271325516.95,378573838.33,206772298.00,196287778.48,229941829.77,351970776.00,,266766726.16,132926715.57
2021-01-25,619472880744.05,161578747607.42,24908120879.44,11062738267.95,17340907914.17,12564756314.41,6271595691.83,9498527890.88,9871721996.66,8401557913.22,6025138148.64,5590764198.87,1110711501.40,3790721414.69,3385447994.44,3198061876.21,1970703027.22,3288276927.39,2588416697.32,2494346801.25,2181933678.81,2453037988.00,1271002110.82,2337505956.64,1982320279.14,2030985995.47,2017573746.68,1748279570.30,973250265.82,687874287.96,1077565744.01,440109325.88,804524077.10,938425768.30,1559948405.80,1041520118.69,1603301310.95,1304174594.38,1131186589.34,1057442089.80,1565418812.85,1984351161.38,1684214111.64,1012598004.43,1287761930.69,941878360.73,981196079.84,903599163.82,1223966469.04,924045706.97,803423242.85,1038601289.40,644096913.44,660414446.43,1314585811.99,0.00,951912950.97,413444084.13,667895887.07,708232336.25,478190358.18,683249724.60,360283538.43,487249757.73,403326827.74,651740027.70,571777909.83,492350926.50,551600376.83,515188355.16,510674172.91,286882084.92,449092862.38,472796660.96,210522677.46,539520364.56,119813476.72,244831206.65,573924791.49,359349943.93,431167254.99,451599024.45,137871724.46,319925450.26,363954980.15,208498311.14,260548485.94,365553953.47,379811350.05,168559291.83,196056869.27,281187805.18,382112886.08,241956749.93,194282656.95,248684888.31,367079404.00,,293632702.92,140149815.83
2021-01-26,597211420131.63,152029669481.54,25008980474.35,10656783654.89,16317109273.27,12141501201.87,6083119652.74,8971748989.85,9224770770.87,7983413959.24,5718052804.10,5519352807.77,1061198709.72,3684685398.71,3576913686.00,3165988618.78,1837913454.98,3243456360.45,2493144461.68,2456126127.40,2104066025.32,2250779479.41,1182574948.34,2183924566.26,2080270365.39,2244446714.23,1898884513.79,1640054259.68,924703461.77,634665856.57,1034167042.69,439221878.96,826286955.11,1009101907.25,1490936619.18,1025403741.94,1531322366.76,1239487178.97,1096094254.72,976619157.47,1580817231.41,1921029335.70,1590356287.78,918131914.21,1299419639.60,879764470.69,939745677.60,858185775.75,1195063080.50,883139676.79,769139315.39,1051007377.02,601804232.77,723546287.57,1273357835.73,0.00,887335829.24,390358298.11,607988696.48,671487170.28,452348708.47,701747567.62,341229661.47,509885749.52,403877097.15,623980414.30,548562973.76,469110015.54,515704902.98,509307483.46,478302150.30,291052290.44,425328177.53,439796918.42,213264331.47,503430670.01,115939724.66,238528430.11,582699375.89,343395363.96,403019424.72,429287585.90,129947281.70,297328688.70,353145532.59,198743541.53,254808750.53,337122167.03,383864551.47,187054545.61,185256462.02,259634761.90,392734896.91,230768199.67,186124661.21,229373191.57,343885192.84,,278388250.41,135380343.23
2021-01-27,582225065108.14,147033360178.59,25207405540.91,10128740280.19,15152281665.17,11719308045.50,6083132562.26,8433428121.69,8703898927.39,7422674201.81,5432866259.14,5445811940.27,1012504036.04,3599998486.19,3906963956.71,3332863112.47,1735928229.36,3070627482.62,2435420704.26,2347116824.10,2050970055.14,2276276970.78,1128547044.06,2116806366.27,2120539355.28,2072837395.95,1784985408.93,1536679744.88,887403800.92,614784136.23,986747438.30,564451371.52,814743280.80,975961861.11,1526632284.74,998376897.21,1464866879.38,1234087251.71,1087380191.61,945795319.45,1585235545.44,1840783728.07,1527829898.50,939940495.53,1267134261.81,873231583.73,892611754.82,826054034.91,1310651445.29,859771739.13,751918461.94,1117254936.33,572591588.84,710877291.51,1331440254.92,0.00,856527850.17,412768394.17,565387218.54,629306702.76,450188516.51,686417008.27,326662825.55,483490613.64,401783622.21,580947121.61,542523600.17,445239904.12,516795268.64,508469333.58,457623656.16,377014541.22,399857180.38,427582843.43,217062848.90,495589610.46,127738101.58,229769955.68,614528453.78,334566048.51,383072257.38,415429255.23,126363040.46,297973066.22,326522009.34,193517710.42,266405511.04,315544805.06,414040520.95,205687600.46,176447466.56,254400501.33,359565257.92,238734625.25,179245928.61,215210857.03,331526536.68,197892690.24,275850150.10,194167114.21
2021-01-28,585659032514.13,149176135886.38,25441186364.73,10323219054.26,16011343367.59,11776620041.28,6247040177.00,8619112014.36,9448846575.74,7302784249.11,5621502411.41,5577041279.25,1586661654.53,3627566018.06,4141298443.96,3540104903.49,1797234708.61,3089614263.38,2454672096.23,2300162615.03,2083278765.14,2279853907.09,1126182552.16,2250580289.63,2085166520.76,2017555042.22,1816391237.66,1575743567.04,907302704.71,650391515.28,1004455396.36,711887921.10,993049556.27,990917636.88,1542271911.89,1014314186.32,1479997034.52,1255591598.93,1102280378.66,960904620.49,1608755241.06,1840643585.85,1539443639.16,987785760.02,1257767580.09,881915403.46,881092478.12,842674566.03,1379721775.32,969180924.26,765810932.56,1111893868.95,568760016.27,729506235.83,1269005968.35,0.00,871415345.36,457793950.51,595639946.95,637436552.43,450151680.77,689952626.11,333117820.56,483672532.71,416666468.38,621528240.83,646725657.82,449676577.87,520922401.91,508508832.07,461685486.17,459531571.97,400503937.60,455791779.36,230336264.82,503408103.90,152840767.28,232820611.38,631749877.20,336499208.27,387004872.75,406741461.90,126932771.48,313310452.94,375134763.07,220227322.67,286039041.20,321216667.67,438483304.30,206095421.17,176762336.74,256966050.14,345950106.93,301667397.22,180972717.52,217239923.64,333369775.83,167297224.20,275236217.71,230055491.19
2021-01-29,641902771593.59,155286269484.55,25321160459.91,10879265442.85,16152448081.92,12846086438.81,6316211602.63,9030680615.51,9324791496.08,7673643459.02,6781000981.50,5747978198.95,6586737819.86,3994224037.40,4257340476.36,3577254313.86,1902616932.82,3227788816.46,2607318018.47,2483792480.37,2202458441.06,2337897740.04,1126228584.01,2212220319.73,2106878377.60,2041899654.69,1813675830.29,1599760632.57,911490306.53,683836644.75,1040358763.95,746884984.53,986359424.90,976650331.11,1613106944.73,1036742841.93,1477166098.53,1265811280.28,1161904195.38,1031393390.17,1622479734.44,1929059758.94,1601469100.71,1038716592.70,1247549671.62,1055944392.31,924717906.15,894314375.02,1497524290.99,945575191.47,779861255.25,1122031364.08,586275834.88,750901940.24,1268469071.91,0.00,896140748.13,447889396.79,585539207.88,642372379.89,456912701.06,760672285.01,416518683.51,478765044.80,421134438.81,608165788.90,745035147.79,468749604.53,557342070.48,557849345.94,498064825.48,541687033.86,521986214.73,448803272.82,382694678.17,499660261.56,155347026.03,253225195.92,651459975.20,344967212.78,392311301.08,407447522.58,188962984.02,316605154.24,365831821.10,330977518.75,377714065.22,318847671.62,450144048.30,192887835.35,189536526.93,251590875.66,333007387.89,288853028.58,190673574.27,259618711.13,348628767.48,151838026.11,271559439.00,370584716.45
2021-01-30,635581928869.89,155287728040.31,26314023177.68,10779011344.20,15863342410.04,14115175466.85,6441177398.07,8767262308.77,9160601069.68,7560688157.84,6567503790.99,5836191118.71,4230208453.86,3935006993.88,4425175708.38,3590370738.29,1905367566.42,3268701765.77,2604470703.75,2477547824.12,2274160728.86,2422830607.57,1127321940.04,2196239569.53,2079521773.93,2013256792.47,1777858426.39,1575736370.78,905694769.54,705193155.03,1026216097.59,714192640.99,1146676455.91,1013892895.60,1640110769.44,1041804336.01,1490509519.48,1285570949.84,1192583384.35,1184618763.67,1639212855.48,1883742469.89,1510569733.02,1319224796.18,1254760617.01,1022324019.09,901811520.79,875868109.01,1483544945.75,929006478.03,784814445.12,1130033042.85,591669464.29,796843240.99,1352460771.15,0.00,892756377.43,447483470.62,579705328.55,639063533.79,521357300.85,747150149.57,413708153.42,454334017.05,432597888.82,579829369.27,878501012.47,463608700.03,591045685.07,556871886.55,483926306.41,530605226.70,505953384.02,453056775.24,501065385.09,498815268.48,161759879.37,251044918.09,642849129.86,334090650.32,409163725.64,392125363.15,209230859.59,304704541.23,367049004.24,303749961.63,364148284.62,321780558.70,447265882.22,200623292.59,190535544.28,244910459.79,319812482.91,362091054.32,186050141.40,277275755.31,349540118.84,151737751.78,269218645.28,328741913.34
2021-01-31,624665337014.04,154078438096.80,26366754550.88,11288414219.41,15783379753.81,20723558428.67,6524819403.89,8673422572.87,9253870189.02,7518922072.07,7043590637.14,5841404826.43,3751182492.21,3903318001.66,5397319128.64,3764912147.49,1948287987.56,3303864600.75,2765292165.24,2438583663.20,2262824559.51,2642623506.40,1163759917.62,2173337038.40,2067964556.76,1989391413.02,1723526909.68,1570548670.12,979001117.63,871965283.92,1028944401.91,691450594.14,1121071530.05,1132025679.35,1655293402.35,1049026176.21,1470812984.12,1351281539.89,1275577716.04,1299015999.03,1650480064.52,1819567030.20,1443916101.29,1364780726.41,1246424822.99,1015730201.14,907146790.51,867890566.85,1481159977.67,913703584.93,844885928.32,1111443852.07,621435815.64,789181197.72,1352382559.21,0.00,932788836.57,509650814.95,611561773.69,665204247.13,524109217.71,738450248.14,394070650.59,440133303.46,463049155.06,553184725.01,867826147.68,468667598.78,646469715.46,554141109.50,488574340.75,521418528.60,476658490.87,456564856.00,647664486.61,541888317.53,192480877.75,252595640.37,652384328.93,342005812.68,521840755.29,392019410.07,191636821.75,292386409.87,389314970.14,285047689.35,376750488.46,330031952.38,452356673.12,189633946.94,186560747.40,239646225.03,315628363.04,479522386.75,186668692.87,287016775.98,347255065.30,217037964.86,305132894.74,295638628.23
2021-02-01,624252726577.67,150444894342.12,26543358145.55,11127988549.82,15292318087.96,22080009873.07,6969592902.32,8644808598.81,8992302588.48,7593173929.75,7064558886.38,5896064743.43,4971664954.60,3894540152.44,5142658293.34,3646931835.05,1928283641.10,3316605824.50,2891724591.61,2507649436.41,2328904727.73,2468240093.10,1139032264.42,2153740034.80,2233365142.20,1917279116.64,1668017208.20,1594903693.56,990827044.54,994208611.12,1026127795.79,740578401.62,1084934060.49,1105605545.09,1622611558.91,1063005748.67,1573626138.56,1323020756.11,1292147684.88,1330573051.39,1652691133.65,1812617950.97,1399154290.67,1498159444.55,1315836685.38,1011844017.79,931508613.68,865424814.83,1474900789.90,885162625.67,819038126.07,1148861813.86,611146388.58,823259772.93,1354329441.25,0.00,901806970.89,500498556.57,596330091.59,672138029.03,510053551.20,738083496.42,396754615.80,417703557.24,474488099.18,567423339.34,839317048.68,468792564.49,616928335.97,553736552.22,515178251.38,532018635.84,455205927.08,445793515.33,603036773.87,534402852.24,255892774.87,249712433.35,666653911.97,346317212.70,501123430.31,390263037.27,192283510.43,286100025.90,387555247.17,325401872.15,386318507.32,324862913.37,464388153.55,184341715.26,186432873.25,243693457.52,307583243.39,458162415.50,191755582.92,289886097.69,339601893.10,264723069.08,345421084.35,292194768.81
2021-02-02,643727384963.54,162640682252.59,26673878767.18,13335981859.22,15954285155.30,17150820528.33,7462552415.03,9269480257.12,9324709267.50,7854482624.10,7240117348.70,5941961440.62,4199702309.12,4066976406.88,5468117788.33,3602387891.17,2131766825.62,3331836757.11,2856544209.88,2590379575.68,2359537412.15,2413724395.19,1161776805.26,2200341776.47,2430284639.75,2115091625.49,1849956449.44,1633285216.27,1003269829.01,934108128.23,1059370051.86,937787393.46,1106883024.90,1332096085.00,1754833047.82,1076854553.90,1574348498.23,1413969451.17,1311456964.53,1617077845.82,1667593668.79,1842675687.93,1421214613.33,1489332342.90,1313026450.69,1103981779.89,981817769.04,881561380.22,1414627432.66,925387660.67,898669838.60,1212051027.97,687449755.10,843344104.08,1358877501.72,0.00,925688042.24,502928590.67,651900456.34,694771042.46,518604781.01,758370065.29,413364464.69,453587869.81,549939124.43,644090993.07,908774126.32,481954309.29,655842151.20,558014507.71,552336152.24,596294763.38,470529248.73,464757722.16,593825672.80,581761000.27,271454608.07,255403878.25,666846570.02,355262969.97,527473895.77,412703827.71,197036671.51,305943849.67,379620121.63,334659132.56,459762837.66,345728644.70,457943698.45,194838245.13,187940836.99,249931085.34,330099402.14,461120002.95,196770621.68,336690732.03,364148770.33,230096050.94,385154788.91,272949289.52
2021-02-03,678145916241.29,177679152868.77,27035933204.32,13632538458.70,16861285852.62,17396611417.39,7553183194.27,10066889036.31,9872866197.80,8179154565.91,7528000547.28,5995425556.12,4157972939.44,4296591716.11,5614069463.52,3875054972.49,2147378167.22,3426493497.25,2889363880.97,2733156582.26,2427348224.00,2457792314.23,1222019112.08,2292336989.76,2506576887.94,2191398142.05,1880935517.68,1711653061.45,1071374833.28,948869546.09,1143925049.51,1063483530.24,1112858018.98,1359436520.19,1943651541.36,1090981795.57,1650519098.04,1525355437.21,1414110112.43,1777319839.51,1718335418.98,1898906125.11,1488758030.42,1507119923.65,1326111596.96,1169684726.47,1023651349.99,910446451.07,1424293299.73,970857463.18,912445558.99,1229459425.69,892907544.72,861539465.75,1359557340.13,0.00,997604678.92,522499625.09,698058338.20,698565423.48,536228247.66,803840679.70,440956111.88,468705185.71,566482932.19,656004106.36,877243551.15,499469050.69,673810856.77,587499574.35,578079502.81,646976533.55,480553764.83,473684748.73,590670715.21,588679410.92,249713957.49,285936997.77,667338279.77,364503289.05,534609277.65,429690237.33,197480772.60,309527986.10,376714135.98,412915209.58,475571380.15,376155869.17,461437744.99,199936530.33,195582848.33,249972280.64,338184575.13,463076015.02,205122037.91,353942864.17,397672251.18,215791444.57,394143699.74,352651898.47
2021-02-04,698140050251.98,187879174319.03,27416392750.30,13727038767.67,19567167107.20,17964633303.21,7838879240.85,9912083703.74,9853485586.47,7982223951.84,7329950783.99,6142372315.30,6165651901.45,4446013528.31,5960960173.26,5309624895.91,2180202368.25,3369585179.66,2911772058.03,2698401016.22,2403209023.14,2613851776.38,1222572865.70,2276953311.71,2439905131.20,2170801229.74,1838565106.85,1680338169.88,1154409405.77,998983951.24,1131524956.54,1038093147.39,1182014303.90,1525005985.44,2091638664.28,1109023654.79,1651014917.84,1569752222.52,1480401914.41,1962323675.37,1755112197.03,1915236886.19,1493863319.00,1754721107.37,1379494356.24,1192193379.80,990145993.02,904464567.90,1452792564.12,1056393646.32,899852395.27,1245338187.92,1892334483.39,974438169.06,1352974395.61,0.00,988414407.32,585985074.57,698511769.81,725057077.91,578783817.82,826286710.50,441695979.80,457222657.51,702143121.13,653496664.73,882752486.41,493511694.13,691664333.38,619866379.32,619943065.81,848168269.01,469240732.59,466272821.80,548382258.72,631498552.57,258307268.20,291019806.52,681674609.53,367364620.62,607033444.38,415718795.65,207560087.48,305539678.49,390290766.17,404255818.78,474697725.26,365110366.29,478167991.73,207348142.02,194671304.31,241118400.01,334835261.59,485182287.72,204486656.74,374147974.31,420775327.00,198993576.52,452234513.68,343459350.41
2021-02-05,700054870307.18,190009791225.09,27795661985.05,16043139383.44,19728066081.50,20353649100.44,8677831864.43,10090770346.79,10591666929.29,8094221482.95,7689781177.38,6261873297.51,5894789758.83,4487696824.84,5891988349.41,6092160425.81,2322102451.20,3367677828.87,2959612516.13,2701095268.41,2491577829.61,3057725917.41,1337101460.24,2391346788.35,2482005743.11,2420392048.10,1955838222.09,1736446471.71,1266797331.75,1127476409.28,1146936109.42,1358614797.45,1393939662.90,1758840666.73,2244391630.88,1133195508.99,1677768889.57,2155476414.33,1531057887.50,1964754779.38,1780143460.39,1905916466.63,1515519283.65,2066403187.55,1390236115.08,1263055485.07,1002152162.18,919016963.51,1523868343.82,1062466283.77,942506757.21,1240264159.85,1802647272.41,977444856.93,1334311994.09,0.00,966475014.67,1029115235.41,772906675.98,810691628.04,645276039.94,823675534.34,480726608.98,475296077.27,858186635.89,667498642.12,960018359.08,520620219.65,766185954.05,635810021.56,688337051.78,840116817.44,480304232.00,518898083.20,578564358.22,792773151.25,299969300.09,300301866.59,667118919.14,378031946.41,692303878.39,423936916.79,236471084.83,323244755.10,402370130.46,416143216.74,447681773.14,405274194.74,465714193.20,236679124.42,199777660.30,253566227.91,354801638.83,559614146.69,225862088.61,404896347.91,426254623.04,233328256.69,495955843.45,372664421.46
2021-02-06,739705932598.43,193281966516.74,27825985228.58,17333268835.55,19499855702.78,19951509623.83,10562415827.06,10570252525.70,10313360713.68,8813306764.17,7688720276.13,6352161099.35,6303679585.61,4774163625.87,5935681728.76,5894708374.76,2841802303.20,3534732753.50,3060616078.73,2771506721.58,2499602232.38,2985758364.29,1563708183.18,2439842293.79,2481748540.33,2301232185.56,1921056688.63,1762887569.41,1342032685.01,1079476230.49,1185118662.79,1316284871.31,1611467937.14,1575553459.41,2293852685.67,1186304245.82,1766071774.45,2334520374.55,1585558114.71,1802672952.19,1824206928.35,1948748272.80,1556040613.51,2016686885.88,1407434289.24,1344772835.12,1042545457.84,995175629.52,1517602463.04,1026836273.99,919794258.21,1277411646.81,1647694076.02,1020983306.94,1362871477.37,0.00,945874960.35,1087021214.37,749167967.73,807064520.54,630826011.62,873879051.52,512940965.59,462743158.79,791680063.33,718844891.29,872317724.51,529889381.49,828886277.33,687954384.77,690497649.48,779310973.39,481941464.04,517570784.45,541243708.06,717972736.29,341487064.78,303658542.45,660117621.51,400733353.67,690685288.49,417410358.46,231870541.25,355329036.55,390590922.44,410333277.43,453438380.41,379767916.51,467463366.44,257727695.31,221381949.99,276453597.75,357535393.92,514377130.83,233438329.51,393034976.87,431851848.79,240919226.44,511419250.04,358959218.67
2021-02-07,718523289610.69,185121897685.02,28248014643.05,20337583828.70,18974724572.02,19877527350.34,10309471852.24,10047748575.32,9920851834.29,8383669455.98,8545777771.11,6456769656.41,7698744793.04,4670374956.86,5515154668.23,5489246143.63,2998058178.94,3413975029.94,3080304088.42,2704864909.39,2521721123.47,2832549560.55,1563451475.93,2443498228.36,2492120970.40,2243676649.86,1867222517.48,1716848207.92,1535024876.50,1065538856.44,1166651648.98,1309098303.49,1956564767.71,1676280801.56,2163590816.02,1174700527.79,1768787668.22,2193305086.26,1730689674.13,1634704417.88,1804419408.89,1895406004.36,1506769930.44,1886313909.88,1417526146.91,1264752495.99,997356109.82,964435366.93,1548618917.53,978860496.15,904643953.44,1278673344.14,1619873115.26,1067865709.65,1332248677.11,0.00,920077910.21,1016130591.33,834704104.74,803904323.98,659421350.30,847592785.66,496150137.81,498810840.82,801091443.46,693468116.31,817174692.22,525342485.35,784702577.14,660224236.88,652336531.02,791378729.88,480495054.21,568560800.08,507973845.44,667221276.60,361820529.42,316294775.91,669905742.74,436506034.28,634858199.46,410287987.64,245142866.02,353216627.80,376036808.49,385038168.45,478104026.34,356105883.25,476454180.42,261757985.19,210819088.00,296035098.73,358572845.28,465108128.55,220477036.98,379138819.21,409646670.69,235985097.96,488071730.25,338170947.63
2021-02-08,730571024908.32,187621873214.60,28774695445.62,21323061852.69,20364121649.52,19505126581.70,10636103422.17,10115752888.81,10079159357.81,8391431825.38,8642710185.89,6523985970.35,9662952655.54,4783227849.21,5726638856.13,6110962554.58,3372231580.67,3461345952.36,3294521960.75,2713470963.94,2633589240.41,2992783791.24,1631215114.37,2539823348.57,2891739051.79,2606908946.77,1936331314.01,1769568825.00,2274992636.71,1204908092.75,1186497335.36,1633913505.79,2896965316.87,1956824398.60,2208417571.22,1204749319.52,1700439849.95,2315716446.23,1744990069.41,1758653969.54,1813141874.63,1934560346.39,1525951127.14,2000548288.27,1422962298.18,1328251500.27,1011738837.70,970537893.53,1550682285.58,1080881509.50,926037690.34,1291060462.87,1626142598.08,1065154439.35,1334120682.22,0.00,942596555.38,1148785941.88,932868003.30,824532540.68,724948361.88,863762765.69,537509578.79,492450365.32,860886378.37,699238729.62,964202382.07,587878650.39,824124854.85,675725963.08,672755858.60,815964061.68,495334263.50,609421872.08,526753002.61,710397260.59,386198534.34,350406590.40,684037855.98,466275873.85,660399853.13,439229393.22,276444736.35,356019019.34,370649615.49,394476062.43,486156991.14,370086227.32,495006854.95,356768599.66,219003127.42,298342375.14,366640218.49,484063646.56,232673161.76,399790640.03,418126401.78,237743490.15,486853531.92,340309874.79
2021-02-09,866141421207.51,200425063648.11,29737138102.13,21766641726.12,22223737551.32,21114100154.55,13865569212.47,11309980645.62,10349527044.79,9176554835.90,8758670013.66,6526627147.61,10128393442.84,5739661424.70,5734746936.46,6046598846.29,3441618147.77,4012752623.17,3451771163.01,2928875502.38,3189035290.36,3089003685.51,2041224208.65,2678717348.31,2956616892.96,2869428210.88,2201986077.58,2020564590.32,2292849017.53,1191569704.43,1277298847.12,2687746396.56,3367259861.44,2075900692.68,2323834553.03,1556954337.49,2006210818.79,2265990447.46,1841225263.01,1793163225.98,1905189874.09,2140185583.80,1620833149.51,1982652877.73,1708296578.00,1581181748.22,1104975592.48,1054403140.59,1613573111.00,1180895161.02,1081044524.40,1341309960.83,1599136896.09,1235495377.55,1384748997.18,433688306.48,982468390.42,1126481111.95,938672812.21,928666946.22,803089191.44,1020313988.19,720384715.17,530351382.05,950871902.08,717799515.63,1075760312.33,639827008.70,822070298.94,771264221.76,690252661.45,784585882.71,569384033.82,612586768.76,526838541.27,735801317.35,538237552.69,846891978.20,675951252.99,486740326.63,666765636.67,500523237.88,311800595.88,367582430.12,411089011.91,432674582.77,517554511.33,402028160.04,477347782.63,366572489.72,241179639.78,305567648.23,376796099.81,489885782.60,256582604.53,392073146.10,445145165.23,241775161.03,519999579.96,361426944.77
