date,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,ADA,ETC,XMR,TRX,XLM,XTZ,DASH,LINK,LEO,MIOTA,ATOM,HT,NEO,HEDG,CRO,ZEC,MKR,ONT,XEM,MIN,VET,INO,BAT,DOGE,OKB,TAGZ5,INNBCL,STO,HEX,CCXX,TNC
20200201,0.105224673084282,0.12192012182679,0.079276709115308,0.0778160688544081,0.0176239854227522,0.0702431815557333,0.0618872986929058,0.0738590902531041,0.0598814219095177,0.0475494011142562,0.0665697244586539,0.0436925091683584,0.0342966836228068,0.0862460312212849,0.0225397447071509,0.0802604815328576,0.0373195073006222,0.0274651125487123,0.0638161990978716,0.0536655020279603,0.08970163486128,0.0460883276674333,0.022924788864814,0.04367961509862,0.0340789780118188,0.11260282341812,0.0561533718639577,0.0226629254004493,0.0261853872731438,0.0196902943036751,0,0,0,0,0,0,0,0,0
20200202,0.106457390578446,0.124474255369277,0.090269665737912,0.107270161094374,0.0161890413864393,0.107777978169319,0.0538074319508202,0.0737890678566878,0.0542801732282965,0.050323888804114,0.0648101040486475,0.0603956286874525,0.0216337018533153,0.0358778619406548,0.026978209290629,0.0778463612983308,0.0362662789227734,0.0215425085266018,0.0357182480145435,0.0565757615034687,0.103038797081498,0.0252463116626708,0.0419804949766463,0.0371862219715128,0.0590424264711585,0.0844485933993184,0.0403060656506457,0.0185024116509306,0.0273282608611059,0.0205896926551365,0,0,0,0,0,0,0,0,0
20200203,0.10189898732724,0.117447233620242,0.141139768730511,0.106248295289833,0.017240101224693,0.107547390561682,0.0601879799575838,0.0675572131933417,0.0488164255110555,0.0413513078042781,0.0260006990999738,0.0834813225907134,0.082504132982435,0.0232443973663362,0.0381224356442711,0.0371916014242857,0.0289048675128619,0.020959014037976,0.0356204127418434,0.0187457253130944,0.100804548392638,0.0271644851937995,0.0320628746761748,0.0377969395213144,0.0306437808789171,0.0993184822497177,0.0287210595626618,0.0211347784896023,0.0322638255622434,0,0.125340930271039,0,0,0,0,0,0,0,0
20200204,0.10181513193932,0.122703253263373,0.0946248135496344,0.103582012932185,0.0202626634168506,0.0891156193080173,0.0455873252014089,0.063515110882929,0.0500001617455872,0.0304916690639928,0.0437305128469271,0.0743851521663054,0.0411525438427974,0.0724113405310544,0.0246181442654882,0.060753287039052,0.0301462097533585,0.0178373347942779,0.0484791806714234,0.0206904815762042,0.121136607612001,0.0307672538804376,0.0269288430496368,0.0233924271877514,0.0309006895717232,0.0770047859337896,0.0368625669039935,0,0.0217377018247942,0.0161415784983512,0.106199898525527,0,0,0,0,0,0,0,0
20200205,0.0963253260998182,0.129073381951295,0.103436562031309,0.115707788303895,0.0197043367673745,0.101633566122799,0.0544530278669589,0.084476105794756,0.0622218241699847,0.0405577326856894,0.0801065388252851,0.0548631442278829,0.037386949576589,0.054931840402364,0.0366494388854935,0.140019395878296,0.0249774205010526,0.0245133321933516,0.08397757066205,0.12059511857607,0.0931369571697141,0.029069455201193,0.0159433481337009,0.0237285507667076,0.0976353285943453,0.0895050586208904,0.047294189482865,0.0166249351703611,0.0324107573509399,0.0326073547811345,0,0,0,0,0,0,0,0,0
20200206,0.0973373075010989,0.11883572003778,0.121372084378578,0.0645142458484511,0.0189486135172323,0.101787054441129,0.0480797131269988,0.096652330181178,0.0564509058053909,0.0320882026469976,0.0754401753109127,0.0617794035861395,0.0732462074517706,0.0629702913163655,0.0206862296178599,0.133735191376528,0.0356837290961541,0.0216349183045185,0.118424907062025,0.0902573866213707,0.105561437915686,0.0323850765998988,0.0291012164602541,0.0218640668981852,0.0528977421206014,0.0826649802361274,0.0369719236828606,0,0.0341573507017018,0.0150019092634859,0.05714240789831,0,0,0,0,0,0,0,0
20200207,0.0955418751896484,0.123721623501033,0.128256437725787,0.106332858668633,0.0238844848792143,0.0868622412146909,0.0519649025800678,0.0499528018986603,0.0601664810236743,0.0227641387709625,0.0765838403071924,0.0522376185650633,0.0728884145998313,0.076593813031004,0.0348198339303535,0.0732449964775537,0.0342910416820978,0.0432734652525589,0.113426955652597,0.07173172425175,0.0909783307511235,0.0266718988630986,0.0306698948855364,0.0232499081959525,0.0794792105236879,0.080279407846858,0.033346990039306,0,0.0307601644715143,0.0165269315860807,0.112066400559374,0,0,0,0,0,0,0,0
20200208,0.12082110810389,0.13044804745524,0.089325024553349,0.139938249377726,0.021377708224325,0.0807457938430188,0.0953857832303239,0.0748547048662661,0.0690220731420562,0.0316288237241132,0.0623783293161104,0.0448905244128414,0.03186380180674,0.0373962847789165,0.0381942847573341,0.0639701925541435,0.021654862817845,0.026338039267288,0.0627159225885407,0.120476230108251,0.0968627906247365,0.028902321699232,0.0149831521509825,0.0405699313769765,0.0687264701386813,0.126438991267206,0.0326093062302447,0.0128330348350855,0.0347895306039951,0,0,0.064793800634284,0,0,0,0,0,0,0
20200209,0.104310894865128,0.122522600155888,0.0846354845110688,0.11697207699219,0.0223504478964964,0.0781582445211939,0.0528321409103353,0.0629114439511596,0.0542802610441089,0.028778137126426,0.0528202090679156,0.0390752391361293,0.0356242276352511,0.064958322650811,0.0264721299697958,0.0656218850878757,0.0321871484060896,0.0436328892503669,0.0906908016823424,0.0498268352133848,0.0878505610798916,0.0360942439716154,0.044814409916289,0.0220842077413092,0.081866346852462,0.119669693748424,0.026288061539432,0,0.0298151937141107,0,0.0421037526976751,0.0626596381637837,0,0,0,0,0,0,0
20200210,0.0861421532418275,0.104461697280694,0.0811204127879779,0.134157993060249,0.0189582195231135,0.0815516317237813,0.109990097331705,0.0681559865952758,0.0598589347158959,0.0381637075341699,0.0486327313502663,0.0484680905762854,0.0331819042164287,0.0590708710517871,0.0249551159712283,0.0746463905782142,0.0275562420170164,0.0430549028710034,0.0443505332811953,0.037629738707693,0.0656568250610768,0.0284665200459744,0.0491204958006305,0.0385336679122602,0.0845931277115475,0.0768711916296651,0.0268159325589432,0,0.0358607187513834,0,0.0585927509174429,0.0332416184683728,0,0,0,0,0,0,0
