,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0132816347663258,-0.0505872715202995,-0.0305239466119575,0.501754894408767,-0.00274147808653116,0.053416091912381,0.0643760815229496,0.181104564789125,-0.0137333496774996,0.0568842342643113,0,-1.73472347597681e-18,0,0,-0.0420622305289135
ETH,0.66001229717073,0,0,-0.374047394107891,0,1.3816101380979,0,0.398587202803211,-1.47644712174435,0,0.245492563531977,0,-0.124144793896699,0,0,0
XRP,0,-0.0177835938272966,0,0,0,0,0.0770385602532766,0,0.053381660774181,0,0,0,0.051648289692899,0,0,0
ETC,1.39525319236191,-1.25830406599062,0,0,0,0,-0.187131903960004,2.30993982960633,-2.12774142446964,0.481826915040552,0.668883646168151,0,0,0,0,0
LTC,1.2097786247949,-0.155458592333796,0,0.0241260475235732,0,0.2442549817371,-0.132978617602135,0.114354869916576,0,0.194123663896367,0,-0.168509500142266,0,0,0,6.93889390390723e-18
DASH,0,0.00744243271441651,0,0.0182088019937534,0.0542056532949783,0,-0.0214320794925251,0,0,0.14294668610479,0.190403352425051,0,0.277378317862909,0,0,-0.00774890765447164
XEM,1.37018790447519,0,0,0.0533770463717684,0,0,0,0,-2.77555756156289e-17,0.630831248925827,0.304489791678787,0.434412384521153,0,0,0,0.270845700551493
DOGE,0.120761724466512,0.048210065964744,0,0.0119429053207506,0.355178784850655,0,-0.0597752761142397,0,0.210974701784634,0.0369838140811576,0.064800519543231,0,-0.332754397288764,0,0,0.135201558008052
XMR,1.39958074117683,-0.217605440878537,0,-0.109451120739341,-0.333638124734043,0.210821544950623,-0.0672940971971072,0,0,-0.00840103779685622,0.0837672856165711,0.868367747751677,-0.112216857753638,0,0,0.004809754964745
XLM,0.656479754084633,-0.229551023003379,0,-0.0598485187508657,0.167114856663253,0.279994181084082,0.203787423280672,0,-0.103180488049953,0,-0.0480292010852932,0.148361841235795,-0.406448956390931,0,1.91508912428089,0.351700898541003
DGB,-0.351432094057496,0.589356383231989,0.212828660317253,0.139033419057744,0.414896936826084,0.354837911568743,0,-0.402770055394355,0.0569042944299437,0.358367619478955,0,0,0.663230852318901,0,-3.1277436516878,-0.539135401594294
BV010082.Index,-0.158869158169072,-0.0280623429593568,-0.21430183592871,0.03407176743128,-0.172015643733916,0.157493832446017,0,-0.0674940418600707,0.0577600729569587,0.0930658752379708,0.0794099699633424,0,0.0896872560644469,0,0,-0.0901797813594604
CVIX.Index,0,-0.145495550019945,0.0680145255629303,0.015930592035179,0,0.326419578147401,-0.0730960758014344,0,0.0636502545657543,0.139243951555614,-0.0328475959286552,0,0,0,0,0.135119517125443
DXY.Curncy,0,-0.0119938686699507,0,-0.00150157114428812,0,0.0617772264454857,0.00266460269762847,-0.037032877621667,-0.00416328610327125,0,-0.0114178464129026,0.168018830127078,0.00576185499268626,0,0,0.0229891341663084
SPX.Index,0,0,0,0,0,0,-0.015273572454305,0,0.00264943752850516,0.0422311254569397,0,0,-0.0717883976170153,0,0,-0.0756702347442131
VIX.Index,0,0.106507514982975,-0.783518282048694,0.108292017240935,0,0.0462830106715903,-0.113205897948975,-0.775006736160035,0,0.52818219461897,-0.242235949975753,0,1.10952349795688,0,-0.728486292869001,0
