,BTC,ETH,LTC,XRP,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0201864200502439,0.352618175561604,0.116613453705453,0.0679504351808309,0.0438242997833128,0.338950912720108,0,-0.322418066882056,0,-0.0698770286152518,0.314768212718163,0,0,-0.143056965149767
ETH,0,0,0,6.93889390390723e-18,2.28700282513738,-0.113368105441297,1.45384912947791,-0.648610670876177,-1.66417652995346,0.21268692160227,1.0098158660505,0.610040430731979,0,0,0.330510868444326
LTC,0.706762624209846,-0.00381744674549256,0,0.222471267567621,-0.264308074270294,0.0211190798068473,-0.147991623644275,0.0125527364397321,0.0349033991725481,0,0,0,0,0,0
XRP,0,-0.0389124838168373,8.67361737988404e-19,0,0,0.0370090945967117,0.183987146443712,-0.0440071044226593,0.14422165770297,-0.154944130511068,0,0.299117729438292,0,0,-0.0123258923707059
DASH,-0.132731676065023,-0.00749942164338234,0.328937062686382,0,0,0,0,0,0,0.146469320319988,-0.492629629446544,-0.0709656236312761,0,0,0.0912098000799918
XEM,0.576731991521748,-0.146886227112354,0.168484369910113,0.198290522829122,0.668350616718309,0,0,0.184883828034904,0,0.20638998225482,0,0,0,0,0.259955771812805
DOGE,0.524507186406022,-0.0361789577501996,0,0.307616738135478,0,-0.103984260983009,0,-0.0682975166126641,0.446455982218025,0.155628083953266,0,-0.355135681841238,0,0,0
XMR,0.361025750472246,0.237589868232114,0.162889272608857,-0.292065973125804,0.259821267280002,-0.0792370614491976,0.413908838039546,0,0,-0.06196413549037,-0.891376066028328,0.498586110468771,0,0,-0.172861030304597
XLM,-0.582858566051086,0.0466642347851541,0.128207051422596,0.684363457551296,0,0.052312191375347,0.106122060869042,0.0179596441074873,0,0,-0.33820990057384,0.132605833500525,0,0,-0.151619648965538
DGB,-0.16501000500998,0.303220810859617,0,0,0,0.234445478570699,-0.491187604514528,0.439074409446543,0,0,-1.12425346947009,0,0,0,0
BV010082.Index,-0.152729101118571,0.0783032585375391,0.0265224537195386,0.0445728650048813,-0.221717089877757,-0.0339447696955986,0.0908280401397546,-0.0148590833501611,0,-0.0499168369681292,0,0,1.19773585311327,0,-0.0130615029530908
CVIX.Index,0.700711860128223,-0.00543930418517964,-0.297874315364207,0.164757093956251,-0.298273400274094,0.043716199863001,-0.564744887592472,0,0.0827707371265223,0.145623772992974,0.0074629043932353,0,1.81202381068465,0,0.416408774642056
DXY.Curncy,0,-2.71050543121376e-20,0.0448850219048801,0.0252119657326688,0.00564313317249521,0.00878770417442896,0.00618816911630446,0.00542174376246849,0,0.0130509305515316,0.156812147355282,0,0,0,0
SPX.Index,0.026397176847616,-0.00876413977414732,-0.0297838812421398,0,0.0159306712350302,0.00126080649413521,0.00503766726876678,-0.0285544416985038,8.67361737988404e-19,0.0111255661140911,0.0224311692989484,-0.0211212033972749,0,0,-0.0871441060558939
VIX.Index,0,0,-0.481405103566492,0,0,0.0615092495888243,0.367339045102498,-0.00886241831742517,0,-0.135265623690154,-0.339667247829742,0.360357005327093,0,-2.54231449633778,0
