,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.243595288978639,0,0.0503359807400048,-0.0644249932877877,0.230631703485076,0.279177955148453,0.116330412851677,-0.171332225187121,0,0.17205250376527,-0.361004207545703,0.0738060904474573,0,0,0,0,0
ETH,0.343060241922851,0,0,-0.0634693040378471,-0.030702498629011,0.900499314725109,0.25385275551073,-0.116395524742781,-0.247760628234879,0,0.111794015945281,-0.0687408482361696,-0.00365468385020219,0,-0.17429693684066,0,0,0
XRP,-0.148154624729018,0.00870376620469686,0,-0.334111325370353,0,0,0.121033946602518,-0.0707236339633883,0,-0.239594338599118,1.32577043888749,0.315717856588092,-0.637532821617178,0,0.766840273998435,0,0,0
DASH,-0.179889698388507,0.0717258878642385,-0.100048413262359,0,0,0,-3.46944695195361e-18,0.0943167376059201,0.0711920545323075,-0.00395059699881616,0,0,0.0570009510523886,0,0.762108669503965,0,0,-0.32469138118216
LTC,-0.250894470758945,0.030183709804218,-0.0942534836591952,0.117589856430145,0,0,0.195223056842437,-0.0217466045859793,0,0.372697295866379,0.2442407089422,-0.207914380082143,-0.106962924473297,0,0,0,0,-0.112827900282885
XMR,0.317419026972151,0.624261387645904,0.191290120091782,-0.129678521627778,0.053360271302531,0,0,0.0669040004472761,0.21233973648534,-0.492562986514438,-0.0384984350456711,0,0.146428669466369,0,-0.553923414742893,0,0,-0.0899684673089432
ETC,0.263279306455381,0.109597216241477,-0.0445818853944094,0.145871177086344,0.439648422628307,0.269443577077684,0,0,0.152558796505352,0.142225776472101,0,-0.0459418842244322,0,0,0,0,0,0.419006271899824
XEM,0,0.310332441946259,0.0436980623451819,0.230873994999137,0,0,-0.280715595300029,0,0,0,0,0.297705882730601,-0.0250242112684326,0,0,0,0,-0.845262386620472
ZEC,0.0993694827786531,0.0534755516847125,0,0.241311511577294,-0.0668442907627834,0,0.0775798353429159,-0.0219718948656865,0,0.293762982837648,-0.0200569775260928,0,-0.256546624934365,0,0.181484523183803,0,0,0
DOGE,0,0.20483552882562,-0.124489849913892,0,0.310418680669226,0,-0.327180808693601,-0.206064773985207,0.29103117199365,0,0.351201317527095,0.00464708032227021,-0.0662231843734328,0,0,0,0,0.369888424414383
XLM,0,0.0999493130949903,0.291126452273843,0.128035985121797,0,0,0,-0.142249664860389,0,0,0,0.151796017146153,0,0,0,0,0,-0.474063428675644
NEO,-0.0741294664936526,-0.164469921201441,-0.0913352883999066,0,-0.10176793521461,-0.308303973365195,0.173415362967643,0.096931150274764,0.141775659889505,0.115163678657771,0.210747743996046,0,0.0400826926742939,-0.573234297685136,-0.223686959355411,0,0,0.512350394118598
DGB,0,0.186224775954685,-0.0784166000483671,0,0,-0.214801190540834,-0.123890065462752,0.175452564590033,0.0170653401696324,0.337031839384624,0,0,0,-0.247441064212975,0.108522756483684,0,0,-0.396119912167678
BV010082.Index,0.0597148966551656,0,-0.0104196347582735,0.0446259907773996,0,-0.0519993159381945,-0.0674963662497699,-0.0965151538956754,0,0.0507623355026611,0,0,0.123231828862596,0,0.221084968123846,0,0,0.0140822844268842
CVIX.Index,0,0,-0.0515773947875673,-0.0383086377763962,0.0571688086025324,0,-0.0358085171251381,-0.0669122660566521,0.19297709433118,0.112732201932663,0.0645992199019321,0,0,0,0,0,0,0.356644708251852
DXY.Curncy,0.0191951235124812,0,0.0010406448251234,-0.00700840391901922,0.00562662024729798,0,0.0125199531670253,0,0,0,-1.0842021724855e-19,-0.0114055467833774,0,0.119605489532517,0.0267209057794096,0,0,0.0178396303828309
SPX.Index,0.0196732436779973,0,-0.00757183279233053,-0.009681302401544,0.00524266316586937,0,0,-0.000475876523959701,0,0,0.0137401225479532,-0.0330620460249459,0,0,0,0,0,-0.0253792083048116
VIX.Index,0,-0.00937956019612921,0,0,-0.0443968480911069,0,-0.11171922441595,-0.287876367379554,0,0,0,0,0,-0.239585746085179,0.206545563041225,0,0,0
