,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.277003245396528,0,0.107382463623031,-0.0978076650409803,0.250576776126143,0.344730546328945,0.109513769765948,-0.231031585724155,0.0335132621179938,0.189782164818786,-0.31247500248701,0.0493357131298567,0,0.0218955469109838,0,0,0
ETH,0.484396998901104,0,0,0,0,0.740982274176135,0.212127031719708,0,-0.220273952151323,0,0,-0.295887548718218,0.0489090858714148,0,0,0,0,0
XRP,-0.398369623068336,-0.196369773600417,0,0,0.605929200581829,0,0.100298050390946,0.248415638260778,0.14175255330676,-0.349331111968737,0.192638868917034,-0.147207142666431,0.142070021469429,-0.1678536964932,0.131535272168625,0,0,0.355135366160225
DASH,-0.215145688352183,0.0382861807399833,-0.0329705338917133,0,-0.316392948406795,0,0,0.103863977593688,0.246233684578262,0,-0.0635561098085018,0.06192781023171,0,0,0.573073810828085,0,0,0
LTC,0.225606693210799,0,-0.0781369893486958,0.027946010935217,0,0.141094354118728,0.156326034698602,-0.109678873440585,0.0547420917082,0,0.0305545717269769,-0.053761944979619,-0.0550432997298285,0.0167403347192317,0,0,0,0.0676421569876466
XMR,0.0307472796768671,0.345234349434623,0,-0.0400258252081673,0.140322821413482,0,0,0.313469892565404,0.15644929488713,0,0,-0.0963632400327435,0,0,-0.554805946449888,0,0,0
ETC,0.238413926276972,0.426461571619344,-0.0346090198267152,0.147789796591622,0.486053215273193,0,0,0,0.0852414901789316,0.192180773024351,0.0452164614670666,0.0185372801695045,0,-0.258096884313123,0,0,0,0.331514378493047
XEM,0,0.236365904528549,0.0531061508134831,0.361879398294153,0,0,0,0,0,0,0,0,-0.0119947381535538,0,0,0,0,-0.324151745350385
ZEC,0.0872987268065562,0,0,0.373652109715756,0.0968673254507607,-0.249177096529837,0.0456472828698879,0.100765872785825,0,0.406071236537773,0,0.118085879995025,-0.420881920327203,-0.2477438528474,0.279531352353866,0,0,0
DOGE,0.246674135050771,0.0219391807838905,0,0,0,0,0,0,0.28785750800726,0,0.293014471472927,-0.0589659347340401,0.16357454225425,0,0,0,0,0.149865618606486
XLM,0.378909497633933,-0.104967223765973,0,-0.0994920990857632,0.187483190543619,0,0.430608187194771,0.0575073924739975,-0.101900345318157,0.143135923147022,0,-0.139925194927498,0,-0.534228930539,0,0,0,-0.108965826782893
NEO,-0.19122392405379,-0.420180693137296,0,-0.00438430582926516,-0.0531894262932437,0.445505041667435,0.17262728465582,-0.0206844074024231,0.290253939163625,0,0,0,0.108990330732233,-0.755585680132733,0,0,0,0.144307702916461
DGB,0,0.162482138161701,-0.0725242128718881,0,0,-0.218669675958831,-0.0993101327774563,0.186509576976157,0,0.292284327378424,0,0,0,-0.277657694820051,0.0694719706661236,0,0,-0.387685863949582
BV010082.Index,0,0,0.0169036679974676,0.056968805802804,0,-0.0850550752071493,-0.10208574505985,-0.0426242468448844,0,0.0809607024524483,0.079311149337573,-0.0417102515109117,0.127233202017361,0,0,0,0,0
CVIX.Index,0,-0.00104358094968998,0.00306613322609496,-0.0645622267157217,0,0,-0.0490751205781792,-0.105311189961487,0.179208134213148,0.115798576243626,0.123376434412346,0,0.00956325144256343,0,0,0,0,0.423764312185187
DXY.Curncy,0.0152644011237798,0.00564607287602975,0.000670182897966247,-0.00623856766207312,0.00349850845531197,-0.00965648288291684,0.0316432969142735,-0.0116763905728062,-0.00789127705122737,0,8.67361737988404e-19,-0.00475342085780088,-0.00939782251509797,0.15538981399787,0.0414196483951578,0,0,-0.0165042759162469
SPX.Index,0,0.00748142217698776,-0.0340751947036438,-0.0096237701873471,0.0193217002851892,-0.00518295469587789,-0.00457966363273857,-0.00333178393436221,0,-0.0201209085119675,0.0347051387111777,-0.0147431764446387,-5.42101086242752e-20,0,0,0,0,-0.029310715547808
VIX.Index,0,0,0,0,0,0,-0.116780722401249,-0.224350385723994,0,0,0.222586854991944,0,0,-0.202056605702953,0.258090786606111,0,0,0
