,BTC,XRP,LTC,XLM,DASH,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.119290349141359,0.139092138362626,0.0682896972470203,0,0.142014239424796,0.168184050314229,0.00422247976924538,0.147631473113532,0,0,0,0,0
XRP,0.593384457850303,0,0.116685998278238,0.306289263600463,0.150370099466729,0,-0.213582337408941,-0.19929711552806,0.0809607850828505,0,0,0,0,0
LTC,0.803226188094918,0.183715783886506,0,-0.101734485596427,-0.0278341922986135,0.110826246654207,-0.0167434038831499,0,-0.00531550284352301,-0.338056696112722,-0.34766847892252,0.0906191290627653,0,0.178613822750852
XLM,1.13240129559152,0,0,0,-0.177386634875107,-0.062609179117365,-0.438601237821398,-0.00338287690339023,0,0.866941857626862,-0.254183289389451,0,0,-0.418430036831732
DASH,0.610174600464104,0.0545507846076931,0.21875916359721,0.233802462333189,0,0.413191239444117,-0.0499389174832636,0,-0.246813911995162,0,0,0,0,0.0523376261203436
DOGE,0,0,0.20805322008515,0.116920442419526,0.0972635253446096,0,0.131334247619158,0.106233513617423,-0.0243032365925526,0,0,0,0,-0.0679330610903928
XMR,1.50140922220347,-0.241409508695951,0.0812276199833444,-0.117969351681625,-0.522541838509316,0.157017430031821,0,0.0370955892696595,0.0797280930160507,1.1439243904951,-0.525460763191391,0,-5.77120144276363,-1.08254150617797
XEM,0,0,0.0535161411421964,0.673465341152074,0.400199937159672,1.14669967578822,-0.730475607449528,0,0,0,-1.02118786974795,0,0,-0.145711895651442
DGB,0.428166409092813,-0.24916517987426,0.474879334632072,-0.127162323387407,0.332791246818693,0.060120581641997,0.128933833825357,-0.0726429564419516,0,3.64946356805785,0.00565203589885659,0,4.22256894967783,0.406386274867237
BV010082.Index,0,-8.67361737988404e-19,0,0.118534257188325,0.0274784981555359,-0.144463599535766,0.0661568734606873,0.00445561102598438,0.0580625819715116,0,0.0171756268944664,0.290552036272985,0,0.0649859916311827
CVIX.Index,0.598660444828321,-0.0402746452999127,0.161149309293841,-0.16554341998908,-0.0492252574800623,-0.252045898009614,0,0.0440917202475709,0.164029369712269,0,0,0.793450147486066,4.21305140489996,0.328574842036298
DXY.Curncy,0,-0.0207132437811755,0.0100928955646637,0.0337390027237712,0.0202015420549864,0,0.00520961408101464,-0.0342920905071034,-0.00872527868864963,0.148052669451687,0.0664699293143302,0,0,-0.0409036185044844
SPX.Index,0,0.00523918548401683,-0.0079124269483068,0.0160353367292016,-0.00253946316779106,0,-0.0122227806018625,-0.00560526257925988,0,0,0.0154896178448512,0,0,-0.0928779388499372
VIX.Index,0,0,-0.0764549290171406,0,-0.0230522981927342,0.249421914142533,-0.20274802275897,-0.104701220217247,0.0697232027160918,0,-0.0550944344550857,0,-9.37193247803474,0
