,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.140757605385904,0.0466787463796633,0.0416041936350451,0.0314511469251297,0,0.12121545142242,0.115681030633224,0,0,0.0259520657557224,0.0593039949468942,0,0,0,0,0
ETH,0.128216621663776,0,0.0230627827627998,0,0.246253002799611,0,0.0596502763160655,0.0285742399885242,0.130157575569079,0.165368631548893,0,0.0375503177279284,0,0,0,0,0,0,0,0.0838413743341901
XRP,-0.383608242355856,0.633617204579099,0,0.121636509438273,0,-0.0310187865859154,0,-0.182581174086592,0.188694271220546,-0.286892064569852,0.0356615952740744,0,0,0.0504134108009782,0.236011381980864,0,0,0,0,-0.0608193636030908
BCH,0.202848298035288,-0.882977024861616,0.0940384565929718,0,0.105077591374864,-0.0883564124998408,0.497614968252077,0.232374293661643,-0.0872642522349674,0,0.357400077124963,0,0.0816112818314924,0.0283035099482204,0.00999363602075574,0,0,0,0,0.0627838689897516
LTC,0,0.213562556875693,0.132385177368925,-0.0206571305407501,0,0,0,0,0,-0.182692515573345,0.705161029303329,-0.0486450235791324,0.174892148966631,-0.0659446934044165,0,0,0,0,0,0
DASH,0,0,0.0307799089569241,0.115104041369902,-0.2134347142468,0,0.434103499239334,0,0.151501728328252,0.0207681673392537,0,0,0.200128493958992,-0.0203615719591381,0,0,0,0,0,-0.0343001296324171
XEM,0.0856291931502923,0.364527696705951,0,0.195206721196506,0.0742022708496889,0.16745258066747,0,0.0687331801258251,0,0.128041214121675,0,0,0,0.0437721497616698,0,0,0,0,0,0
NEO,-0.312781194198531,0.205296818288574,0.0795610907346057,0.393582498644113,0.493519336671044,-0.0462633065335583,0,0,0.055753283766299,0.0486788628138363,-0.307859039196539,0.112291498997654,0,0.201454675336984,0.187664235973461,0,0,0,0,-0.487913330891442
XMR,0,0,0.286977404166682,0.0495512954121617,0,0,0,0.150520640061586,0,0.0754813093360298,0.164516321906693,0.00097213856318862,0.225855137546396,0,0,0,0,0,0,0
MIOTA,0,0,0,-0.0143745654113447,-0.304668284196012,0,0.164873672092977,-0.199422972869178,0.0963456190013355,0,0.183079278997689,0,0.475835279556921,0.0551670947236472,0.398508685093544,0,0,0,0,0
ETC,0,0.0719612231340238,0.102070974452358,0,0.684251507977951,0.0646689470620288,0,0.0112094866845061,0.0937526754555381,0.0214005477638044,0,-0.0406278614172988,0,0.0811387618980189,0,0,0,0,0,0
ADA,0.280797083011394,-0.379988637476981,0.0628606823636557,0.103269589468662,0,0.084570144536436,0,0.112915496969468,0,0.13786990364474,0,0,0,-0.248333039238739,0,0,1.27052354576069,0,0,0.0909667716834542
ZEC,0,0,0,0.0560880192689097,0.0766142059169406,0.269672681745111,0.327710944182163,-0.0565948762370043,0.0394612086180336,0.243097187652569,0,0,0,0.0451275372704161,-3.46944695195361e-18,0,0,0,0,0.123118518970464
XLM,0,0,0.331784955032192,0,0,-0.342145050865528,0.410918393037483,0.136767280420495,0.130828228841103,0.749677180431084,0,-0.00665685962505489,0,0,-0.237333721377713,0,0,0,0,0
EOS,0,0.268733268523063,0,0.0952028752672678,0.243329874913498,0.0743799791709469,-0.163754459402736,0.264188534668702,0.159288391706401,0.20387696866422,0.112761768174246,0,0.0169974420059311,0.109463737056088,0,0,0,0,0,0
BV010082.Index,0.0119769609286444,0.0172353036852272,0,-0.00573417377581934,-0.0433581570098134,-0.0976525789419338,0,0.0303747570862776,-0.0016300477824523,0,0.0453679760737033,-1.73472347597681e-18,0,0.00459353710473545,0.0416092685908885,0,0,0,0,-0.070083135265572
CVIX.Index,0.0794923168384592,0,-0.0252754814450174,0.056960831907919,-0.127940425055175,-0.114752724913177,0.131808373279817,0.015226469605261,0.0407292533722638,0,0,-0.0163220062460207,-0.0265945429888938,0,-0.0474697847376678,-0.297761852608231,0,0,0,0
DXY.Curncy,0,0,0,0,0.00162748784643357,-0.0333113873529301,0,0.0113205071025678,0.00495736864839768,0.000603734232558917,0.00447339869756873,-0.000535415419518084,0.00703241376382712,0.00285997471443742,-0.00352880309140123,0,-0.0133668414948806,0,0,0
SPX.Index,0.0100844838455224,0,0.00205741532782425,-0.00841739543207666,0,-0.00471633564652146,0.000767827957645244,0,-0.00177281461441726,0.00548481088188807,0.00204561390450536,0,-0.0135406711914241,0.0015589775081086,0,0,0,0,0,-0.036305221901968
VIX.Index,0,0.387815714490032,-0.0870109515328614,0.184696363607038,-0.28007056243507,-0.652085893766815,0.293426792614746,0,0.0372249896451368,0,-0.223560046259217,0.0748731124544336,0.512108256067385,0.0208378923245006,-0.300867855757478,0,0,0,0,0
