,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.138474653080161,0.0818051455575225,0.0554761456166143,0.257871118290093,0.176359123429334,0.0802133725980314,0.140082905982286,0.102202652725426,0.213860946917382,-0.110964172169485,0,0.159151705799684,0,0,0,0,0
ETH,0.0992768725861532,0,0.19485304993973,0,-0.0932005049291145,0.244783152551723,0.381596472612332,0.0853182044531748,0,0,-0.0331087874389934,0,0.270389166475715,-0.156917429257357,0.166284537586981,0,0,0.0489823521638588
DASH,0.0509498718448245,0.383116925409111,0,0,0,0,0,-0.0461383894416726,0.0243536228195729,0.137573613917035,0,0.209182280029308,0.0725185231442418,0,0.375943226288375,0,0,0
XRP,0.105799215530564,-0.0154628227386958,0,0,0,-0.112657547561153,-0.0881120442332303,0.0828718517573691,0.0328016291948086,0.403771776646004,0,-0.103194811027643,0.0409165962306935,0.44827295424876,0,0,0,0.110288223623128
LTC,0.328563638227356,0,-0.102131357658913,0,0,0,0.249111078973545,0.0754190700666439,0,0.119736847314748,0.133504951543061,0.128074703204824,0.0877302955624218,0,0,0,0,0
XMR,0.279196827584399,0.834908776421143,-0.10771684753037,-0.0912674594000655,0,0,-2.77555756156289e-17,0.0463143148247181,0,0,0,-0.100333883928208,0,0,-0.39317151279332,0,0,0
ETC,0.43127086235592,0.268022393156612,0.0593908318109722,-0.0117247731313283,0.579749221536885,0,0,0.0706277538880813,0.0717391911131638,0,0.109894921862238,0.172392129543278,0.0894490634367988,-0.386125997256339,-0.165500286656584,0,0,0.117844826688935
XEM,1.18462207549731,0.384945603104656,-0.0420841039653727,0.804059961554714,-0.418716718701564,-0.57639803818394,0,0,0.464088993262818,-1.88666709694233,0.616500979775357,0.038188276162959,-0.0523969267072103,1.26241264669347,-0.862319857442964,0,0,0
ZEC,0.159389812253981,0.381213988208452,0.215049625667427,-0.244480080112193,0,-0.263546542011881,0.0900172235554248,-0.0465099818524672,0,0.519080546086353,0,-0.061945640241317,0.0160290091433647,0,0,0,0,0
DOGE,0.243814184899483,0,-0.0374463691398444,0.309114985125762,0,0,0,-0.0320188974679512,0.241582272022298,0,0,-0.0604779785328565,0.0467669514843953,0.136830819037089,-0.0845738518126609,0,0,0.0672454136332259
XLM,0,0.29389439345596,-0.0144788484949284,0.08810270528914,0.440877551538162,0.105134782885597,-0.192015750365374,0,-0.156332172890341,0,0,0.0582694280219874,0.0505157326755794,-0.463353594790518,0,0,0,-0.0631122994431349
NEO,0,-0.149912811681331,0,-0.301191347337311,0.258635442372969,0,0.149474596766679,-0.141623004691104,0.3064765817542,0,0,0,0.168418047746418,0,0,0,0,0
DGB,0.778685566797262,0,0,0,-0.869190362783173,0,-3.46944695195361e-18,0,0.295829778852734,0.00320978466854143,0.063545225706197,0.362776006778815,0,-0.54218188862638,0,0,0,-0.362475291897201
BV010082.Index,-0.135869912330787,0.1357896840975,0,0.0357370064254206,-0.169096493444865,0.021076174396336,-0.0253019641017375,-0.0482870699845053,0.0362023618894564,0.189960056753171,0.0866875614683475,0,-0.0487115733624406,0,0,0,0,0
CVIX.Index,2.16840434497101e-19,0.226354555505488,0.161607944079095,0,0.067985173036428,0,0,-0.137929338311308,-0.276230209200054,0.14738617864118,-0.0838554586378046,-0.173011660339691,-0.0313924058695092,0,0,0,0,0.111399047372234
DXY.Curncy,0,0,0.0110940320661231,-0.0313014008477317,0,-0.00436250931906015,0,-0.0198338222618896,0,0,0.0054663781264032,0,0.0130059301140953,0.178708880513823,0.0360539792253504,0,0,-0.0359356635296749
SPX.Index,0.00444241507222911,0.0428816014666828,0,-0.0340144203517538,0,-0.0112057525593264,-0.0413798456165486,0.00422998693098184,0,0.00497250055518276,0.0352998096213221,0.00133211608235235,0,0,-0.021188759678951,0,0,-0.0154817570779896
VIX.Index,0,-0.0545037599136403,0.224460874297611,0.0730969183900526,0.44532830941511,-0.0450773163442621,-0.496464697072898,-0.191515283400576,-0.443153234928957,0.100789738289172,0.295004784824189,0.0562826534459799,-0.121669728666693,0,0.17706522755559,0,-1.79196196662469,0
