,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00378286691977491,-0.0140687747276463,0.790644497595231,0.0770915918666469,-0.00993251084876152,-0.00533357668830135,-0.0177154329579665,0.00920727308429305,8.67361737988404e-19,-0.177890799566542,0.071870085602785,0,0,-0.0183889863478131
ETH,-2.95623508102143,0,0.52335578779051,0,0.555568222992127,0.216254154288052,0.149503843866623,0.0496827566163301,-0.13567152846345,-0.0387487983166835,0.50178354272013,-0.434035582628128,-1.38812081628673,0,-0.244265509986403
XRP,0,-0.0399504475704537,0,0.411034870940402,0.109762314183788,0.198334597405386,0.065642785301191,0,0,-0.0941576500438846,0,0,0,0,0
LTC,0.443452581275772,0.00426759180671028,0,0,-0.0527316932235617,0.0863600300670734,0.0451609736619746,0.028546768759545,0.0360392834030061,0.00367486603713362,0,0,0,0,0
DASH,0.85673587346202,-0.212069236688293,0.236807434766658,0,0,0.284168587289084,0.0960705318876772,0.0422907699860574,-0.493600859101869,0.0396124958590141,0.165545330650096,-0.272997037893901,0,0,0.56651134148063
DOGE,0,-0.0772263676792442,-0.180339166610686,0.330338108827296,0,0,-0.0854353689805597,0.0555506644846025,0.12121641364445,0.0391002624343914,0.0548753691309714,0.388370293792405,0,0,0.207042618897163
XMR,0,0.272175773473221,0,0,-0.168035613511077,-0.789883400786357,0,-0.239644432085879,0.771529287223407,0.207234480910305,0,0,0,0,0
XEM,0,-0.0415664227471024,0.868647541962963,0,0.116953382461688,0,-0.142535072221776,0,0.160924902509712,0.156718390493345,0,0.792892688664687,0,0,-0.846032873970389
XLM,0,-0.0330804894409633,0.531357515334589,0.387762704858139,-0.528787693507908,0.261001410548168,0.117286155301793,0.203191968024471,0,0,0,0.0617835197828259,-1.85861978851702,-1.23903391030205,0.104534566009901
DGB,0.398707422280258,0.100267716278829,-2.09619352122903,0,0.766507287602358,0.909423845811999,0,-0.0564027355977439,0.903721478338278,0,-0.044687736230452,-0.660469182296873,0,-4.51937618769029,-0.51434650550704
BV010082.Index,0.376376288252362,-0.00332736359909894,0,0,0.178504593305886,0.196001000221052,-0.0400013420974932,0,0.0209486439595291,-0.0572155243188618,0,0,0.938883493007741,0.157694445048728,0.0526673346053962
CVIX.Index,0.170120349278436,-0.00189960253732895,-0.255899825164424,-0.296890533163256,0.0359029408568593,0.169304350647558,0.0404567439011816,0.0183783594950932,0.0527893732108689,-0.0246469586983225,0,0,0.158438905134892,0,0.14438193106858
DXY.Curncy,-0.146195523398843,-0.00771028285981636,-0.0299064819972676,0.0561651895576117,-0.0519720615997015,0,0.0313198943890736,0.00736198581546449,-0.0105692854971472,0.0121780234926454,0.0954755685090522,-0.027348279293379,0,0,0.061092922755903
SPX.Index,0,0.00431647948423699,-0.0747717282643495,-0.026977464930178,0.00180482875305037,0,0.0135637095934104,-0.0113074824738491,0,-0.0021637504561566,0.0485257884054317,-0.0501237740142157,0,0,-0.116503980372133
VIX.Index,0,-0.0371786220219318,0,-0.310007407956992,0.191182188910155,0,-0.0492629758430499,-0.0401864536265939,0.310548551107278,-0.0506094133796296,0.090797586291484,0,0,-4.29937089307805,0
