,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.15576335234053,0.0239890129556756,0.0133654851655855,0.0321146808015724,0,0.096829087084379,0.329200744763293,0.0389188597740267,-0.032349674923837,-0.132799291724608,0.0398603960520745,0,0,-0.0569361829848948
LTC,0.539399917968851,0,0.294428137399253,0.0454187816341652,0,0.213381172382691,0,-0.162404034983181,0.0154417521438941,0.054347611394474,0.252197103893478,0,0,0,0
XRP,0.785282012374624,-0.380616675112964,0,-0.0724613659120343,0,0.856717422649873,0.437803570379234,-0.556857321953135,0,-0.0986723973068962,0,0.163494903280972,0,0,-0.2162848895559
ETH,0,-1.5425713292538,-0.357612137371605,0,0.479213488357854,2.14571156102664,0.522018626236628,-0.982432221067189,-0.0150836898519527,-0.476969113274299,-0.490029795162305,-6.93889390390723e-18,8.27237309871295,0,0.102300144249702
DASH,-0.101287459904256,0.422504337645626,-0.107933572480857,-0.0340991665456044,0,0.516939106690431,-0.0891642387473136,-0.156542738518961,0.0445787292784881,0.0340712011408035,0,-0.0067152039836566,-0.859538645987512,0,-0.211854934234907
DOGE,0.170459068897889,0.456019256719852,0.276879066912392,0.0331042171996317,0,0,-0.0113330563783279,0.214157824309017,-0.019223761239397,-0.00526134040698435,-0.229841154385942,0,0,0.84762445594043,0.111620454228828
XLM,0,0,-0.0254251328346183,0.102974608956959,0.119998797629241,0,0,0,-0.0263178617575126,0.11797482661982,0.267551534850126,0,0,0,0
XMR,0.601897179258424,-0.534849472926185,-0.394306184964534,-0.155543967777442,0.241342002384823,0.847290505374942,0.342353790909644,0,0.0400688923533173,-0.044883296824337,0,0,3.3171451853643,0,0.0637154107304684
DGB,-1.91474163962991,0,0.347742778193197,0.641078015702094,0.532677230217157,-0.0165999124007747,1.25786786660937,1.23625985671798,0,0.605123600963481,-1.29158709625659,2.488839725757,-8.78768059272921,0,-1.20368055952723
XEM,1.67328681847315,-1.32113551652169,0,-0.29387760097002,0,1.54671230632993,0.971345171181156,-0.910126861032444,0.124885952525111,0,0.040849955831961,0.607003047413715,0,0,-0.366364320119988
BV010082.Index,0,0.738612780933396,0.13471096762993,0.063177865557892,-0.509473551533398,-0.34969428236827,-0.185418857478659,-0.163649502005122,0.0038124485941852,0.145307434522018,0,-0.357760504049958,2.18402926363833,2.27514698920559,0.400553306310766
CVIX.Index,-3.46944695195361e-18,0.159602570391623,0,0,-0.0700668570865667,-0.00599903349560293,-0.399907117497711,-0.278375579916398,-0.00283745466602822,0.0813770310454046,0.0427451408757411,0,1.65924464237238,0.563201893822575,0.137750580296539
DXY.Curncy,0,0.0224313433351554,-0.0232678996647479,0.0123011002101241,0,0,-0.0139117632320862,0.0437977135401375,-0.0208064007886903,0.010758090519569,0.0450461550851713,0,0,0,-0.0255266873295474
SPX.Index,0,0,-0.0451737386798908,-0.00547570454676804,0.026123027786007,0.0436293700009629,0.0104765297882198,0,0,-0.0156855106122326,0,0.0495976629171319,0,0,-0.137092692460971
VIX.Index,-0.0101650341285336,0,-0.314432362136575,0.122878520586485,-0.248995173460154,0.0940530894246859,0.159692238799632,0,0.0330361130662751,-0.0377364069918399,0.358864318001126,0.417935965070311,-2.15451096538597,-5.68614701124578,0
