,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0676152856274157,0.666413764332255,0.0106558252455546,0.0334004770080174,0.0898456026039105,0.0509454455864834,-0.0266926109763171,0,0,-0.0434406058140007,0.165869395830319,0.522273671150031,-0.0055686432729064
XRP,0.361659056784152,0,0.274189342596827,0.129948292025025,-0.193449846491921,0.10610230444892,-0.227558657433881,-0.126319430373128,-0.0160207596081369,0.336894254844086,0.250328811551853,-2.05414894135086,0,-0.286883812730063
LTC,0.685276464047501,0.248460372314519,0,-0.0157930027882705,0,0.136633944000022,0.0408077719776054,0.00402866098223933,0.051398853190287,-0.369231720653162,-0.223149842318065,0,0,0.190554898546322
DASH,0.634526841526325,0.049824505748992,0.193859537524531,0,0.24040209360496,0.41321462221715,-0.0520693508324389,0,-0.244310398951402,0,0,0,0,0.0572787863941012
XLM,0.750706974927388,-0.534169995932616,0.468899056048906,0,0,0,-0.366209943446729,-0.0559755009393951,-0.0582189178578273,0,-0.244043062226638,0,0,-0.317039230751365
DOGE,0,0,0.560588886431783,0.0188778404989347,0,0,0.0242179187824444,0.0301888125979448,-0.0516899966426795,0,0,0,0,-0.111287321101285
XMR,-0.0627119319818087,-0.265062082888039,1.56553636695331,-0.176197236700849,0,0.0933166438961818,0,0,0.147657062881532,0.162424646063427,-0.742171686739964,0,0,-0.752843739897464
XEM,-1.84634789074015,-0.58440634479194,2.59497741641045,0.324926253343003,0.834053580140517,0.930628896275601,-0.682672264549747,0,0.163584314182008,2.10763258532709,0,-5.7262191854898,0,-0.835077413965998
DGB,0.634407431204337,0,0,0.255725724162295,-0.00693608835745089,0,0.0606308137228161,0,0,0.284238908890078,0.36020240341401,0,0,0.22299017405287
BV010082.Index,-0.129865357731016,0,-0.249202323621398,0,0.104117350892025,0.138393402800938,-0.031933472292448,0.0614213860550994,0.0398152825308019,0,0.464895953287226,0.234822748918009,0,0.0480663713312564
CVIX.Index,1.05207362047972,0,-0.595041700979456,-0.0848933541288811,-0.0175151377820259,-0.312968037313162,0.0995205871997746,0.14743642193598,0,0,0,0,1.39231969935727,0.273144582935942
DXY.Curncy,0.00410477831094558,-0.032079504312436,3.46944695195361e-18,-0.0168975360232325,0.0344267244129823,0.0293258274281675,-0.0127600415829763,-0.0423013270766164,-0.0144698153479457,0.30681336993022,0.04898741089987,0,0,-0.0225721677514653
SPX.Index,0.0268060738437998,0.00823234125963948,-0.0381788736022627,-0.00369682324505094,0.0211035034012483,0,-0.00815992449436128,-0.00787408661286223,0.00419086681017041,-0.0254951191690088,-0.00368456452198203,-0.0697293651238166,0,-0.0967390932059361
VIX.Index,0,0,0,0,0.0495620143520271,0,-0.198004093165495,-0.0274102325949691,0.0462657285363484,0,0,0,-5.76798956733361,0
