,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0582949736788797,0.299701872181304,0.328106449351035,0.10580266577132,-0.0605252945094191,-0.10682027171417,-0.0547073559774284,-0.0683006189763422,0.021716913956121,-0.205318433004682,-0.171795666901399,0,0,0.0704644353314664
ETH,-1.91491655551075,0,0,0.450779502123225,0.104654820692362,-1.0080135343579,-0.323047947913403,0.114047009250524,0,0.159853270033008,0,0,0,0,0.009492364472415
LTC,0.640461154113959,0.0189261365029083,0,0,-0.367196610797304,0,0,0,-0.0192890089234365,0,0.131667147948849,-0.144409048002494,0,0,0
XRP,-0.0783717799781547,0.145086426493501,0.229111335282648,0,0.250079351817998,0.170559297075638,0,0.188192218081545,-0.100930403766331,-0.263404165155688,-0.492601373670151,-0.113953540501202,0,0,0.0406996634709387
DASH,0,0,0.204861544063891,-0.391357153821093,0,0.213158173455539,0.230427997820777,0.358125059191387,0,-0.00223148816621201,-0.0476849811965362,-0.158272402118502,0,0,0.122154310377005
DOGE,0.22368881268666,-0.0981430681335446,0.416208042156951,0,0.0127271544827509,0,0.0471024422017643,-0.0412127396681578,0.0975327705360341,0.174913194625072,0.588305243919752,0,0,0,0.135829101992206
XEM,0,0.0143855610959965,0,0,0.547650379917937,-0.00726245013263949,0,0,0,0.169342891469579,0,0,0,0,0.149970524586714
XMR,-0.528871464837952,0.426457086732324,0,0.0622046303792067,0,0.415446085638705,-0.127510900392013,0,0.590560408357098,-0.235112255409528,0.206523961268893,0,0,0,-0.834657879703227
XLM,0,0.0850260012186953,0.146433658726222,0.458716361955285,0.213182723183978,0.109775058982285,-0.0767917653784012,0.2007008001039,0,0.0351701249510143,0,0.172220090515074,0,0,-0.101478988346776
DGB,-0.667695017426617,0.253399464243759,-0.512268736638429,-1.29795075025212,0,0.31307117719536,0.337364720591281,0.645466645297402,0.399042147806513,0,0,-0.312801286937203,0,0,0
BV010082.Index,0.176594626824211,0.0708277970730201,0.10278674562323,0.0174967126095272,0,0.166720331111269,0.112904312473104,0.11940789337741,0.331031038781219,-0.0795631675979938,0,0.303808481815813,0.322439304169334,0,0
CVIX.Index,0,0.00908769104509625,-0.238810578595487,0.0441400479710785,-0.28519156550577,0.0730446663964091,0.0425257284612031,0.0530015497980594,0.355275129489324,0,0,0,0.566082000536636,-0.044262872918841,0.110312626657461
DXY.Curncy,-0.0430090827789028,-0.0213904823313612,0.0523822878669052,0.0363719966376112,0,-0.0280151723934236,-0.0234859885647131,0.0275584143377319,0,0,0.0716006173763112,0,0,0,0.00477148515397659
SPX.Index,0.0230298129824887,-0.00980750142452794,-0.0397734585405211,0.0183511926473065,0.00315671234911035,0,0.00061247766908509,-0.0180792843129816,0,0.0105748332135054,0,-0.0287795891406174,0,0,-0.0850841971262716
VIX.Index,0,0.262624114408378,-0.22860463991151,0.0131760000483355,0.190491791824511,0.480902835941268,0,-0.597806719703346,0.355811190556318,-0.169974166587529,-0.0858496181405089,0,0,-3.03954484923175,0
