,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.152704267773506,0.226704239681001,0.197263722689933,0.0147231928223609,0.0174660236681793,0.00113903927454392,0.139787918117664,0.0552964103450215,0,0,-0.0825037448947532,0,0,0,0,0,0.054326505059362
ETH,0,0,0.170805336125319,0,0,0,0.188131760931104,-0.00877787905214861,0.190326007178136,0,0,0.0570328314484094,0.0263609201155669,0.0770698178963738,0.292749375529896,0,-0.19405909255682,0,0,0.0447700929695975
XRP,0,0,0,-0.15525472779577,0,0.364468370748731,0.0111919673475626,0.165929485460066,0.0914845273436583,0.00449545794744337,-0.0455384869221421,0.0308262159463571,0,0.256082521106265,0,0,0,0,0,0.348857278867238
BCH,-0.532865229605217,-0.278155025000601,0,0,-1.05338442295564,0.12753938021044,0.158121835091811,0.409114419198011,-0.200769787601964,-0.273318829776102,-0.19441646687721,0.149217255221666,0.602386413082422,0,0.271517115886245,-1.672248664359,-1.24678324266693,0,0,6.93889390390723e-18
LTC,0.344716293542807,-0.0473574608639727,-0.00469265476082278,0,0,0,0.210841872749277,-0.136256627989457,-0.0419552975794353,0,0.132958836212391,0.00789021501616901,0.120165692506939,0,0.174128746362929,0,0,0,0,0
XEM,0.372900079494505,0.0233763292019069,0.227134406286602,0,0.177102543905107,0,0,-2.16840434497101e-19,-0.0352178288662181,0.249811822640145,0,0.115098777402968,-0.143041824363406,0.0229388945963944,-3.46944695195361e-18,0,0,0,0,0
ETC,-3.46944695195361e-18,0.265711738592164,0.156166587656492,0,0.342644265721117,0,0,0.204017764934281,0,0.0787957503443457,-0.0504595688772526,0.00444675170496926,1.73472347597681e-18,-0.0796644919137287,-0.0294179049164979,0,0,0,0,0
DASH,0.176280443741267,0.112256164693197,0.0337877220598824,-0.0435014602918383,0.0532934761382528,0.198502004788115,0.160384506101305,0,0.0517189989130125,0.165425823912905,0.0644104127349451,0,-0.107297675369316,0,-8.67361737988404e-19,0,0,0,0,0
MIOTA,0.543708901418325,0,1.14934400189518,0,0,-0.0324371293181265,0.145528484616094,0.075828616295187,0,0,0.0380402306757153,0.0248018657033817,0,0.121750336135765,0,0,0,0,0,0
XMR,0,-0.00869849264446238,0,0,0.135658037709962,0.139735195965829,0,0.46548681356537,0,0,-0.0172103319986417,0,0,0.254232138315666,0,0,0,0,0,0
NEO,-0.437843582997016,0.242516514946305,-2.01103055923285,-0.498238949314572,-0.0925930696110575,1.2584997311765,0,0.694000991725001,-0.189057646394714,0,0,0.0500754669930034,0.481701228106896,0,0,0,-2.50187905620003,0,0,0.227621192391903
EOS,0,0.55512036547976,0,0,-0.48529541989531,0.356679346545613,0,-0.059604102025714,0,0,0.174725550507461,0,0.141219559627782,0.044773959293688,0,0,0,0,0,0
ZEC,0,0.227857924599291,0,0,0,0,0,0,0.0656499184910523,0,0.0600400896043363,0.0294764777607798,0,0.226149051401526,0.13417289797149,0,0,0,0,0
XLM,-0.288917760519059,0,0.202874751293048,0.0696538514881584,0.0320002184234911,0.236185030098514,0,0,0,0.640206208697905,0.0470650727528152,0.0531964285110746,0.262706860134114,0,0.0218702137537758,0,0,0,0,0
DOGE,0,0,0.16251625740656,0,0.0559666900056898,0.318871782977094,0,0.0590448991730966,0.0827929917936945,0.202847733498972,0.022663366747142,-0.0544802464264658,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.00857943146237406,-0.0623338272358924,0,-0.05668200779178,-0.0071749320546471,0.0459646183459059,0.00650128140339734,0,0,0,0.0561506217781489,-0.00810233463798545,0,0,0,0,0,0.0361855238533692
CVIX.Index,-0.115194772945336,0,0.070156769219573,0,0,0,0.0611932551642489,-0.14353385048786,0.0629730132772122,0.0739073282231129,0,0.0303334879027734,-0.102574878974942,-0.0475900485470287,0.0580893574491014,0,0,0,0,0.0246936136189431
DXY.Curncy,0.0325390962507234,-0.00372346375828995,0.00640101683163051,0.011554776824155,0,-0.0080425688921167,0.0024404190527691,0.0234514247054167,0.00216461295654584,0.0135467903164973,-0.010222282127074,0.000364122710760507,0.00842402904316657,-0.0170711857662417,-0.0334140562357697,0,-0.0867981344246091,0,0,-0.0304501344430043
SPX.Index,0,0.00627279588469959,0.00590931973985768,0,-0.00462460370666066,0,-0.000164603089147328,0.00429542668891875,-0.00613057040386496,0,-0.00207719388007066,0.00266865323273556,-1.6940658945086e-21,-0.00927507171616674,0.0120553953604299,0,0,0,0,-0.0705599924619447
VIX.Index,0.109452035559052,0.310291697301431,0.0479078311026112,0,-0.434371889963522,8.67361737988404e-19,0.0486982751154316,0,-0.167791633466617,0.0964980981323148,0,0.0673957670024551,0,0,0.10739966295073,0,0,0,0,0
