,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0136240813880051,-0.0321109465458125,0.822178853519352,0.0498868353899668,-0.00826817915975306,-0.0132356351268362,0,0.0196214145201929,-0.00222540342797154,-0.196952060504152,0.0781778857358625,0,0,0
ETH,-2.97463811867859,0,0.42752058313228,0,0.537828946385194,0.180895054514534,0.186951215618475,0.0828210980051992,-0.186493861349438,-0.0356754358415985,0.611828030938272,-0.669998376452159,-1.95145389949541,0,-0.0800281876210119
XRP,0,-0.0383579470715291,0,0.695999848490642,0.0672784482107217,0.245294943576015,0.12739402374238,0,-0.0858793634030013,0,0,-0.334242311103552,0,0,0.123217015433676
LTC,0.361703362085491,0,0.00214160144369661,0,-0.049397448994474,0.0690778765485995,0.0374739951332967,0.0259743529563662,0.0390267932510196,0.00296761857761883,0,0,0,0,0
DASH,1.00059522933321,-0.176159466824175,0.319636842037189,0,0,0,0.0837473184714047,0.0212423572822252,-0.501143037119279,0.053803188864825,0.561279828487344,-0.490960722856014,-1.27820154619091,0,0.558845834221446
DOGE,0,-0.0861658795837173,-0.146206706606765,0.201733006617585,-0.0346767628606942,0,-0.0698605423308798,0.0560465658101469,0.0896231960480986,0.0703247860875169,0.147759019632063,0.49214172267146,0.782559877710834,0,0.0552779306794423
XMR,0,0.317997790002591,0,0.651578718324209,-0.186376054205738,-0.650600018674533,0,-0.177535999443812,0.594827855261782,0.0962576781803902,0.513462737482664,0,0,-4.43041234506884,-0.828376964141019
XEM,0,0.239416515162188,0,0,0.240615476601841,0,-0.277731117093623,0,0.46243277331368,0.105827496669692,0,0,0,0,-0.477545674476265
XLM,0,0.0154174641692856,0.555780103487275,0.372736871192075,-0.56551384735655,0.297304319392041,0.137606936623359,0.219027001566412,0,0,0,0,0,0,0.378976259418256
DGB,0.373569963038914,0.100625885937785,-2.17758792651664,8.67361737988404e-19,0.738069547366063,0.915286068164135,0,-0.0514841250634975,0.881310772409502,0,-0.145977847200081,-0.585435252759602,0.479321320996989,-4.7036389291071,-0.584809216657596
BV010082.Index,0,0.00182886787851403,0.344063803210627,0,0.0514888015746217,0,0.056317193163415,0.0233221865601951,0.139297860632702,-0.101717748585148,0,0,0,0,0.121816838371156
CVIX.Index,0,0,-0.337496973416263,0,0.0307097423686018,0.177131378155236,0.0477861682554654,0.0159630638125607,0.0429811109348608,-0.0254756031129118,0,0,0,0,0.119108603425976
DXY.Curncy,0.0235705652923891,0.00229477690511653,-0.0728387355841698,0.0232597363034612,0,0.0242733492891011,0.0287723720501581,0.0107664714670309,-0.000653607105130316,-0.00552102730148734,0,0,0,0,0.00628353088671652
SPX.Index,0,-0.00623207435125994,-0.0885460030466666,-0.0417146228276375,0.00534587009054484,0,0.0138215185963479,0,-0.0172033858135118,-0.00615974316255205,0.0204954291112481,-0.0394079117745301,0,0,-0.0959575448795898
VIX.Index,0,0.00684079966103591,0,-0.041450054160312,0.0999439835396377,0.0318069848123654,0.0552038977586444,0,0.298448827758839,-0.0821917413482869,0,0,0,-3.46300841762029,0
