,BTC,XRP,ETH,BCH,ADA,LTC,MIOTA,XEM,XLM,DASH,XMR,NEO,EOS,BTG,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0709048739320134,0,-0.0917223389476501,-0.0312749625073516,0.0402855489730662,0,-0.0234093658053245,0.12338886741347,0,0.228520151836534,0.13364400997191,0.183149873412769,0,-0.0809893182608437,0,0,0,0,0
XRP,0,0,0.343765593423341,0.147222143186975,0.0771033198221411,0,-0.0674805301170954,0.0906743729236858,0,-0.152334499715522,0.254581425676217,0,0.155920146902946,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0238726218909289,0.0805541639351171,0.0677145309133984,0.0498772944536763,-0.0867400008286297,0.0380019711022669,0.0798804705206326,0.12005193573534,0.110587029971859,0.0781047531415327,0,0,0,0,0,0
BCH,0,-0.0642433120689953,0,0,-0.0534683888083466,-0.0845083100593619,0.0616285114387856,0,0,0.234088241147433,0,0.327378043508951,0.0949273531853714,0.244513009772317,0.0752214666371134,0,0,0,0,-0.180519620146723
ADA,0,0.172941522442378,0,-0.164109397161357,0,0.104209071628534,0.131164957358158,0.118669063925338,0.18377691294553,0.0821263806605731,0,0.311512551555807,-0.177510072599694,0.200973102502859,0.111701046075059,0,0,0,0,0
LTC,0.205049341573847,-0.0613329494015249,0.459853135500279,-0.0620289751679784,0,0,0.0615073785058611,0.173407982158066,0,-0.0348730828632343,-0.0061393761940793,0,0.0255575511243653,0,0,0,0,0,0,0
MIOTA,0,-0.238358410916045,0,-0.166546326819924,0.0262664884018041,0,0,0,0.304907455479944,0.125596234854725,0.158880526009645,0.189433129372891,0.363930960710627,0.228429797893973,-0.122308257396745,0,0,0,0,0
XEM,0,0.230866834730932,0,0,0.0510601200330796,0,0.22660473356544,0,0,0.151052489351793,0.0134098376845289,0.152292665665224,0.0632995387019437,0.0153302449047457,-0.0345370281689911,0,0,0,0,0
XLM,-0.06194403995219,0.20145057537209,0,0,0.278614723847998,0.0687238477245986,0.0563547839674258,0.0222958499635188,0,-0.173700260644403,0.460823809496107,0.0360095125069579,0.00620856132896118,-0.0244439019605186,-0.0500308875524953,0,0,0,0,0
DASH,0,0.0319454451559957,0.00720847886195656,0.093157816983665,0,0.284803152658892,0.0229562344337082,0,0,0,0.162316081650404,0.115603681484341,0,0.0413725932553982,-0.0255059150999547,0,0,0,0,0
XMR,0.172088714690186,-0.0103700387432135,0,0.0767082005084338,0,0.176682371948339,0.0529132882156298,-0.0102254511248182,0.11957164953164,0,0,0.275390216687606,0.0186246471755419,0,0.0771504200547212,0,0,0,0,0
NEO,0.0250581234988679,0,0.686458526842572,0,0.0173571573457425,0.0150880120921833,-0.0780000581740975,0,0.173688152933542,0.107133749670771,0,0,0.046548510334313,-0.0992270817405092,0.0405939839765979,0,0,0,0,0
EOS,0.0911640624911911,-0.0197545226834703,0,0,-0.0105611821081437,0.385207129835729,0,0.0747362700578148,0.355361494968828,0,-0.267879901072035,0.0332758453704844,0,0.277945300856024,0.171297685677507,0,0,0,0,0
BTG,0,0.1534614325305,0,0.958612908233832,0,0.557102633017681,0.238999628019116,0,0,-0.51925085784678,0,0.268669912724448,-0.650593369432843,0,0,0,0,0,0,0
TRX,0.588065481873431,0.231137997028096,0,0.030201273153721,0.197985161706076,0.30544046672443,-1.38777878078145e-17,-0.464268359504699,-0.245701491434973,0.0352891268522405,0.771443573731048,-0.0369425756888581,0.0159498905483455,0.0182772313637069,0,0,0,0,0,0
BV010082.Index,-0.0253939434549152,-0.0141046893556484,0,-0.0368878575781987,-0.00312065121857268,0.0195078412440844,0.0150173824807535,0.0046093561732406,5.42101086242752e-20,0.0170775899727019,0.00839659680149958,0,0.00975553575861995,0,0,0,0,0,0,0
CVIX.Index,-0.038101909132194,0.0360190153835942,0.073296065011344,-0.00114208992134252,-0.00717761254430868,-0.0688147844977905,0.0254017435368943,0.0392488501807038,0,0,0,0,-0.0292894247716143,-0.027157549527456,-0.0238769760637258,0,0,0,0,0.145643611848384
DXY.Curncy,-0.010748039482775,-0.0102204642659336,0,-0.00663967155162202,0,-0.00320991747595416,-0.00172427526558769,0.00867458794439817,0.00951340266943693,-0.000422802699815413,0.0178737847766006,-0.0107327220190062,0.0050597806501398,-0.000278871421666199,0.0104502753371343,0,-0.0269083775562438,0,0,0
SPX.Index,0,0.00238133003399958,0.0125206833589723,0.00141955087144347,0.00227515318458642,0,0.000761990334122962,0.00145672017302074,-0.00521789756878363,0,0,0,0.00304345562276095,0,-0.000522350398649479,0,0,0,0,-0.0259386398501466
VIX.Index,0,0.0852401645122192,0,-0.0740107537184778,0.0115123459832107,0.0206899325120593,0.155544430147016,-0.0657370077030146,0,-0.0564286506071305,0,-0.103651330884612,0.17279183098604,0.052199639243631,-0.0526147647621588,0,0.13303859360103,0,0,0
