,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.229867394816745,0,0.109188630031787,-0.0813922538443429,0.192310305880033,0.338125875004936,0.166031082763282,-0.148279931165608,0.0306122132156611,0.181988787208717,-0.37825137379259,0.0944269773885239,0,0,0,0,0.0116195594552383
ETH,0.334974155003973,0,0,0,-0.0252524164453169,0.892649271213512,0.259028394076789,-0.0674538538118762,-0.25419126779335,0,0.155446819318281,-0.114134599512641,0,0,0,0,0,0
XRP,-0.617474902966328,0,0,-0.29373722254169,-0.130249853818008,0,0.110675598480255,-0.0449994851279292,0.0422453665284684,0,1.30636282540481,0.175206553044373,-0.430768132935323,0,0.435538764916461,0,0,0.0224694788787333
DASH,-0.295131158137655,0.0588781400810181,0,0,0.0751867312669393,0,0,0.0950470773417443,0.153761501488897,-0.183037179741365,-0.0881489865269683,-0.0117057274586136,0.072632120716405,0.158876734567506,0.63279676811789,0,0,-0.130194812174718
LTC,-0.196046722267198,0,-0.00207170836821637,0.0643680866064119,0,0.168203166632378,0.180625577944168,-0.0994102346128634,-0.131885955314744,0.456715618358027,0.0438104234373861,0.2353090209948,0.0271839256858197,0.787247008411991,0,0,2.28811478525057,0
XMR,0,0.430902673775252,0.120989221386893,-0.128277318512243,0.106681607389728,0,-0.0224640408814173,0.233246325982348,0.264962608815223,-0.275269311476958,-0.0356673875501506,-0.00799526352280461,0.187330309252303,-0.0644734649781309,-0.685472037945486,0,3.31071329161198,0.182363506892862
ETC,0.0685106114453831,0.3738941950215,-0.0366702981236898,0.0683616802116898,0.14609010307939,0.0307304400980057,0,0.0376280196306541,-0.0281670631539332,0.19487401495061,-0.0565170261151787,-0.162514096414769,0.0933112255844143,-1.50816172771214,0.131530452075326,2.68262538865411,0,-0.137039070754081
XEM,0,0.11776608347851,0,0.0599944613615911,0,0.274247055231173,0,0,0,0,0.0459133165296579,0.212961537100556,0.221877453172551,0,0,0,0,0
ZEC,0.0331854733062143,0,0,0.276462631639903,-0.0570243258534343,0.127135585931674,-0.0549149791479742,-0.0451053706948605,0,0.391574428826354,-0.0989386450955309,0,0,0,0.333873235941686,0,0,0.0826127323958178
DOGE,0,0.159900093759069,-0.0970707623948266,0.0502012894329559,0.288714604099618,0,-0.195038745967769,-0.177689364435993,0.252067151873643,0,0.360022339273856,0.116151278531004,0,0,0,0,0,0.357499036467074
XLM,0.315009216638531,0.14202612735773,0.321064300039016,0.026395639565794,0.329027545236842,0.22497282907265,-0.0460251556233642,-0.256647551007786,0.0333132716552801,0.230828945191103,0,0.0488982611949927,0.255081308266631,0.814297465169256,0,-2.90835649623739,0,-0.1322060718739
NEO,-0.0503267672799899,-0.21862929493262,-0.110199600708754,0.0281896791195595,-0.15966588306459,-0.371360346916152,0.279169020955329,0.0821673059735942,0.15303140810673,0.258627167489884,0.16060263235583,0,0.020237612254134,-0.508959025914029,0,0,0,0
DGB,0,0.181925658690881,-0.0838991484512152,-0.00815812868526746,-0.174439320102589,-0.303743859892203,0,0.230446972869327,0,0.213161626229477,0,0,0,0,0.228967662927483,0,0,-0.660415341594012
BV010082.Index,0.083964059342967,0.049144980220735,0.0133612170411533,0.0220577023515941,0,-0.117505670430794,-0.10923186262167,0.0527547369626118,-0.0242959862934479,0,0,0.0319818969923175,0.0479426958210815,0,0.21614602115329,0,0,0
CVIX.Index,0,0,-0.0340125324293334,-0.0556006405755012,0.0619479908642596,0,-0.0367889372543753,-0.0523199548545728,0.205429108863224,0.053651483571562,0.0698710096540207,0,0.0153430640527383,0,0,0,0,0.399666500557814
DXY.Curncy,0.0191793711445342,0.000512580152604259,0.00126968131750248,-0.00701904410569179,0.00569154281435819,0,0.0118691139528717,0,8.67361737988404e-19,0,0,-0.0119751343732638,0.000938151989965847,0.121257609852391,0.0253254352027802,0,0,0.0183523484821757
SPX.Index,0.0330111550930891,0.0264934699345225,-0.00176168572940642,-0.0154447858008279,0.00638266575500509,-0.000216220087555737,-0.0288055244002701,-0.00918131888473773,-0.0136691423054018,-0.00905414480088222,0.00541875526272476,-0.0295547243923818,0.0142932552542106,-0.029794309534237,0,0,0,-0.0461921590698009
VIX.Index,0,0.135793897228877,-0.0307093889054383,0.00647811442149211,-0.133622961106399,-0.325157795154963,0,0,0.0301266307143163,0.182921392296921,0,0,-0.0914018381293683,-0.43216335061791,0.541371131122278,0,0,0
