,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.840122291759489,0.0201855080324907,0.30763092557111,0.131914749540128,0.0121578222646165,0,0,0,0.00614869017147151,0,0,-0.0681219655909188
XRP,0,0,-1.08593336766518,0.0855012785987998,1.42122312949652,0.335729128116415,-0.218766186870836,0,0.0573157301951416,0,-0.405759425399385,0,0,-0.324228561597106
LTC,0.723077837357235,-0.201341057998695,0,-0.00918464435514575,0.0658592075455575,0.0600046365032125,0.0744564088654391,0,0.0215034995551663,-0.457185975727209,0,0,0,0.0669994548069137
DASH,2.27013551590133,2.16840434497101e-19,-2.15452977088479,0,0,0.246499416242918,-0.144391798368724,0,0.10952095392856,0,0,0,0,0.0915857427899441
DOGE,0.316903484820542,0.129555844962755,0.257884777098606,0.0452126771231658,0,-0.105778111054891,-0.0147829781143414,0,0.0205583229987782,0.301122405255397,-0.232027271631098,-0.172930504628057,-0.531922125321901,0
XLM,-0.0462575893891258,0.92124815131648,0.15347958243281,0.140860392301552,0.801344602980987,0,-0.24262076323758,-0.232431661800756,-0.1150989069042,0,-0.637378998680604,2.62062042376532,0,0
XMR,1.08579052897638,0,0,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0.51523463846617,-0.345495256198428,0,0,-0.242886900534848
XEM,-1.79896348146705,-0.228017449810774,1.1987878258825,0.0722524553900437,0.884081565976205,0.150970336653312,0.209380523083673,0,0.187558321857946,0.960364217320015,0,0,0,-0.18443170722625
DGB,0.278249138815259,0,0,0.403429331118027,2.62304090457711,0.340292116177837,0.166405984032739,0,0,0,1.47342923046904,0,0,-0.529694765265781
BV010082.Index,0.185987245483084,-0.0369947782177095,-0.0480399228031913,0.033082266088701,-0.401372881688161,-0.0866954717236524,0,0,0.0156917879344422,0,0.0709914222049559,0.903804252614189,0,0.132400624522045
CVIX.Index,0.815217097459055,0,-0.460938740195824,0,-0.983219628923852,-0.0629016184513489,0.0262676701087602,0,0.0574484615412882,-0.20072717927023,0,1.3153576043747,0,0.0947300013695662
DXY.Curncy,1.0842021724855e-19,-0.0132844156603671,0,-0.02328517478395,0.0804847782086512,-0.00524347533260034,0.0129680125957712,0.0309891023263281,0,0,0.0611757134695887,0,0,0.0184893897934141
SPX.Index,-0.0559800233635804,0,0.0838123303922222,0,-0.0174158699815499,0.00490746945729296,-0.0191097978714696,-0.0120489650463985,0.0127394476869388,0,-0.0336981124304603,-0.0805266013031011,0,-0.120118156355727
VIX.Index,0,-0.186419989798083,0,-0.178366515485619,0,0.00359722407468227,0,0,0,0,0.26954527978319,0,-3.23545471255712,0
