,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0210256651433565,0.208533635671942,0.0244255038154753,0,0,0.058375111265849,0.328723942056982,0.0357442785502937,-0.0505862821778272,-0.137317998816959,0,0,0,-0.0328833181847447
XRP,0.794548060280437,0,-0.554006016767274,-0.0465787985881669,0.102085194379805,1.34494652095903,0.797367748175281,-0.508058235132187,0.00301400953488499,-0.281553429299172,0,0,0,0,-0.0738900479041134
LTC,0.55025842429162,0,0,0,-0.341466409137352,0.707850221572564,0.128049646069484,-0.238390826546131,0.0410899648715944,-0.0409330819239882,-0.263899561209408,0.0746526222940379,0,0,-0.195630405673731
ETH,0,-0.00262281907899071,-1.10198851154352,0,0.063053859146107,1.11969076555202,0.157007233398626,-0.495929904586479,-0.019317376724819,-0.420849703789531,-0.937653920220494,-1.77340748016095,11.6258799827187,0,0
DASH,-0.0951211503597171,-0.109885531296797,0.242567300326238,-0.0928308359621275,0,0.504338018614045,-0.080080968813637,0,0.0292239411470474,0.0171881875341599,0,0,0,0,-0.12787191080193
DOGE,0.149681285760589,0.223018859644376,0.557144917099786,0.0400970448501085,0,0,0,0.235273634123341,-0.0237476847680931,-0.0477646521869676,0,0,0,0,0
XLM,0,-0.0448511459638081,0.201037824748513,0.101724027531166,0.0652742703377054,0,0,0,-0.0150846257627081,0.185594550672581,0,-0.532313062931619,0,0,0
XMR,0.726070286384365,0,-0.160554292808651,0,0.409242813562649,0,0.795266804821057,0,0.0923330917093927,-0.0515007370925893,-0.213614963743578,0.227512538317562,0,0,0.187786952229407
DGB,-2.43154182039691,0.244760045025702,0.00489881585836696,0.706633443961259,0.538629152567331,-0.0959899886264709,0.775909090347615,1.52095523267197,0,0.631603762621921,-1.29689461959988,2.25136155303729,-11.4910251201473,6.12106479227794,-0.876665006138566
XEM,0,0.17325767273823,-0.567098845182452,-0.0999959874907666,0.606778589698081,1.43762224102524,1.33675875781078,-0.227810290831893,0.139215469497051,0,0.693695149423497,0.277574145634893,0,0,0.227740899506068
BV010082.Index,0,-0.113969907551824,0,0.101149989126315,-0.158684642805013,0.122435714958204,-0.260311157266572,0.0511604404075401,0,0.177998517716704,0,-0.140100540241717,1.84123779874945,1.83502269668418,0.202904933082804
CVIX.Index,0.142067254791778,-0.00319560719224125,-0.0128371372927738,-0.0116824925545391,-0.161731916199281,0,-0.438440089878349,-0.195073382380571,-0.00536473150059424,0.146625303233996,0,0,0.592278138864171,0.614615263694662,0.0949116976290492
DXY.Curncy,0,-0.0286695999081825,0.0294591865298073,0.0131634853210308,0,0,-0.0160040848493111,0.0360650411953068,-0.0209115539973115,0.010681561049487,0.0443078399821914,0,0,0,-0.0181634606191079
SPX.Index,0,-0.0451740823707168,0,-0.00547494061459986,0.0261236627590111,0.0436273596086137,0.010476889861146,0,0,-0.0156862307993804,0,0.0495978835186356,0,0,-0.137093529951945
VIX.Index,0,-0.370057000769971,0,0,-0.00528733234531592,0.326162062844633,0.189371283420569,0,0.0686362923599931,-0.12260081873775,0,0,0,-5.0836834382047,0
