,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0198232360801511,0.0493434115656167,0.425609103705198,0,0,0,0,0,0.0190520502965594,0.0419639861560425,0.00180385825926308,-0.0515260757052502,0,-0.292110475099805,0,0,-0.0223804898512525
ETH,0,0,0,0,0.106661114812267,0.187413441428693,0.198306901410013,-0.10476365110193,0.0496085150894761,0.0526436593252138,0.00780125522111875,-0.0477763742311798,0,0.656239942583694,0,0,0,0.144420265281739
XRP,0,-0.359204623309125,0,0,6.93889390390723e-18,0,0,0.221990322900099,0,0.300961371206486,-0.120460114734047,0,-0.0995990405123575,-0.395256633182469,0,0,0,0.0724162471596384
LTC,0.589339094120165,-0.247005466746066,0,0,-0.0216856637326656,0.12316543981627,0.0589665463266356,0.0175510026572373,0.0598909233307086,0,0.0132247153346911,0,0.054122778706871,0,0.0337731627927588,0,0,0.0459056494219547
XMR,0,0.500341887623449,0,0,0,0.350416791943994,0.221145315597636,0,0,0,-0.122964602896728,-0.0821141074960585,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0.112652318905208,-0.044204690530758,0,0.127639944701314,-0.0763108025329074,0,0.128846787735076,0,0,0,0,-0.0813893419359516
DASH,0,0,0.0186867467369266,0,0.032157845308695,0.0825079701818927,0,0.0319156640932464,0,0,-0.0822643262966366,-0.0787320515839108,0,0,0,0,0,-0.0353309038195758
XEM,0,0,0.10391339487262,0,0.386311302763407,0,-0.532970937590888,0,0,0.134162365533035,0,-0.0821336926106584,-0.024748464176877,-0.802861738632352,-1.07086872055833,0,0,0.0861670820312441
DOGE,0,0.234631137703733,0.0699139483080531,0,-0.254872469836137,0.0705232275238933,-8.67361737988404e-19,0.0499667407118143,0,-0.0452986568123069,0,-0.0105161420063977,0,-0.365262505360784,0,0,0,0.00427446505782836
XLM,0,-0.100483406470003,0.564094960414646,-0.510224767161926,0.0826255298751398,0.314322920362614,-0.176365130577837,-0.220467777283064,0,0,0.0340907494726949,-0.0726300754037817,0.196472880069723,0,0.273469595832522,0,0,0.0587552554991129
NEO,0,2.45116996766325,-2.0999416906762,0,-0.981705330787057,0,-2.69178773534258,0.677566884143824,0,1.13676146893169,0,0.0507911828854333,-0.936677802210463,0,4.14178191253875,0,0,-0.880401269681272
ZEC,0,0,0,0,0,0,-6.57879065729739,-0.298601218971032,0,0,-0.638267395015535,0,-1.3736626136493,0,0,0,0,-0.984122134784909
DGB,0.349892680102918,-1.38777878078145e-17,-0.191533733361462,-0.682571690811518,-0.401385861793438,-0.145336099939594,0.629949232600396,0.198712486170004,0,0.312107687857452,-0.0280304080086329,0.000671044129994521,0,0,0,0,0,0
BV010082.Index,0,0.118732222850706,-0.142618005772258,0,-0.00243448296262116,-0.136330192155373,0,-0.0145885185308934,-0.193728918248619,0.10088295097755,0.0124751971355412,-0.00510783882813074,0.0213492222667427,0,0,1.05930049590687,0,0.0218933630083543
CVIX.Index,-0.250552414671246,-0.0672858113557551,-0.190562256542092,0,-0.0772268005951982,-0.152391783328164,0.204102852575496,-0.0787264315475074,0.144951458558975,0.151912130288987,-0.0162152104571627,-0.00741502372623961,0.0170448765930676,0,0,0,0,0.118357626298544
DXY.Curncy,0.0162583248298421,-0.00860410480989764,0.0159007964369272,0.0196715351289885,0.0246666755309505,0,-0.00587221314536087,-0.0156255407268865,0,0,0.0065158566813572,0.00143714242980486,-0.0170398862709946,0.19454551306297,0,0,0,-0.00324083892465113
SPX.Index,0,0.00701691667962532,0.0029435357335074,0,-0.0125053293935187,-0.0402724875261721,-0.0233680375656197,0.0174474934730785,0.0103056885029162,0,-0.000739209437215172,-0.00531863922072604,0.0094483100658308,-0.0295694914635985,-0.0386510299511187,0,0,-0.0646883191499758
VIX.Index,0,0.484173940446236,0.0548152957386399,0,-0.221537836811593,-0.432108983838111,0,0.0644546905347571,0.0313331843751729,-0.114770785248239,-0.0160230744861879,-0.0364811376459255,0.115482342038102,0,0.759467354710667,0,-6.08315768951232,0
