,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.071820422930273,0.00641812348864231,0.404728916500966,0.0148762327370579,0,-0.0847946362642092,0,0,0.0363483479693024,0.0413840120148513,0,-0.0459455824359629,0,-0.100957231630058,0,0,0
ETH,0.588854499827268,0,0.0463136337678103,-0.870149489485509,0.0505896026252185,0.105462657400898,0.262369587665767,0,0.312485469560554,0.0490508670458585,0.0127616975759346,-0.034417541629323,-0.029048648213078,0.788800977212673,0,0,0,0.144742107312713
XRP,0,-0.481000471920685,0,0,0,0.0354731809665946,0.109724747001447,0.178208940261673,0.241712931075929,0.341813137852912,-0.119670867618721,-0.0515483290369501,-0.0870092457346407,-0.136410401036462,0,0,0,0.0694365079509612
LTC,0.677887459556062,-0.318602422431279,0,0,0.116675397564217,-0.0311845187072493,0.103325529330764,0.00901211350477561,0.302256854596165,0,0.0031623725750583,0.0100898116111694,0.0137730279479086,0,0,0,0,0.0561054767506371
ETC,0,0,0.0897736477887849,0.128700908857739,0,0,0.284236009268729,-0.0585343633821227,0.417446856845389,0.0402159955713303,-0.0708727066016376,-0.0412283078790632,0.0859907494024036,0,0,0,0,0
XMR,0,0.454943024736918,-0.0374633329086923,0,0.348538434443188,0,0.109954277752909,0,0,0,-0.171489259933129,-0.0881900557242803,0.22646738285649,0,0,0,0,0
DASH,0,0,0.0198022795236853,0,0.0819110880970513,0.0342872169272102,0,0.0141669028596177,0,0,-0.08604552656675,-0.0685016118521198,0,0,0,0,0,0
XEM,0,0.391196190032032,0.29063103082712,0.25786768965344,-0.0945539218554043,0.24693359882969,-0.83908603154671,0,0,0.0995483886044369,-0.0798499586134134,-0.081074194914379,-0.0972579490749368,0,-1.37919962865969,0,0,0.0480153747117345
DOGE,0,0.2223370334495,0.0573743281238151,0,0.0816601441711012,-0.253725678961965,0,0.032199438988049,0,-0.0353895761313198,0,-0.00523988824602248,0.0291760458347044,-0.371430865673835,0,0,0,0.0046433938151152
XLM,0,-0.178922931787475,0.554942252108711,-0.467731647493745,0.294407997885183,0.0490472795039786,-0.138286550152433,-0.263860835137539,0,0,0.0260801269868708,-0.0831353737776249,0.157080971322799,-0.13613797859999,0.301579102729143,0,0,0.053411142040748
NEO,0,2.50622832264048,-1.76060677132143,0,0,-1.2823067973832,-1.7355311441791,0.863625633689863,0.65404267266527,0.641446581556537,0,0.374032183379499,1.38777878078145e-17,0,5.47080895805609,0,0,-0.934388807561451
ZEC,0.649038621413532,0.727132109713254,0.538309861059092,2.38013475302004,-5.55111512312578e-17,0.172073642593583,-6.13385071740057,-2.1182194212289,0,0,-0.608296118653004,0,-1.58748640736005,3.45055984643289,0,0,0,-1.22265578985838
DGB,0,-0.646309439614742,0.0278699148627383,-0.269961026085235,-0.0887099891976833,0.231308256173466,0.427498652586609,0.122211721780288,0.785749796189538,0.20382098140862,0.0317986340651101,-0.0587792915857469,0,0.710644556622245,0.412727661968266,0,0,0.141916290392176
BV010082.Index,0,0.146093739120337,-0.0861116856568005,0,-0.0480027290563732,-0.0733214738448736,-0.0028279656352336,-0.0191600345974279,-0.272049764509115,0.0850624944737763,0.0162501739237633,-0.00634272200682891,0,0,0.010958524841909,1.32117014386459,0,0.00777152945875355
CVIX.Index,0,0,-0.186439769377905,0.0388906156796814,-0.13939337667868,0.0488586541826248,0.163403671072506,-0.151175800035708,0.0882146343821836,0.16688328297687,0.00477711240083389,0.0150746052045033,0,0.0884514979960594,0,0,0,0.109198407750026
DXY.Curncy,0.00710150240296405,-0.00491003824933561,0.0203301986937237,0.0248573440125364,0,0.018558629301202,-0.0219892520861071,-0.018777120078669,0,0,0,0.00168693126395969,-0.0275039046591034,0.198199313047687,0,0,0,-0.000683387315353299
SPX.Index,0,0.0032827576622895,0.00515556601808849,0,-0.0257938293117638,-0.0163891713214401,-0.0310014908165401,0.0196515196335862,0,0,-0.00142129133603596,-0.00611266480869704,0.00623616101890939,-0.0245557475088218,-0.0555954195900709,0,0,-0.0624488518175753
VIX.Index,0,0.515530822936192,0.0142118886155037,0,-0.316186936387324,-0.226240601654044,-0.186925767008637,0.230748265032146,0,-0.105973522712821,-0.0575164985816985,-0.0416544310520434,0.0865019440281373,0,0.982491666213219,0,-6.31316551914905,0
