,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,DASH,TRX,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.00530974701021359,-0.0845176009054542,0.0867835603134229,0.033504826155539,0,0.44734878959212,-0.193996802753108,0.114821591133735,0.00829329175337375,0,0.269878631764953,-0.242695443980586,0,-0.0248696534881047,0,0,0,0,-0.0348391137088368
ETH,0.0130560852571889,0,0,0.173258572021789,0.0154016510113397,0,0.157300376719097,0.401796141594081,0.0658867234627634,0,0.0372756041648309,0,0.0120727111077518,0,0.17055213002184,-0.0716339634260284,0,0,0,0
XRP,0,0.124379473972475,0,0,0.497371335262245,6.93889390390723e-18,0.431242881845366,0.387500564388471,0,0,0.22574804563207,0,-0.704778398292103,0,-1.73472347597681e-18,0,0,0,0,0
BCH,0,0.18096295019408,0,0,0.196247259942395,7.83505022967795e-05,0.14368311674639,0.228140130405346,0.0314727581639991,0,0,0.0615097664026442,0,0,0,0,0,0,0,0.0714322503335789
EOS,0.280673237566036,0,0.0245912018632729,0,0,0.0988163059204563,0,0.211810597664192,0.0704246355106901,0.133819609125404,0,0.17931968084791,0,0.139619803272014,0.0789956295731902,0,0,0,0,-0.163587111440634
XLM,0,0,0.102297821088487,0,0.19932007806294,0,0,0,0.167908523195539,0.200687586484296,0,0,0,0,0,0,0,0,0,0.0385004783272543
LTC,0.077088949060704,0.312612582803116,0,0.164011733863632,0,0,0,0,0,0.198771048167046,0.0524085082778818,0,0,0,0.0472198738476361,0,0,0,0,0
ADA,0,0,0.0735190366416998,0.159046497089915,-1.38777878078145e-17,0.126134556945131,0,0,0.181749690273322,0,0,0,0.284171794446722,0,0.20314620736017,0,0,0,0,0
XMR,0.189205340662507,0.141430183441082,0.0756403174260568,0.156807012867442,0.0860583363475185,0.045636727237918,0,0.0797038299837562,0,0.0900788978100934,0.0628541679894337,0,0.010266359279303,0,0.0313351645569139,0,0,0,0,0.0837867222862543
MIOTA,0.170662647596069,0,0.0723724279501252,0,0,0.244733383013732,0.0342551291547693,-0.352161962890601,0.0623470735220053,0,0,0.582658268161422,0,0.444296441659691,0,0,0,0,0,0
DASH,0,0.327175734875464,0,0,0,0,0,0,0.202379753073364,0,0,0,0.112695591060955,0.311733643885385,0,0,0,0,0,-0.00102821583561189
TRX,0.00371925445283693,0.248792081247432,0,0,0.0592825326560936,0,0,0.308182300097488,-0.0937846650690216,0,-0.0320877562229116,0,0,0.513815664104842,-0.00750990941455214,0,-0.251143825598085,0,0,8.67361737988404e-19
BNB,0,0.307653975841949,0,-0.0612184943674575,0,-0.0666353939041395,0,0.348914358071523,0,0,0.313852264879455,0.0789228204629277,0,0,-0.127370892324276,0,0,0,0,-0.0804204567734728
NEO,0,0.0579274662624296,0.11044492266283,0.194591523095932,0,-0.0528344816584271,0.0718969764625626,0.0738245028471914,0.0846813240227417,0.193384789510928,0.0672227431783681,0,0.362688346164242,0,0,0,0,0,0,0
ETC,0,0.255058584478064,0,0,0.167327047438742,0.168748660365572,0,0.0544426056986429,0.0308482276314841,0.394189072336994,-0.0942829115933333,0,0,-0.249551520110992,0,0,-0.328969261586882,0,0,0.18407308768
BV010082.Index,0,0,0.00327719573133817,0,-0.0718668023043859,-0.0565867541153025,-0.181782545237125,0,0.0149759919549053,0,0,0.105420745522487,0.157474829337918,0,0.00497223339784644,0,0,0,0,-0.0659382464828867
CVIX.Index,0,0,0.0619511166011244,-0.0321768145543429,0,0,-0.281073899970026,0.0643753302435712,-0.15309874137431,0,-0.0411054988315626,0,0.521708919003371,0,0,0,0,0,0,0.117330877831289
DXY.Curncy,0,0.00666316262566743,-0.016384651912735,0,0.0264686542981694,0,0,0,0.0110611169553802,0,0,-0.0413439913465176,0,0.0161489581773832,0.0089060216373677,0,0.152330114596373,0,0,-0.0292326678832757
SPX.Index,0,0,-0.0031529271173257,0,0.0062791364752919,-0.000559833629065971,-0.00640090763120741,0,0.00977402803648204,-0.0152813383411166,0,0,0,2.71050543121376e-20,0,0,0,0,0,-0.0507448264627986
VIX.Index,0,0,-0.227320007135523,0.261080513052084,0,0,0,0.307477214386615,0,0.133244839095818,-0.175134362998952,0,0.259614477406771,-0.356380115702192,-0.240606717808107,-0.142609846703207,0.27471547323184,0,-4.61176813301054,0
