,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00994949857259807,0.126440015654861,0.0711031465208464,0.245218719084043,0.166457413268864,0.11239006984283,0.0845378012233083,0.179157134974987,-0.115875517997646,0,0.139287976256104,0,0,0,0,0
ETH,0.299505557568409,0,0.0999504170903194,0.23833078636058,0,0,0.257863497876912,0.0685069596797735,0,0,0.00404025894580997,0,0.283075061572991,-0.0610826030005399,0.0522820386355186,0,0,0
DASH,0.141828988792025,0.499117678614735,0,0,0.112127748548886,0,0.0765822728470116,-0.0500406725066913,0,0.0833396132627575,0,0.202890031818884,0.0955527584545059,0,0.287651638574288,0,0,0
XMR,0.208575389081903,0.79555797132925,-0.0770045667169735,0,-0.100962742066381,0.122695936896799,0,0,0,0,0,-0.117215167283605,0,0,-0.429572157607228,0,0,0
XRP,0,0,0,-0.0542547979318445,0,0,-0.0825919510521325,0.0469878308956658,0.0337288670506484,0.475395890293207,0,0,0.0324512117064469,0.285770302506461,0,0,0,0
LTC,0.3675093100021,0,-0.0979754272078406,0,0,0,0.233463111160788,0.0779192293310695,0,0.0519013590915015,0.138002768477134,0.127342782342091,0.0988776250420036,0,0,0,0,0
ETC,0.523340235062018,0,0.0850077933270119,0,0.0586698090688669,0.618339704381479,0,0.00115265333488605,0.135931345434297,0,0.0961230831098998,0.140874938959303,0.0876041060830793,0,-0.0967537330061396,0,0,0.0917780204976524
XEM,0.965598582715374,0.436133306376311,0.0266912893383734,-0.553520390120142,0.666552065644871,-0.376641873014365,0,0,0.430525490295071,-1.47296091332891,0.489953506611191,0.0292712211185514,-0.0897851513661428,0.95436829290207,-0.370822701764123,0,0,-0.247182574972187
ZEC,0.0278010753292881,0.194313192102525,0.20842253533302,-0.00907296352098919,0,0,0.191341941482159,-0.132827770732722,0,0.245943200903101,0,0,0,0,0,0,0,0
DOGE,0.122085363964199,0,-0.0388313258252891,0.141389910442311,0.283748160447138,0,0,0.00769001883498189,0.250958270547321,0,-3.46944695195361e-18,-0.0605442849300501,0.00724008439384615,0,-0.0798376583918661,0,0,0.10560940522007
XLM,-0.0628017897693912,0.214668332393805,0,0.211021201940474,0.0623687367375756,0.335354764940073,-0.111152368572119,-0.0384299378340799,-0.194079131855638,0,0,0.0589969664514522,0.156161463222799,-0.560052240052726,0,0,0,0.00915875340246962
NEO,0,-0.11873400495808,0,0.110442726828542,-0.396425143675351,0.161915585207041,0.17638432951674,-0.113721567171931,0.291711907919764,0,0,0,0.146804674595118,0,0,0,0,0
DGB,0.786488492202365,0,-1.73472347597681e-18,0,0,-1.03081893809839,0,0.105937998814681,0.0353513420038353,0.367959799316759,0.0598467460316238,0.486292009397355,0,-0.584068216437283,0,0,0,-0.336559891242284
BV010082.Index,-0.0622960174948405,0.118966652802434,0.0068775934954865,0,0.0743772017736045,-0.230619749633429,0,-0.0647605338028398,0.0502521403485437,0.118259271306479,0.0835236319112507,0.00258990615416293,-0.034040431167625,0,0.039959175398663,0,0,0
CVIX.Index,0.0674352325568214,0.165152909432235,0.179985643719152,0.00128045321448912,0,0.114479710890456,0,-0.153318414378936,-0.292271549067032,0.0789154889024933,-0.123283706082205,-0.203221488664191,-0.00162618717439861,0.0577277427005864,0,0,0,0.121890808655051
DXY.Curncy,0.0587756502639065,0.0104772898065364,-0.00211503129016575,-0.0381843078645752,-0.0657625708916848,0,0,-0.00958314256093721,-0.0149781896725399,0,0.00763715889666368,0,-0.00432918403185467,0.202599720429585,0.047686494216399,0,0,-0.0330858769881078
SPX.Index,0,0.0389172264083357,0,-0.0067739968785915,-0.0323649211428262,0,-0.0388467546623966,0.00377897563103095,0,0,0.0368963219530561,0.000504889386759836,0,0,-0.019540416911989,0,0,-0.014142852975556
VIX.Index,0,-0.0950569194014239,0.252439260123726,0,0.0632633010365608,0.403886242124393,-0.479254315257256,-0.190532474695248,-0.408202133846251,0.120334819480743,0.289400051732496,6.93889390390723e-18,-0.12831627584617,-0.0166015867862596,0.217484143937582,0,-1.14847035694638,0
