,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.155325032584085,-0.0192226744475732,0.0722715450831359,0.078347312794705,0.0822030192280003,0,0.0607731055330954,0.0531997650230235,0.0334933171170622,0.0189611991821593,0.0700829533169751,0,0.0900252904623428,0,0,0.268300247380501,0,0,0.116451227590151
ETH,0.106968441187751,0,0,0.218246530641816,0.0391809416346002,0.504077183669058,0.0486772960514103,-0.0559301686488023,0,0,0,0,0,0.0486068698164337,0,0,0,0,0,-0.0505571003618064
XRP,0,0.428636769265097,0,0.0460232930488533,0.130309601291437,0,0,0,0,-0.0994184019267108,0.160280059369146,0,0,0.16849388131374,0,0,0,0,0,-0.0586344488780711
BCH,0,0.286237204403419,0,0,-0.13233604294459,0.239776484478016,0,0.257753522023398,0.137301463407065,0,0,0.132761529858769,0,0,0,0,0,0,0,0
EOS,0,0,0.264592669064059,0.418541694812418,0,0,0.157255814464827,0,-0.471140300953067,-0.0412241606905865,0.350439541702191,0.114478481028359,0,0,0,0,0,0,0,0
LTC,0,0.466942015882612,0,0.14400875663887,0,0,0,0.141884483560017,0,0,0.0965256767429161,0,0.0163417781910506,0.0321712707201748,0,0,0,0,0,0
ADA,0,0.0499829970083245,0.238313180479844,0,0.077924587719471,0,0,0,0.106798833841453,-0.0208587383221425,0.301545804744771,0.178024023220143,0,0.174104736673896,0,0,0,0,0,-0.022605392216212
XLM,0,0,0,0.0788138413493865,0,0,0.227440571764622,0,0.0983311884456199,0.0674043758050586,0.15278928741702,0,0,0.20641995918293,0.0886871444717769,0,0,0,0,0
MIOTA,0,0,0.336273902179693,0,-0.172829502323534,-0.118341326676039,0.18586894361591,0.0438472219954724,0,0.0744571013225422,0.240777442076946,0,0.146238171035541,0,0.217349695462726,0,0,0,0,0.130911074856934
TRX,0,-0.265363359840829,-0.968284074719132,0.423691072502494,0.224785379406971,0.600904614772468,-0.50977552945729,-0.42396946197597,0.341021590436681,0,0.530887540669761,-0.0510225798011071,0.468457731642972,0.151905206876454,0,0,-0.795434231971151,0,0,0
NEO,0,0,0,0,0.0904562311774881,0.136595123747448,0.0260518227692206,0.166457988684967,0.133179707448824,0.0133085239228266,0,0.182650627943622,0,0.0427924790953531,0.146773746894024,0,0,0,0,0.0710147934764341
XMR,0,0.349950149785828,0,0,0,0,0.16860444599718,0.15974010760677,0.0323561686501036,0.212001906681978,0,0,0.193203123686915,-0.351577578423929,0,0,0,0,0,0
DASH,0,0.0827521297577281,0,0.252252049589114,0,0,0,0.156349327405183,0.0641912961752917,0.0114238314720949,0.118863381868658,0.142970360975381,0,0.0228696037485948,0.0206784253158037,0,0,0,0,0.106336149615627
XEM,0,0.508250136210953,0,0,-0.0736767299971279,0,0.151202817508184,0.61961542123947,-0.210220551021881,0.163035281690863,0,0,0,0,-0.00000000000000000693889390390723,0,0,0,0,-0.0206404852988257
ETC,0,0,0.213165168083114,0,0.0817772395865931,0.216693872640696,0.0390661156396385,0.152864130942683,0.0315023946303311,0,0.0366252519598574,0,0.221244672608945,0,0,0,0,0,0,-0.00923435465671048
BV010082.INDEX,0,-0.0175094922784842,0,0,0.00818715270897149,-0.0261000083807696,0.0284257555700307,0.00760546924482258,-0.00000000000000000173472347597681,-0.00880558110670204,0,-0.0877664479821268,0.165655655522748,-0.0908659917509808,0,0,0,0,0,-0.0671774192731315
CVIX.INDEX,0,0,0,-0.0938961962842657,-0.0245978103614887,0.0573210170653299,-0.0321500739588686,0,0,-0.0169289134252097,0.146407218635336,-0.00424890647864986,0,-0.242015297561622,0.123198357152871,0,0,0,0,-0.00807850130005458
DXY.INDEX,0,0.0149367525738117,0,0,-0.00461740944249432,0,0.0122196272994207,0,0,-0.0117503544930227,0,-0.028547600725392,0.0300530803378451,-0.0119254334310528,0,0.0279456034889342,0,0,0,-0.00568218926673449
SPX.INDEX,0,0,0,0.0579537412776967,0.0100542507122775,0,0,0.00902564987449055,-0.050810565167992,-0.0225660645445282,0.0182072585055663,0,-0.0313806918504221,-0.00244270215552037,0,0,0,0,0,-0.126336072786008
VIX.INDEX,0.166648552944187,-0.114958518995081,0,0.035868423189648,0,-0.00801537630651264,0.046148459596508,0,-0.18986363748974,0.0810307446729653,0,0,0.148700163811653,-0.0886795501309052,0,0,0,0,-4.16310693674132,0
