,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.043650051364502,0.13566425409057,0.12248529517159,0,0.0684217778962065,0.0329673196795038,-0.0397888329777063,-0.0397731615864589,0,0.0919535885107887,0,0,-0.0435782113312805
XRP,0.893344203828379,0,0.0615587904731496,0,0.268363052918538,0.214965163990881,0.0712159547062233,-0.361801942824568,0,0,0.233764923150528,0,0,-0.1117495181544
LTC,2.42877580038692,0.102487299917071,0,0.0676782660581016,-0.502484722411773,0.388796300423785,-0.149774187050586,0.164747051417502,0,0,0.201478116765524,0,0,0
DOGE,-0.435626336474972,-0.248227185661498,0.130075383740607,0,0.874158984250457,0,0.240074281499202,-0.125036513328052,0.588972320493273,-0.740319609911232,-1.36253348317518,5.76287912473764,0,0.334287280664808
XLM,2.26576622546261,0.424885064810015,-0.196894243216012,0.0987721760497626,0,0,-0.231931490998164,0.355260965926244,-0.114891627656304,-1.17074414128878,-0.0528999121852243,0.329703736466342,-1.3088695474187,-0.285098213514207
DASH,0.324535116693225,0.12625105017747,0.291419296017211,-0.0785156451175346,-0.133167090877656,0,0.0471189433195521,-0.0608598738093537,0.18434268211679,-0.00823089990013101,-0.0710364422577212,0,3.37050372020953,0
XMR,0,0.530873563548974,0.197653928968519,-0.020718957903297,-0.472806514228275,-0.116027119610737,0,0.114060843967134,0.151473087601045,-0.67415719613595,0.274511523518002,0,0,-0.274099027544188
XEM,0.957823084377983,-0.0663500567284118,0.1634198084305,0.352871728815134,0,0,0.292142614805845,0,-0.835625094021536,-0.0850275029844375,0,-0.866635031307616,0,0.243287674526126
DGB,0,0.015185886818089,0,0.266984550433125,-0.0982163250911598,0.15319875621355,0.356912745935953,0.135575542220156,0,0.158932715163431,-0.405046343795191,0,0,0.213923382529195
BV010082.Index,0,0.130088560133158,-0.0632443499801434,0.0171906482315927,-0.0462395850593436,0.0933560387533111,0,0.0612166412033107,0.192561091467688,0,0.253079198563633,0.00551547602841362,-2.30204261501865,-0.249777767318153
CVIX.Index,0,0,0.0613203190287576,0,0.0989823560642492,-0.282877071588048,-0.0803857976320743,-0.111316971146687,-0.103173381417628,1.07791669024967,0,0,0,0.0912403911716774
DXY.Curncy,-0.0965919722501356,4.33680868994202e-19,-0.00430640539884582,0.0569428259600834,0.0480264741384586,0,0.013350814545547,-0.0112126745510364,-0.0379374980593873,0,0.119299946962148,0,0,0.0011141939360547
SPX.Index,0,0.0136813065770764,-0.00278455515993343,0.0231226729826298,-0.0106645187716682,0.00498181001005633,-0.00777626133814425,-0.00350316984620567,0,-0.0842870279762542,0,0,0,-0.0784387266841493
VIX.Index,0,0,-0.0316220619367735,0.15030370265707,-0.189984601211018,0,-6.93889390390723e-18,0.180046276877416,0.328448219253899,-0.46543258780447,0,-0.0828201567696567,-9.28696800661481,0
