,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00378286691977493,-0.0140687747276453,0.790644497595232,0.0770915918666463,-0.00993251084876154,-0.00533357668830117,-0.0177154329579663,0.00920727308429281,8.67361737988404e-19,-0.177890799566546,0.0718700856027859,0,0,-0.0183889863478138
ETH,-2.95623508102143,0,0.52335578779051,0,0.555568222992127,0.216254154288052,0.149503843866623,0.0496827566163301,-0.13567152846345,-0.0387487983166835,0.50178354272013,-0.434035582628128,-1.38812081628673,0,-0.244265509986403
XRP,0,-0.0399504475704537,0,0.411034870940402,0.109762314183788,0.198334597405386,0.065642785301191,0,0,-0.0941576500438846,0,0,0,0,0
LTC,0.389623543811004,0.00522987249930943,0,0,-0.0482365103190738,0.0779180121476185,0.0391707816658024,0.0301967655972739,0.035375048624326,0.00485367472661696,0,0,0,0,0
DASH,0.800904714952072,-0.213160497671701,0.286282760008972,0,0,0.311374880022863,0.0654987619674631,0.0421047959720294,-0.446943097845393,0.0163338541184106,0,-0.243998399003114,0,0,0.526778709465236
DOGE,-0.623732188051551,-0.115628988884517,-0.0692339597454063,0.45916862409149,-0.0686246600817439,0,-0.0581425018112686,0.0693068955236266,0.0794923215915796,0.0832407764178391,0.211836616488147,0.489005893913882,1.27690269941995,0,0
XMR,0,0.27218154435607,0,0,-0.168026797318317,-0.789886085996747,0,-0.239633513740584,0.771518455403684,0.207233341983408,0,0,0,0,1.38777878078145e-17
XEM,0,-0.0415664227471024,0.868647541962963,0,0.116953382461689,0,-0.142535072221776,0,0.160924902509712,0.156718390493345,0,0.792892688664687,0,0,-0.846032873970389
XLM,0,0,0.604947368632905,0.363520280105819,-0.450904344659762,0.311577050946572,0.143206971914844,0.25276319977973,0,0,0,0,0,0,0.370019039510533
DGB,0.209256316201302,0.102991079916921,-2.70996457565204,0,0.552061890540374,0.953663195988338,0,-0.0193011968535175,0.734763610844256,0,-0.808294534248157,-0.0946586416734525,3.61414717513614,-5.90821991891465,-1.04560657555108
BV010082.Index,0,0.0234037692635717,0.0374762197119319,0,0.151399438152549,0.154555997148389,-0.014525538979555,0.0723728183315708,0,-0.0608001691574008,0,0,0.741248750757291,0.444950826182493,0.119650234911216
CVIX.Index,0.170100366692735,-0.00189979022646088,-0.255894264077865,-0.296880398460172,0.0359060381002137,0.169300958922853,0.0404573778411999,0.0183776360836877,0.0527915712676293,-0.0246459102384541,0,0,0.158496231711831,0,0.144384016693726
DXY.Curncy,-0.146176233915845,-0.00770947902437786,-0.0299047092814189,0.0561456779048163,-0.051972975301378,0,0.0313175351462663,0.00736418795247661,-0.0105643517933944,0.0121771306594088,0.0954754580029692,-0.0273508792020389,0,0,0.0610903673189394
SPX.Index,0,-0.00940707259768112,-0.0918283637344127,-0.0490056888078442,0.0069865235598631,-8.67361737988404e-19,0.00917602046944532,-0.00355928148116098,-0.00854670248753693,-0.0101424593127069,0.0213886295554966,-0.0320845145211114,0,0,-0.0963879531993648
VIX.Index,0,-0.0583609102100544,0,-0.290346599129339,0.205277871972045,0.0511823570502448,-0.0551883209805843,-0.0491978956110136,0.303758169096013,-0.0568338958921704,0.0407545215492549,0,0,-3.99943797676953,0
