,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00321315987603501,0,0.47462896245981,-0.034413025491346,0,0.0669733029577662,0.152348009303347,0.120991985223216,-0.0288535321497575,0.0264374357218938,0,-0.0580878092902361,0,0,-0.00968030194089183
ETH,2.04384041908437,0,0,-0.290383566680545,-0.30217246641065,0.484683094552005,-0.0792198749301462,-1.5895182250611,0,-0.276196957807969,0.413315614853912,0,0,0,2.25621361863739,-0.187448500362256
XRP,-0.0434565339436599,-0.0343435405228537,0,-8.67361737988404e-19,0.0034666335392332,0.132576797344982,0.0589123044702679,0,0,0,0.138675244350867,0,0.0992282776640117,0,0,0
LTC,1.41192968855608,-0.199623939901409,-0.206478551218978,0,0,0,-0.113326502335271,-0.256304384198772,0.173300144438924,0.0416174725750806,0.0902677199123061,-0.0941558184617355,0,0,0,-0.125324075942694
ETC,0.467102446638797,-1.53534937389593,0,0,0,1.1675184654778,-0.0623387181846494,-2.18461525780255,0,0.503312473187369,0.574065170664509,0,0,0,0,-1.17061139728908
DASH,0.0328084876080818,0.200263523597573,-0.178577989819849,0.138306690690712,0,0,0.0280523532092642,0.0398498288461561,-0.163650086226742,0.211569101136081,-0.194319166095912,-0.851743741328531,0.366162023758071,0,0,-0.153204614476594
XEM,1.06250478785861,0.0237807459779072,0,0,0.0509428132222769,0.262552684271418,0,0,0,0.548003026769298,0.32458678210622,0.756451187292544,0,0,-0.853465725377236,0.280580874767983
XMR,1.30746146057225,-0.241580242386776,0,-0.266472599080534,-0.107024956960987,0.109251003885556,-0.0804978217538671,0,0,0.0275701989156084,0.163738893236098,0.685544033334063,0,0,0,0.0577656062633184
DOGE,0.382348018729796,0,0,0.300316763349168,0,0.0585384935814832,0,0.0654755073757641,0,0,0.0101707531769955,0,0,0,0,0.114778216830196
XLM,0.723387106863935,-0.170211288600925,0,0,-0.0604551987341179,-0.106213164983393,0.196052026760653,0,0,0,-0.0990423675352918,0.223162002909789,-0.439106459314023,0,1.40910645267443,0.292064594886302
DGB,-0.101289327590022,0.586977073828435,0.0396129383959961,0.179293611336975,0.131502897481647,0.310722740130754,0,0.0749416749959886,-0.473659458815943,0.341312296397845,0,-0.153833065202551,0.829130215508791,0,-2.48499875009889,-0.488902646557566
BV010082.Index,-0.197986781933852,0.0413175453337724,-0.056176790997927,0,0.0379231419422482,0.136590480305165,0.0479095320250882,0,-0.170190966616711,-0.0126502232129766,0,0,0,0,0,-0.0838168617676124
CVIX.Index,0,-0.145809123816386,0.0774395999201357,0,0.0152794797188261,0.323804817795614,-0.0753036105311842,0.0627064702704208,0,0.146119209669321,-0.031135204511524,0,0,0,0,0.134519118047
DXY.Curncy,0,-0.00749452160938639,0.0407039555420277,-0.0131543437629435,-0.000298975963019471,0.0214725596478534,0,0,0,0,-0.0192792047976638,0.133415481609595,-1.73472347597681e-18,0,0,0.0198138336633864
SPX.Index,0,-0.013344953463066,0,0,0,0.0310499725841677,-0.0165758634323483,0.00826643170852823,0,0.0252327796107692,-0.0122355929418134,0.0242290546063557,-0.0942386247454202,0,0,-0.0710114042565835
VIX.Index,0,0.338614178887956,-0.474932463725113,-0.217293950530501,0.129063026819244,0.473603656747038,-0.0793202975938353,0,-0.508151937464263,0.420220413513451,-0.352353341873125,0.107616043905496,0.868527211960611,0,-2.01780874999233,0
