,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.221726623632945,0,0.00400493846995088,0.0340392654933993,0.151026851916559,0.039576274858312,0.274464459682486,0.22873691560206,0.0726369140098506,0,-0.248490044203166,0,0,-0.0227327256149747
XRP,0.361485548521006,0,0.117711960681507,-0.0597468695014727,0,0,0.0271016985238103,-0.221818544377364,0.0332687434667914,0.0979938376897076,0.537601315112986,-0.039958366956047,0.443370238028644,0,0.0456600669003446
LTC,0.483491568293909,0.358351213893789,0,-0.0130291842769953,0.0176250163499259,0.714666292077744,0,0.0761929356524468,0.0615895189022741,0.00632274924668784,0.686813700287594,0,0,0.60954470406058,0.111802503624652
ETH,4.23701997167621,-9.33602038889633,0,0,0,1.69157012704969,0,-1.03533093667973,0.944610620000444,0.824949926078021,0.422117205669603,0.280705382070751,7.98342465186436,0,0
DASH,0,0,0.265443140093112,0,0,0.250610579840344,0.20528655011997,0.0216158087979621,-0.121763025109128,0.145312841471703,0.0944635577225121,0.621547059800461,0,0,-0.128213741549515
DOGE,0.198118144538271,0.102242126769697,0.22040224446904,0,0.056391061347981,0,0.228164520069637,0,0,-1.0842021724855e-19,0,0.00969053215818458,0,0,-0.0514521301793665
XLM,0.691337715752604,0,-0.0600047401299771,-0.0619647705525633,0,0,0,0.0404794741109221,-0.07716458634309,-0.136516953959835,0,0,0,0,-0.0810352056227365
XMR,1.69792265633938,0,-0.0970931598783926,-0.0652207681806681,0.666909050479276,0,0.165933232781464,0,-0.114702067012011,-0.0577715847439006,0,0,0,0,0.050986123804144
XEM,1.81808354032107,-0.118273841449241,0.275797866726136,-0.0590519482535276,-1.26839543901446,0,-0.506899962483704,-0.124525445395492,0,0.0613633846802795,0.369615495929389,-0.135981471245107,0,1.95340427328675,-0.036348056592661
DGB,0,0,0.258492914021714,-0.0354298651042412,0.214388997701319,0,0.258131600158548,0.233723293409528,1.38777878078145e-17,0,0,0,0,0,-0.0281093256447695
BV010082.Index,0,0.0866275033051536,0.0593175603045349,-0.0229958338181328,0,0,0,-0.0704847141871369,-0.0280836723989451,0,0,0,0,0,0
CVIX.Index,-0.303947449418348,0.0160995204274129,-0.281208261714038,0.00231485938904383,0.0662346486738825,0.28549286215868,-0.0382567615909164,0.241387988166777,0,0.0422905251235653,0.0226877633494295,0,0,-0.770827485767519,0.0214593270724899
DXY.Curncy,-0.119539089310991,-0.00100873217637492,0.029000837327459,-0.00117885560990439,0,0,0.0131551197116253,0.0381776684493856,0,0,0,0,0,0,-0.0232719709434906
SPX.Index,0,-0.0649039521433387,0,-0.0047315265953743,0,0,-0.108666767838459,0,0.0476838394166738,0,0,-0.161369116502352,0,0,-0.0664116671709347
VIX.Index,-0.856699547608519,0.124824871874243,0.514287461605371,-0.0279845030535205,-0.714154492717313,0,-0.0609155890919701,-0.0062324454872606,-0.170391859793514,0.450162998012783,-0.347344924294596,1.45794773047669,-4.24799762148813,-2.63587918873192,0
