,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0482282721486673,-0.149794064446083,0.569988789918797,0.0733833134920637,0.123339162793442,0.0413199862975471,0.117740557752336,-0.0207293274537792,-0.0311210228377822,-0.147861662590941,0.0308989951039067,0,0,0
ETH,0,0,0,0,-0.0907343122686679,0.930901423045137,0,-1.45359913656334,-0.119404850390461,0.33564999393991,0.35570855609607,0,0,0,0.26326172242814
XRP,-0.627616912098541,0.0856954909313666,0,0.66053255616254,0.0838800386124389,0.289296200687849,0.262687446487159,-0.170006472208215,-0.0371209967149754,-0.0590474396922038,0.346132678876628,0.390854596663366,0,0,0.0617061463454543
LTC,0.837123216074377,-0.134378881090274,-0.230732004638055,0,-0.14192493061809,0.269240074517793,0.237904035354072,0,0.293352156405611,0.0700413775966206,-0.406777690439071,0,0,0,0
XEM,1.2771103731513,0.0149931370075758,0,0,0,0,0,0.0481929018773695,0.606798230128319,0.445104401316596,0.411918579295109,0.4747237414216,0,-3.03950228276854,0
DASH,0,0.0130512849144184,0.19557966801412,0.0969778304017065,-0.0286723342142501,0,-0.0983418025749517,0.0234558444094235,0.194898576126355,0.222545636118781,-0.401959620621633,0,0,0,-0.0621902498765243
DOGE,0.314573648600083,0.0532280425871572,-0.200238121011231,0.16397227511618,-0.0385007410883593,0,0,0.271743453677048,0.0501897144230011,0.0727855640903403,0,-0.22315413372539,0,0,0.0768170747839893
XMR,1.04178001331323,-0.139904607427163,0.309329596753286,-0.301673374369463,-0.0984585945578622,0.0269532278678213,0,0,0.109137101833668,0,0,0,0,0,-0.0678714690612201
XLM,0.266145526873844,0.224572575392982,-0.203667720625936,0.13792181399159,0.166111964972652,0,-0.181879957538396,0,0,-0.252228734985429,0.0163538038027301,-0.164154050849992,0,0.648780740687615,0.188780726469303
DGB,-0.742679025798775,0.251657230994545,0,0.541616777062792,0.100666926130083,0,0,0.0481966302652805,-0.357024993221909,0,0.182230222237276,0.0928770766228729,0,0,0.123497132450167
BV010082.Index,-0.161752088238962,0.0838973817025106,-0.415156592159884,-0.113850474215056,0.0805771378340527,-0.0776905973828613,-0.0346287040405415,0,0.00165567544859589,-0.0285831494765362,0,0,2.22829531565421,0.695218226038963,-0.154251136298517
CVIX.Index,0.463814944098671,-0.156544809193243,0.147114910382165,-0.425607487061997,-0.00932469617716254,0.300176105498519,0.171063796025685,-0.130426555871644,0,0.0852575565400864,0.330569438088063,0,-0.414860019791309,0,0.185032027019312
DXY.Curncy,0.03031251912615,-0.0221491070880166,0,0.0195373546055751,0.00552214406294263,0.047529827705556,0.0187892427381268,-0.0484956237972634,-0.0124667371340463,0,0.174471837554293,-0.0309895025713721,0,-0.108930415981607,0.0375183172207824
SPX.Index,0.0558666869973622,-0.00899766325630301,-0.0501054179979449,0,-0.0198040378651409,0,-0.0671574863167527,0.000376791231680273,0.0494298768352906,-0.00423666683160765,0.0144043292328711,-0.0321684668091161,0,0,-0.0763683450697402
VIX.Index,0.033314450964287,0.273905561927436,-0.665443048682735,-0.104525113131539,-0.158150708371693,0,-0.683377978312903,0.414091555639235,0.576126725197389,-0.392159392344217,-0.286756941444697,0.735072196515247,0,-3.47148296864316,0
