,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.129118804306742,0.308901809812193,0.207515559008215,0.204705557276155,-0.00803489397651757,0.131332971179135,0,0.0189016582587631,-0.000501030594729365,0,0.0796942209129115,0,0,0,0,0
ETH,0,0,0,-0.183631069112401,0.128490262418031,0.384186193205476,-0.0812760674912168,0.0100058803916452,0,0.0480973629983,0,0.141449766786355,0.276427889691794,0,0,0,0,0
XRP,0,0.00648995877114668,0,0,0.0742362933252024,0.150258759799931,-0.159202888777711,0.0657283694131199,0.168076998845308,0,0.0372260500922427,0,-0.0146572508824041,0.349548968971671,-0.276749072090943,0,0,0.213322083978074
LTC,0.693092623262856,0,0,0,0,-0.181751215418702,0.14387215949964,0.135341247873552,0,0.0925400187735109,0,0,0.0120436429556655,0,-0.0406510738760286,0,0,0
XMR,0.702436658527162,0,-0.227614395323454,0.0337162798597493,0,0,0,0,0,0,0.0667947264048111,0.0187716139838243,-0.128753680322199,0,0.569489007485571,0,0,0
DASH,0.513151236996319,0,0.107070502724794,-0.105627933567907,0.22591983670879,0,0.395132363474932,0.153610553563224,0.276430596880665,0,0.0497670472653663,-0.0300560127664491,-0.0288174091751864,0,0.192129592507914,0,0,0.094817634496445
ETC,0.43761523299233,0.3708538950678,0,0,0,0,0,0.0699332985350728,0,0.138761817761261,0.289961450376602,0.0813963423820759,0.124368745747879,0,0,0,0,0
XEM,0,-0.363223233165714,0,0,-0.272909395016776,0.698876328017066,0,0,-0.36440686702058,0.341209119532367,0.163582230437348,0.110085252625806,-0.0529827407254627,0,0,0,0,0.309175325614248
DOGE,0,0.0238519525471803,0,0.218811832441489,-0.025349190352525,0,0.114131334197016,0,0,0,0.0495209977967099,0.0147059066149407,0.051276582201278,0,0,0,0,-0.120167707055953
ZEC,0,0,0,0,0.186771949739017,0.150506578581753,0,0.0856328483277554,0,0,-0.0116560096100989,0.20806570035854,0.435714018438856,0,0,0,0,0
XLM,0,0,0.471032647304362,-8.67361737988404e-19,0.142458351630745,0,0.0345923886133238,0.0792712001305739,0,0.186371950243072,0,0.154399314726447,0.168248814316602,-0.639668171758148,0,0,0,0.246996613068925
NEO,0.209624977056032,0.0983727148205836,1.50338260200371,-0.203833883223076,0.273916696304173,-0.308029941545714,0,0.0948856833793966,0,-0.0816163180712171,0.130020110016032,0,-0.0506808706386041,-0.583276021116873,0,0,0,-0.209056814621466
DGB,1.36178220579682,0,0,-0.935323976739095,-0.319599666726214,0,0.195616595172236,0.0851813155429188,-0.0108499269039123,0.0148657568787377,0,0.16377308428592,0,0,0,0,0,0.0903036414914954
BV010082.Index,0,-0.0949900701825949,0.149138854402058,-0.0571217208656908,0.0854606661424704,-0.0716313294588439,0.0689630611476796,-0.13840121982773,0.2504793689775,-0.0252003502665019,0,-0.0244826148386609,-0.0777120112466286,0,-0.312997194643671,0,0,0.00118219696891917
CVIX.Index,0,0,0,0.181008072374894,0.00800333317222374,0.0168670398943173,0.0690691416543796,-0.193029885412964,0.0197049924148594,-0.0371612056614846,0.114053777266384,-0.00269589214087617,-0.0964960658556399,0,0,0,0,0
DXY.Curncy,0,0.0215804870328148,-0.0710253305959042,0.0168627912002327,0.00651420332724836,0.0157653312746192,-0.0134759378922887,-0.0024699719330421,0,0,-0.00558586789978224,0,-0.00461554041025633,0.0917671405178399,0.0443010350673574,0,0,-0.0239522931273514
SPX.Index,0,0.00311952527577443,0.00841169755791933,-0.0295015860813272,0.00057714633135528,0.0207419547749894,-0.0130928204964217,0.0129462568969417,0,0.00245415223063471,-0.00118849944837577,0.0188789572550757,0.00529704799651307,0,0,0,0,-0.0613305225992339
VIX.Index,0,-0.269180336982723,0.535963199432195,0.132216014292056,0.203636644314577,0.199029230484322,-0.490534201738801,-0.291264307429844,-0.0951291896493448,-0.0684970343760359,0.175455863205933,0.123625075713794,0,0.432809026702462,0.103551375214522,0,-2.31525466952622,0
