,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.140278115373567,0,0.324869535663434,0.332967761021882,-8.67361737988404e-19,0,0.0211902394929134,0.0259395274448475,-0.0407234028960343,0.0658275117415047,0.0603765100311217,0,0,0,0,0
ETH,0.042912175730374,0,0.150790335924768,0,-0.147547445771556,0.230386862748558,0.380695642752878,0.0996091786143141,0,0,0,0,0.289995046955067,-0.207084505214393,0.116645166949494,0,0,0.0118522864674979
DASH,0.405248974062539,0.272934502593253,0,0,0.334723621573886,0.193405823358915,0.280118238597332,-0.0731568478428966,0.1462419343198,0,0.115494341800336,0.204965867860268,0,0.542539307418401,0,0,0,0.146938411706613
XRP,0.194502325099646,0,-0.0124364866102747,0,0,-0.118748455277357,-0.0754274162538568,0.0637367124950882,0.0417765054612499,0.425725314734203,0.0966292411504323,-0.0417922606238851,0.0182304682559719,0.542768019244961,0.169038052610511,-0.956860844702286,0,0.033763696791167
LTC,0.430578485042398,-0.0805562032058348,-0.0652943767059533,0.162092208535603,0,0,0.328794552564879,0.157907244656742,0,0,0.118987565666721,0,-0.021768977557847,0,0.0906749406988092,0,0,0.00788563865774982
XMR,0.455950794985136,0.733715715999128,-0.0350845263725803,0,0,0,0,0,0,0,0,-0.100286733540907,-0.207486227592066,0,-0.137603456844908,0,0,-0.0619398579357368
ETC,0.340234657460959,0.268670522150554,0.160445407913586,0,0.569242059517592,0,0,-0.00997962335964618,0.0804121605113666,0,0.0837503709943095,0.226330127618735,0.0892622570850611,0,0,0,0,0.0504616652229672
XEM,1.05935319808436,0.695693626783545,0.0825925273748055,0.503787982074194,0,-0.614513768482866,-0.268533900846782,0,0,-1.16435615008206,0.419202706806146,0.261170477716472,0,1.73990035027947,-0.598789911773537,0,0,-0.233625520873432
ZEC,0.136292610447019,0.515428464033842,0.208650982629873,-0.190279636588309,0,-0.250723089514097,0.0672775394680219,-0.0160292145556592,0,0.608245833188389,0,0,-0.0102891145852256,0,0,0,-0.733733003882549,0.125025794912307
DOGE,0.218456405034982,0,-0.059227404464734,0.283741444244172,0,0,0,0.0166151309981876,0.246259173059533,0,1.73472347597681e-18,-0.0618972539812363,0.0556673205273432,0,0,0,0,0.0659447544158747
XLM,0,0.40397881820093,-0.0699321305039819,0.0710636303994022,0.30752218567092,0,-0.0903271588146092,0.0120560420638059,-0.218825509931284,0.30714439382558,0,0.038061729571055,0.0212638450623217,-0.471161558494329,0,0,0,0
NEO,0,-0.503348918817933,-0.122976780933525,-0.0918654544213512,0.0964354466948075,0,0.179586964911049,-6.93889390390723e-18,0.408274721173675,0,0.0868376548780822,0,0.340465615100029,0,0,0,0,0
DGB,0.27294443934912,0,-0.293631308125612,0,-0.961106525681642,0,0.270361607831143,0.158731768764029,0.176498940116313,0.261455789259372,0.119048545531114,0.658764731104213,0,0,0,0,0,-0.270547003002472
BV010082.Index,0,0,0,0.0493944495391662,-0.0375612573500373,0,0,-0.0381993517161738,0.0795629358230036,0.11874568672585,0.0648561797046306,-0.0792375565869083,-0.0222613894782781,0,0,0,0,0
CVIX.Index,0.00398185273732546,0.223259363687649,0.172432296652847,0,0.108775762416634,0,0,-0.142983176055222,-0.303440276123073,0.124249061887447,-0.0783124169128281,-0.158478086459229,-0.0161402872484156,0,0,0,0,0.091149353397688
DXY.Curncy,0.000342488826814266,0.0217930962347072,0,-0.0597925521413929,0.0460557503063924,0,0,-0.0162840592705868,-0.0170398730511802,0,0.00650229558869055,0,0,0.205786437165155,0.0482829268560173,0,0,-0.027029460551364
SPX.Index,0,0.0448454641720431,0,-0.0353016945575398,0,-0.00917253139637956,-0.0267161127383995,2.16840434497101e-19,-0.0151364723662063,0,0.0342268667957497,0.000828930363085809,5.42101086242752e-20,0,-0.018123633266863,0,0,-0.0183709402757753
VIX.Index,0,0.0543124457135299,0.234854358237076,0.0702336428006247,0.467347144327939,-0.106025009869184,-0.513863367492888,-0.112151095289941,-0.283651891638317,0,0.235445823574647,0.00975032190870247,-0.117747194953965,0,0.336503501306761,0,-1.84750494641916,0
