,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0408862643883478,0.870325975405337,0.0361080058459263,-0.011793670647677,0.0182267715009063,0,0.0297016680755877,0.0165834118211183,-0.152256425715836,0.0953781473762668,0,0,0
ETH,-1.39454354313652,0,0.572972474749324,0,0.436292984135895,-0.0682174595163958,0.245160572014287,0.326041465776269,-0.526244937872274,-0.0287007311603554,1.53530572253515,-0.198601507887578,0,0,-0.582422457741186
XRP,0,0,0,0.687889903670126,0.285520195779589,0,-0.0123971451057943,0.0581004552939114,0.0814495969561781,-0.0993486055586411,-0.354261493507606,-0.254954459542618,0,0,0.0304005145488407
LTC,0.548724174829636,0,0,0,0,0.0859318388322157,0.0333650654348061,0.00543220327521815,0,0.0118985923870346,0,0,0,0,0
DASH,1.38777878078145e-17,0.0371137911883797,-0.370988530007461,0,0,-0.237026255093682,-0.0610385660878031,0.153276550474361,0,0.0367390562512066,0.0745383412256206,0.430612507207764,-3.26562977131207,0,0.35204630983181
DOGE,0,-0.0697052884957835,0.215812091093751,0.0341639109484774,-0.0536859711652159,0,0,-0.067549218346245,0.290796200275473,0.0642627046869329,0.327597118920272,0.0986942955922714,0,0,0.112816266224434
XEM,0,-0.307905073647457,-0.164843158573455,0,0.0125446412050657,-0.387353632588175,0,0.0563777019512807,0.538677329430351,0.1908569528055,0.128749485773427,-0.166650015707277,0,4.57073778298716,0
XMR,1.08523822478525,0.495493939051496,0.335051595056348,0,0,0,0,0,0,-0.157441254729334,-0.0106934345021746,-1.31901383071189,0,0,-0.199069958484692
XLM,1.21504001262987,-0.192372647676616,0.357257071251403,0,0.106449581277244,0.434615863446273,0.21356163374948,0,0,0.0402483317476109,0.0513586929586197,0.221820064473094,0,0,-0.122876284579488
DGB,1.67188277795223,0.260187922033563,-0.950490107717348,0,-0.379379818437027,0.896713268981977,0.184999813759307,0.265367113802575,-0.0246981812590035,0,0,0,1.6598374496629,0,-0.315978029773852
BV010082.Index,0,0.171826058791686,0,0,0.123022182315926,0.211438786222181,0.10111376699862,-0.0277508281107582,0,-0.0479043887340112,0,0,0,0,0
CVIX.Index,0,0.0520929120832766,-0.202156003845815,0,-1.73472347597681e-18,0.126510677694428,0.0282430436868774,0.0173440967928073,-0.0280773401561568,0,0,0,0,0,0.205559947565264
DXY.Curncy,0,0.00649379385544607,-0.0781000190891826,0.118544095854952,-0.00762474663949725,0.00223301347446355,0.00665854650505433,0.0179030735891544,0,0.00660123574484083,0,0.0850757470157579,0,0,0.0320578738053746
SPX.Index,-0.0365162840158555,-0.0153510112215649,0,0,0,0,-6.54438368191249e-05,-0.00548947335077831,0,-0.000429382382770386,0.0167596424066485,0,0,0,-0.0782581014465221
VIX.Index,0,-0.137345221025326,0.24461769879111,0,0.12450183339038,0.506349540645147,0,0,3.46944695195361e-18,-0.161294090824881,-0.421626965254791,0,0,-1.63603958882517,0
