,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00568637183424531,0,0.0469681070743524,-1.73472347597681e-18,0,0,0,0.0724998428190369,0.0675748967933144,0.245160879324428,0,0.18870384931736,0.104320859882439,0,0,0,0,0,0.021168826940199
ETH,0,0,0.405580799607055,0,0,0,0,0,0.0781019200268357,0.263355987510178,0.076059063140098,0.030467682682732,0,0.127844317488906,0,0,0.0280729152497925,0,0,0.0487458471566121
XRP,-0.0743172045459854,0.382301366122403,0,0.0915837629150689,0,0,0,0,0.0961765359410443,0.0742017245679625,0,0,0,0.0363981858012026,0.0923655302094135,0,0,0,0,0
BCH,0.263368097138696,0.103411972353542,0,0,0,-0.029173962552291,0.103876804842585,0.0987346706514232,0.037584081886094,0.214324726810549,0.245642670870048,0,0.00444736852473728,0.0553699910006532,0,0,0.142721868980808,0,0,0
EOS,0.478405160465409,0,0,0,0,0,0.20992568869614,0,0,0.277228324662366,0,0,0,0.0341395086610705,0.447897791792897,0,0,0,0,0.0615023514055038
XLM,0,0,0,0,0.0447601533045819,0,0,0.0926759033134427,0.0587560633227749,0.317101178300548,0.0820087714238345,0.0456919731684647,0,0,0.208451352111919,0,-0.115220152763286,0,0,-0.115924787266097
LTC,0,0,0.0670273562380549,0.384035087819674,0.0114731571479253,0,0,0,0,0,0,0.0234157042222607,0,0.120195307740347,0.253038032279168,0,0,0,0,0
ADA,-0.198892926114282,0,0,0,0,0.232465799744066,0.094705786649969,0,0,0.283250158353863,0,0.170903568309042,0,0.0235642749978294,0.232766091259142,0,0,0,0,0
MIOTA,0,0,0,-0.193461742620194,0.127921197401557,0.283865506764647,0.525242327973168,0,0,0.104094547626015,-0.0668929815900727,0.543420514087563,-0.261708221084517,0.0295049915259272,0,-0.115194867028819,0.216633078959911,0,0,0.105474468258736
TRX,0,0.249636452647985,0.222112866250059,0.255669522842605,0.0597342549046807,0,0,0,-0.0822348973326071,0,0.198825983954602,0,0,0,0.165772645669897,0,0,0,0,0
XMR,0,0,0,0,0,0.0225036835682722,0.133894072922375,0.271547650970024,1.38777878078145e-17,0,0,0.252785547824895,0,0.0550548136662738,0.153051130283,0,0,0,0,0
NEO,0,0.0553204333395965,0,0,0.0410309993505519,-0.0661302781699789,0.124883479589564,0,0.457502992781578,0,0,0,0.0531953081195819,-0.194552602278073,0.476844434031606,0,0,0,0,0.0569355313441682
DASH,0,0,-0.330405656968718,0.539172348933756,-0.109335323399231,0.153046188683484,0,0.0533154907548764,0,-0.0437292178296889,0,0.388427473731316,0,0,0,0,-0.31156499208736,0,0,-0.038654190738196
ETC,0,0,0.0578612044309672,0.326689411921391,0.12554511238255,0,0,0,0.218205443684176,0,0,0,0,0,0.180669645946684,0,0.473349427785508,0,0,-0.0952334736083954
XEM,0,0,0,0,0,0.25614974599224,0,0.0165799681916785,0,0.0829872939866445,0,0.225388664197057,0.260962373515648,0.0296638921371808,0,0,0,0,0,0
BV010082.Index,0,0,0,0,-0.15079395422206,0.152194625305027,0,-0.113702765760486,-0.0114647566568521,0,0.157081041313813,0,0,0,0,0,0,0,0,-0.227372995254672
CVIX.Index,0,0,0,0.31904692616993,0,0,0,-0.139375279107606,0,-0.0769710168663646,0.101401042596231,0.020888465087827,-0.200123505930336,0.112847973055415,0,0.220825720359322,0,0,0,0.15964001711926
DXY.Curncy,0,-0.0349948552765727,0,0,0,0.00752102594895927,0,-0.000510249770483729,-0.0318985161541033,0,0.0340756117721446,0.0286394839703505,0,0.0297232701007561,-0.0248608002563187,0,0.146212979753987,0,0,0.00403040837774308
SPX.Index,0.020142594038265,0,0,0,0,0,0,0.00785957528976824,-0.0355437861681826,0.00317739368439102,0.00446261672854269,0.0113515433836246,0,-0.00548318330057486,0,0,0.00507602937420395,0,0,-0.0625799115191606
VIX.Index,0.296320582386967,0.252174847713221,0,0,-0.310259377057802,0,0,0,-0.477425132362606,-0.154990699405516,0.171444012299128,0.280153552976513,0,-0.0949087437225547,0.276829914921381,0,0.145853331681231,0,-5.72044219054059,0
