,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.272512889641749,0.0710487781154351,0.242735986121778,0,0.224914181662761,0.158448997002469,0.133653599909622,0,0.131127932256539,-0.0327379550656124,0,0.195854796474005,-0.0634532187576127,0,0,0,0
ETH,0.0535827288416469,0,0.0927654021505981,0.210737588838678,0,0,0.370781129856119,0.110661601699592,0.062534592873104,0,0,0,0.319374320507274,0,0.0922903206735087,0,0,0.0513714066779709
DASH,0.26522714757149,0.0937265044073055,0,0.150026701728382,0.01142240832257,-0.215181311525994,0,-0.0750442675936873,0,0,0,0.226297988227447,0.0361172825291986,0,0.481931007558336,0,0,0
XMR,0.580549885260784,0.868781875896067,-0.137663287900702,0,-0.128017750212414,0,0,0.00829289260089025,-0.224816906586929,0,-0.138413610359637,-0.0819997092047668,0,0.513683681158074,-0.304552083401357,0,0,-0.0151875473819151
XRP,0.104615466858826,-0.0258286194070076,0.0165576587319955,-0.0839666042822309,0,-0.0878312071852482,-0.0857991311411813,0.0657709936140621,0.0253275036850941,0.460661778176509,0,-0.101996242966286,0.0364813441265877,0.409898204170262,0,0,0,0.120468594868764
LTC,0.102308348442895,0,-0.0076015297205207,0.00669358095589731,0,0,0.192107437025503,0,0.0809837570266833,0.0529892533419177,0.12533796280446,0,0,0,0,0,0,0
ETC,0.422830611763701,8.67361737988404e-19,0.0655844320034734,0,-0.077040264663807,1.02506218970438,0,0,0.111597629908912,0,0.096474210283057,0.0981730386623823,0.05010741671079,-0.165940837132153,-0.631288743872102,0,0,0.107953174316074
XEM,0.824042733605046,0.366632221246443,-0.00732556867102392,-0.455164256977351,1.12057314598973,-0.450191970528294,0,0,0.476866116743188,-1.52677925048273,0.551122936540022,0.107477999933154,-0.134326360033408,0.44026897340074,-0.799049553164145,0,0,-0.0159025559255481
ZEC,0.13898764046047,0.40472562777004,0.061604030860025,-0.307548566050117,-0.291974357180642,0,0.0847376709044727,-0.0220745318531494,0,0.658959762089928,0,0,0,0,0,0,0,0
DOGE,0.32361343910593,0,-0.0295935735889981,0,0.461001830675076,4.33680868994202e-19,0,-0.0981711143791633,0.23224110093331,0,1.38777878078145e-17,0,0,0,-0.0967042472295231,0,0,0.0512544865954768
XLM,-0.0463015685773675,0.20070593033102,-0.0267894200887059,0.22026849033996,0,0.302609083272355,-0.101777973567295,-0.0355767471504664,-0.156232576036399,0,0,0.0538477896293325,0.172759548646432,-0.45637129109593,0,0,0,0
NEO,0.0145019530163832,-0.27598189028241,0,0.204410829430201,-0.294063788855931,0,0.202145154214418,-0.0629319596824004,0.270790509036772,0,0,0,0.246364862156375,0,0,0,0,0
DGB,-1.73472347597681e-18,0.25421019885281,0.0771277571554937,-1.73472347597681e-18,0.209363328177603,0,-0.334274400967042,-3.46944695195361e-18,0,0.695637769915156,0.136415112321082,0.173651935945359,0,-0.614743034570117,0,0,0,-0.303958337864042
BV010082.Index,-0.0406498265909342,0.0931718969935286,0.00674184551424677,3.46944695195361e-18,0.0560678626630105,-0.236026594745453,0,-0.0684444443040022,0.0525593058872199,0.109835538698624,0.0795874272383475,2.16840434497101e-19,-0.0131061292155288,0,0.0739230942281004,0,0,0
CVIX.Index,0.109024989555453,0.198262277263827,-0.0623640913774994,-1.73472347597681e-18,0.135739467490677,0,-0.270018018212323,-0.101341687978555,0,0.448156688700882,0,0,-0.186162394608385,0,0,0,0,0.287282398736533
DXY.Curncy,0.0404286359185998,0,-0.00416986574489199,-0.0329018638451143,-0.0726462573815774,0,0,-0.00406956506182993,0,0,0.00331032164453758,0,0,0.184889133096012,0.0608542940782117,0,0,-0.0278713489242613
SPX.Index,0,0.0342183382316776,0,-0.00503074054191493,-0.031894892510758,0,-0.0382188257431355,0.00402762197058311,0,0,0.0373955749131486,0,0.000407471002772746,0,-0.0201282350097961,0,0,-0.0136384766738296
VIX.Index,-0.901025549714324,-0.0762980585339926,0.156164709867333,0.0181055650994235,0,0.847457512660359,-0.328513147066647,0,0,0.00865800772841968,0.133356337548641,0,-0.097372117721049,0,0.40011068084371,0,-0.361936008093192,0
