,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0498469271010131,0.924599439240214,-0.0992664480320777,0.0617280135314708,0.0169897199411083,0.215763893568923,-0.0195651051334165,0.0351946737126496,0.0663293855094105,-0.183267315075208,0,0,0.0769835909206563
XRP,0.223265905159365,0,-0.182748279358545,0,0.0959626989206643,-0.160142986087704,0.716755053135849,-0.528525563683423,0.0174148571875814,-0.140225678938913,-0.392460983194873,-2.77555756156289e-17,0,2.25337112219521,0.360108623751831
ETH,0,-0.0650023995648598,0,0,-0.13054298224636,0,-0.141707316690276,0,0,0.132675992479566,0,0,0,0,0.143818205073886
LTC,0.811873211535176,0,0.00917047818967035,0,0.0918230000433065,-0.0807167003677427,-0.0534232176677388,-0.0519529613579503,-0.0112161741281564,-0.0458545184130662,0.242302818353836,0,0,-0.327120519273906,-0.0477936866835403
DOGE,-0.287035222319499,-0.066967744659173,0.135376878970996,1.56132035922925,0,0.133232275480976,0.761980088526542,0.283621515820541,0,-0.134704898063128,-0.545761426432556,0.391571845464817,0,0,-0.194664193184243
DASH,0.710750280701708,0.195034174672009,-0.4178318906519,-0.159346529939158,0,0,-0.352197602306249,-0.453848113027508,-0.0784898091626702,0.0469131532248645,0.63837489467859,0.340994175180227,0,0,0
XLM,-0.0577464219634438,0,0,0,0.336249907029964,-0.0830930735335925,0,-0.0559182992043331,0.151414439580456,0.133061629187026,-0.830352421743802,0.937197438799773,0,0,-0.234744541136304
XMR,0.736133650665857,0,-0.173931469316666,0,0.0865693739896531,-0.0796639556699264,0.0728493681317643,0,-0.108945447158391,-0.0191813658799472,1.21477034146073,0,0,0,0.00911447254120646
XEM,0,0.464524668648025,0.213532434630355,0,0.0380800240204955,0,0.151860009709659,-0.266329493512871,0,0.197158723319008,0,-3.38825560317511,0,0,-3.46944695195361e-18
DGB,0.873993724496411,8.67361737988404e-19,-0.112550734525996,-0.170015372395511,0,-0.101036593305992,0.272357423669219,0,0.149318769954361,0,-1.52824865742664,0,0,0,0.203247127684546
BV010082.Index,0.0585927228286823,-0.0131140728317448,0,0.0175371138434425,0,-0.00744888997202105,0.023422978823999,-0.0228680799420437,0.0167215746320565,0,0,-0.169518568133924,0,0.118065084848814,-0.0680096742024291
CVIX.Index,0,-0.126409152369363,-0.109403217523397,0.110768764823551,0.0104441585233146,-0.0387958454252826,-0.0833213874728688,-0.0184243260181619,-0.0379139795567782,-0.00518076383982739,0,0,0.307932865532954,0,0.116221511024392
DXY.Curncy,0,0.00283069045388626,0,-0.0265997985719574,0.0153839295627137,0,-0.0539861580773303,0.0348303093003987,0.00504332029483809,0,0,0.111481220826583,0,0,-0.0417248430509559
SPX.Index,0,0.04083846350289,-0.0468999852884029,0,-0.0127572681490386,2.16840434497101e-19,0,0,0,0.00388055171058891,0.0282006861691447,0,0,0,-0.119936598636147
VIX.Index,0,0.184014135093088,0.0816536508626708,0,-0.141702995476332,0.11346822114788,0.273612841443076,-0.128902010095581,-0.159645642233729,0.222257397907582,0,6.93889390390723e-18,0,-5.25086382432908,0
