,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.288424635756173,0.136260468204479,0.0345771209154463,0,0.0184764293568233,0,0,0,0,0,0.0870913949726733,0,0,0,0,-0.110289233555
ETH,0.273280025715872,0,0.139430028259802,0,0.0984168300599673,0,0,0.0346059117340208,0.157277432886678,0.143790209720028,0.0567708879098345,0,0,0,-3.46944695195361e-18,0,0,0,0,0
XRP,-0.197887975403418,0.561141322012685,0,-0.0756826425349046,0.044376258434508,0,-0.128899227559323,0,0.5428725289789,0,0,-0.0236000120575692,0,0.0348447614006142,0.138994993715367,0,0,0,0,-0.0269942921704006
BCH,0.0464410181242936,0,-6.93889390390723e-18,0,0,-0.404795958667311,0.184446313471855,0.0392572195660125,0.163413321802152,0,0.444844331092911,-0.0747197757301272,0,0.0464078919821477,0.118449172358801,0,0.253439525681253,0,0,0
LTC,0,0,0.349624343640701,-0.118628353485387,0,0,0.18694622522475,0,0.00448854075025488,0,0.613776865606263,-0.0520193670248772,0,0,-0.00373356379577061,0,0,0,0,0
DASH,0,0,0.320324817462401,0.24632581761975,-0.147959415710889,0,0.0621877926666769,0,0.114958909555407,0.184008502129693,0,0,0,0.0235522018212398,0.0746831389868363,0,0,0,0,0
XEM,0,0.546440904130914,-0.123287647077285,0.207482355073337,0.0534522240207032,0,0,0.0255204051153585,0.264563980318703,0.0603743377875168,-0.0254236039314523,-0.0808132142152907,0,0.0260945308762507,0.0836928758466274,0,0,0,0,0
NEO,0,0.305925833561075,0,0.153034262972584,0,0,-0.0825299916513755,0,0.43553707908957,0.0858358012441767,-0.0562873623801964,0.0533401758322332,0.261753320465705,0.176396985674545,0.0277404284910624,0.284559831604035,0,0,0,-0.386893454200475
XMR,0,0,0.334549850028009,0.119370188616686,0,0,0,0.129890380766062,0,0.00228520864932585,0.132825398635193,0.0547636111926837,0.24821391393464,0,0,0,0,0,0,0
MIOTA,-0.397597420003554,0.179070164930278,0,0,0,0,0.16232830258117,-0.171324504659046,0,0,0.0873451391132278,0,0.353539569239553,0.0631547751293573,0.37426216148604,0,0,0,0,0.140844990984218
ETC,0,0.178110910494175,0.163975679610619,0,0.654870920602528,0.0758230219163007,-0.00572471816052,0.00789350405972359,0,6.93889390390723e-18,0,0,0,0.0916475593158499,0,0,0,0,0,0
ADA,0.625658728988101,-0.448669966852392,0,0,0,0,0.439273806867026,0.0612074338098612,-0.237411441271963,0.115259079051382,-0.141418835655298,0,0,-0.139415188459301,0,0,1.96141682915382,0,0,0
ZEC,0,0,0.0594999025594754,0.132773456341301,0,0.328032469825393,0.214951504106737,-0.0826238225634319,0.0786592659800336,0.214275288316658,0,0,0,0.0571347941149336,0.137692321203334,0,0,0,0,0.0826307876666552
XLM,0,0,0.545704409119256,0.155021042356671,0,0,0,0.216196522208017,0,0.801963902409222,0.531165755742489,-0.0318538204319561,0,0,-0.586977589062507,0,0,0,0,-0.325679972633115
EOS,0.165455075514484,0.457389282606951,0,0,0.244920402054552,0.0547272348096588,-0.428837752171997,0.176449344904783,0.300291127270329,0.211483706523912,0,-0.168648840129617,0.201920981820958,0.116085069159398,0,0,0,0,0,0
BV010082.Index,0.068803396426783,0,0.0157144884517621,-0.0199333366171956,-0.0101671936147528,-0.0305658272369422,0,0.0261185530139052,-0.0976354422671096,0,0,-0.0187690967274888,0,0.008813247984821,0.0397098168237995,0,0,0,0,-0.0661910112616539
CVIX.Index,0,0,0,0.0966089764627579,0,-0.141566644687907,0.139873786761864,-0.0188785415277133,0,-0.0142985024723905,-0.0610261910797342,0,0,0,-0.0332898526525454,0,0,0,0,0.0413241336655125
DXY.Curncy,0,1.0842021724855e-19,0,0.0112862932130229,0,-0.0376893677530672,-0.00113441165344452,0.00622016875774418,0.00498960199430818,0,0,-0.0104847280558633,0.00866399439079994,0.00198054217055039,0,0.0384393907303204,-0.020138123829968,0,0,-0.00332065418866156
SPX.Index,0,0,0,0,0,0,0.00632288310714229,7.84810329448938e-05,0,0.00805016247253451,0,0,-0.0207496618223758,0.000936331422565715,0,0,0,0,0,-0.0344276921655988
VIX.Index,0,0.194322605150499,0.0607524342239255,-0.198528510693323,0.392221046004779,-0.119542289747025,-0.149277872575111,0.0133931091899391,0,0.142840555935678,-0.361726135022017,0.00412986814463502,0.446418940264069,0.0749967947299614,-0.418934048127805,0,0.527956834802156,0,0,0
