,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.266820311439016,0,0,0.0473567378198622,0,0.313550825945417,0.253489987040879,0.0206463720969773,-0.0181338528052588,-0.190149027175372,-0.150918229874814,0.20222245300886,0,0,0,0,-0.0917666168441866
ETH,0,0,0.109589513681625,-0.038701348909978,-0.112189776186054,-0.147265770201951,0.378467489236736,1.03733390633372,-0.118272226324303,0,-0.242906789712096,0,0.135304614714803,0,-0.504867515231534,0,0,-0.0105693331117797
XRP,-0.205131675678461,0.216187194705363,0,-0.119936479044275,-0.478890925160602,0,0.447987533639929,-0.563509489108511,0.879728598568958,-0.389628653481199,0.281646042272371,0.148807760950291,-0.783806989810039,0,0.872214250183556,0,0,0
LTC,-0.460678909379392,-0.0465759460800142,0.0839997665050338,0,0,0.137532014173709,0.266588066876874,0.0689274754807228,0.0271428219968986,0.341763911101789,-0.279492151507951,0,0.0557815911968805,0.626774634220774,0,0,0,0
XEM,-0.416522903258285,0,0.095785345896608,0,0,0.190554142259116,0,0.349979834673304,0,-0.118027656712173,-0.347411473527056,0.482951841523764,0.391687293499544,0,0,0,0,-0.589667346455381
DASH,-0.205341530944883,0,-0.0439266300390754,0.0475506629485237,0.168648778535979,0,0.0596698397517961,-0.229823023292286,0,-0.173677709990391,0.253914110556441,0.11342019461717,0.0568487190486202,0,0,0,0,-0.178198326608036
ETC,-2.16840434497101e-19,0.403683322692081,-0.067710058830743,0.226179658936957,0.0808492208698857,-0.17147151451568,0,0,-0.0181824554159442,0.0940161811698414,0.262145523885939,-0.0783675284934608,-0.103281769734042,0,0.344886173855377,0,0,0.123555718335795
XMR,0.447661922900574,0.327697741586836,-0.00611532621970405,-0.107887267156073,-0.117628704129714,0.0775070625290061,0.11823689674626,0,0,0,0.3334810328828,0,-0.111209973456139,-0.362362002734392,-0.0655031295579192,0,0,-0.227317256547258
XLM,0.0533615038239925,0.113182381309318,0.235530467983296,0.308644523177366,0,0,0.0193030691815654,0.373225359828477,0,0.0964832526646206,0.0410119463006769,0.102327870631676,-0.238361916694419,0.482530550758534,0,0,0,-0.0814630013574055
DOGE,0,0.228436745161107,0,0.326621441657583,-0.0248460699344242,0.0852514369928357,-0.064519281709965,0,0.267369960027166,0,0.189916491547385,0.0272416814683384,0.108676693173407,0,0,0,0,0.410368282010265
ZEC,-0.0612758865313303,0.0314484885591429,0.0216875603538064,-0.033383281812664,-0.0317724821803295,0.192591294821491,0,0.266556891471325,-0.0764381924100002,0.299668870416226,0,0,0,0,0.232312405576681,0,0,-0.169266975078747
NEO,-0.482820540159311,0.0327640053554709,-0.0973802695440048,0,0.0079504107678086,0,-0.0561231062884525,0,0,0.181182682486597,0.171583130829046,0,0.0743516555441988,0,0,0,0,0
DGB,0.126518797853227,0.099068070821636,-0.0196893877732374,-0.244224201051944,0.0487817604560523,0,0,0,-0.00808547480561934,0,0,0.210877972183503,0,0,0,0,0,0
BV010082.Index,0.147831032667113,-0.0544573544713074,0,0,-0.0120111664503223,0.0401988585891625,-0.0722771957543369,-0.0370278106484792,0.0257630989304341,0,-0.0328510506007156,0.00641387668780029,0.0188589648944626,0,0,0,0,0
CVIX.Index,0.202007050077361,-0.158375661724998,0.0383999813130039,0.0194736323393037,-0.432657279411242,0.0985755849035693,-0.220117538840253,0.324595184044388,-0.0273650129942818,0,0.0573728971576638,0.138833947118733,0.125956524026073,-0.541327828189621,0,0,0,0
DXY.Curncy,0.0355384104963532,0.0122361137680639,0.00052607826111507,0.000691273250215352,-0.00503350517819352,-0.00758392121805134,0,0,0.00219082221273738,0,0,0,-0.00385575742395295,0.0975762536873489,0.00462065225035108,0,0,0.0314557653325555
SPX.Index,0.00450079540454185,0.0202577734622763,0,0,-0.00429730752384731,0,0,-1.0842021724855e-19,0.00703004588793354,0,-0.0143542391575737,-0.00290673480371419,0.00267451051381392,0,0,0,0,-0.0512136868028538
VIX.Index,0.000679636683684648,-0.124379256914621,0,0,-0.377205234569328,0,0,0,0.0199495205972227,0.0351926373410883,0,0,0.140746130038644,-0.120270352749547,-0.739863501278183,0,0,0
