,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.266820311439016,0,0,0.0473567378198621,0,0.313550825945418,0.253489987040879,0.0206463720969772,-0.0181338528052593,-0.190149027175371,-0.150918229874814,0.20222245300886,0,0,0,0,-0.0917666168441866
ETH,0,0,0.109589513681625,-0.0387013489099781,-0.112189776186054,-0.147265770201951,0.378467489236736,1.03733390633372,-0.118272226324303,0,-0.242906789712096,0,0.135304614714803,0,-0.504867515231534,0,0,-0.0105693331117786
XRP,0,-6.93889390390723e-18,0,0,-0.468051300711756,0.0560992944598621,0.644825724494968,-0.487024940084288,0.865895393180812,-0.306560778578568,0.368364708324683,0.201496450422654,-0.801467998905432,0,0,0,0,0
LTC,-0.419860257291743,-0.0903265575706059,0.0577447258088204,0,-0.0861232551011827,0.10894372965475,0.266266174418317,0,0.00744634300469357,0.370631235072624,-0.226735037425494,0,0.0558304642994147,0.652040452350046,-0.0728711415192682,0,0,0
XEM,-0.177497997462042,0,0.11069410968396,0,0,0.168360682365318,-0.0173407696534769,0.420291747765722,0,-0.169797357549244,-0.312753373597607,0.44335965552068,0.421657143484239,0,0,0,0,-0.602824928559358
DASH,-0.207664053127652,0,-0.0683281834705045,0,0.163407749763039,0,0.060646575382735,-0.22591725631286,0.0501572617091128,-0.151073579958569,0.26066430270231,0.127421533404675,0.0463372513426291,0,0,0,0,-0.183719333426775
ETC,0,0.39922578652881,-0.0639522652917129,0.22858660961071,0.0808105749538979,-0.184761012786727,0,0,-0.0145999797505521,0.0905354500727754,0.267381279732921,-0.0834945249477635,-0.109087574894569,0,0.302980833538003,0,0,0.133539531891433
XMR,0.141906445682457,0.261850008276989,-0.030248029853388,-0.152766013667267,0,0,-0.150666956296905,0,0.148127153048931,-0.123264708785145,0.0247913353510318,0.0763955392824937,-0.0309423366887545,0,-0.113214354033301,0,0,0
XLM,-0.573357759613749,-0.494391183393434,0.170661218722973,0.129257613976531,-0.371433617550815,0,0.443451900271732,0.885087861005435,0,0.635955094614739,6.93889390390723e-18,0.220280437686599,0.287908233983951,0.524505191948042,0,0,0,-0.32617714449774
DOGE,0,0.226949092912448,0,0.326540812802732,-0.0226426330763625,0.0826066016320355,-0.0592548482464495,0,0.267347218410055,0,0.17993929789,0.0293822333566804,0.10963627521416,0,0,0,0,0.395205099469743
ZEC,-0.118203573009522,0.030928678043275,0.0309766684112713,8.67361737988404e-19,-0.0611931634561255,0.123107491429571,0.052678194439578,0.348223109273811,-0.0651952721707571,0.237393029632702,0,0,6.93889390390723e-18,0,0.0494831862275247,0,0,-0.240805043238465
NEO,-0.466539186294529,0.0420786307193267,-0.0991053548163027,0,0.00993297622159766,0,-0.0549814706639253,0,0,0.184202385436953,0.160667635570705,0,0.0736435531258312,0,0,0,0,0
DGB,0,0.00654654257683718,0.00501748974217106,-0.288720250987606,0,0,0.221308677392607,0,0.0210096736270708,0.0912017040274571,0,0.204163558112795,0,0,0,0,0,0.287149307471313
BV010082.Index,0,-0.0738205914623707,0,0,0,0.0571602909649362,-0.0786092255073156,-0.0368139327379196,0.00381995121589608,0.0283874352878381,-0.137252826288927,0,0.0214624375123613,0,0,0,0,-0.0726431948657139
CVIX.Index,0,-0.180553311357185,0.0198252395099345,0.0846376061602152,-0.440684849643498,0,-0.211761794369075,0.476451730626437,0,0,0.0913402394005227,0.00543170051620837,0.076988923586767,0,0,0,0,0
DXY.Curncy,0.0365480992901276,0.00775995146282517,0.00079680227204443,0.00420702399278178,-0.00712238003209123,-0.00760890505754146,0,0,0.00171674292056834,-0.00215037947929069,0.00327861552893964,6.7762635780344e-21,-0.00303317809153993,0.0883637298737678,0,0,0,0.0285643181093603
SPX.Index,0.0171934076541643,0.0200198938504879,0,0.00126427857970329,-0.00575540320976031,0,0,0,0.00719548099611919,0,-0.0131831968951525,-0.00332327931382338,0.000566412331668659,0,0,0,0,-0.051251929448935
VIX.Index,0,-0.322268678536264,0.0465125775198657,0.0603035018562258,-0.205037791211891,0.102424687297266,0,0,0,-0.00121660624330397,-0.00503234795844969,0,0.249212280034524,-1.25833245650673,-0.75437992563992,0,0,0
