,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.103433145340841,0.393013774591738,0,0.0494079462273468,0.42213017142322,0.0379377857084491,0.070516086428027,0.137418047648619,0.0361349653242952,0,0,0,0,-0.051839716167016
XRP,0,0,0.0104320314635425,-0.0955478843797976,0.311612024714845,0.627991087196675,0.0587084146935282,-0.0514275459794201,0,-0.230439732689624,4.33680868994202e-19,0.365397493490133,0,0,-0.280409239008405
LTC,0,0,0,0,0.311535719075641,0.400430487706556,0.088648207975549,0,0.100827151362907,0.181640751306074,0,0,0,0,0.0405434252565416
ETH,10.512616469561,-2.86018971474948,1.50964916676921,0,2.73467193335798,0,-0.752555989853407,-0.215919650812335,0,-2.0248731189577,-1.79467230613182,1.71664698114395,0,0,-1.94855885199263
DASH,0,0,0.0746585270533587,0,0,0.537926359943592,0.150085938981033,0.0568411790374322,-0.0869042749219477,0.0814359072268381,0,0.571220275286339,0,0,-0.174735309239065
DOGE,0.215913397903562,0,0.130095564915373,0.00534727421508368,0,0,0.189084690139902,0.0389905059033867,-0.0537884842556789,0,0,0,0,0,-0.0616115598548881
XLM,0.262319713009338,-0.343782623703636,0.284122754037402,-0.0342112749663474,0.213038848801987,0.374694270401825,0,0,0.0419482307858317,-0.147265329673146,0,-0.320238221648464,0,0,0
XMR,2.24622496590225,0,0,-0.0820640706934383,0,0,0.286045156096433,0,-0.0602199826023515,-0.095879466460545,0,0,0,0,0.121108142724598
XEM,2.22861304387148,-0.340677624126187,-0.449662493396555,-0.056995559320906,0.0897723366639703,0,-0.140752235292389,-0.705772078561763,0,-0.0620123342302296,1.88897118856389,0,5.04484369923285,0.759818738907817,0.31281838277035
DGB,0,0,0.610068567904514,-0.0840655591350124,1.68614347380984,-1.87259264955235,0.0850115556715197,0.481734005345232,0.268806662261808,0,-0.654705117751055,0,0,0,-0.253386328735672
BV010082.Index,-0.701408583345491,0,0.609398572971594,0,-0.0743662872789842,0.010795654366364,0.0975010373799487,-0.0865659839480793,0.154524018861435,0,0,0.270930288787671,0,0,0
CVIX.Index,0,0,0.185117871688408,-0.0228405058044959,0.335165163824465,0,-0.0401384101530938,-0.111258879358196,0.0591287270282785,-0.00144298533517299,0,0,0,0,0.115136768311556
DXY.Curncy,0,-0.0324995679219959,0.0231248681934316,-0.00361087844946009,-0.0599535388907124,0,0.0135429851591443,0,0.0356547008612016,0,0,0,0,0,-0.0174019007389714
SPX.Index,-0.20755670097078,0.00862616509709899,0.172905016846761,-0.00369710527009401,0,-0.00998397133580168,-0.0804770254045679,0,0.0368468609872296,0.011722693703553,-0.0457162515796766,-0.0890705511386737,-0.556909798714603,0,-0.107867039898183
VIX.Index,0,-0.452276341056937,0.681742715860521,-0.0927013157761788,0,0,-0.68089408382273,0,-0.0703838605444087,-0.10480319972631,0.12751019772462,0.997770274979757,0,-2.93412940130246,0
