,BTC,ETH,DASH,XMR,XRP,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.167693292503217,0.22129368912986,0.160600633837243,0.0130349671705776,0.241377005402225,0.374223515525165,0.134371378103537,-0.278814601655249,0.357334166552238,0,-0.222629815544962,0.0770786933975981,-0.112954858158624,0.0698295281385292,0,0,0
ETH,0.647835746846212,0,0,0.719871154744457,0,0.149224996762751,0,0,-0.189076388492869,0,-0.11830115268868,-0.219686995613831,0.116087677879953,0.198302429492835,-0.174329121272455,0,0,0
DASH,0,0.112131744970072,0,0,0,-0.114696325029689,0,0.0897700756748877,0,0,0,0.301941551932627,0,0,0.460026433542226,0,0,0
XMR,0.150097961672628,0.651828130003576,-0.115152229511408,0,0,0,0,0.0573585296762154,0,0,-0.202589783037468,-0.057726329288936,0.00018445144677475,0,-0.495346003793151,0,0,0
XRP,0.158740836050624,0,0,-0.103394535844258,0,-0.0866205292721364,0,0.0706161434895278,0.0291716209189787,0.436094681359852,0.0177076053833576,-0.0922372922007505,0.0402780848747247,0.423342813980377,0,0,0,0.0983951379543166
ETC,0.819403210991045,0,0.0385327472474682,0,0,0,0.495773788185538,-0.0400439560486872,0.0964061372846611,0.170408816002062,0.286035238368696,0.125023431040581,-0.0206032071135125,-0.331789476027266,-0.352608382801168,0,0,0.0776975932377518
LTC,0.187870230486628,0,0.0275277119503456,0.136851788376512,-0.0519406700272219,0.137399632460149,0,-0.101804923059859,0.045524864343234,0,0.0229688068136509,-0.0344526194435645,-0.0419827761541595,0,0,0,0,0.0711802572603941
XEM,0.991377953369053,0.273493031253445,0.318180066487991,0.197118642569265,-0.0762259039316807,0,-1.97844250970687,0,0,0.0574218865211855,0.306060375872928,-0.25394190372366,-0.457271752202418,0,-0.687107688860502,0,0,-0.199054530653418
ZEC,-0.108334830701359,0.457390536983688,0.160206433037981,-0.218941506059131,0,0,0,0,0,0.711228604638621,-0.32053997949408,-0.0296139261532957,-0.156925551529209,-0.543809040757766,0,0,0,-0.325153253992456
DOGE,0.30157798935039,0.0310900445610478,-0.10540541427433,0,0.228332378254868,0,0,0.0302449666694294,0.213453303877899,0,0,-0.0135798295452092,0.20949386937293,0.184641489961778,0.046434422153901,0,0,0.0162818133849334
XLM,0,0,-0.0373794806485586,0.279930254369663,0,-0.026326753884241,0,0.0205552430108793,-0.115673060573606,0,0,0.060908430309088,0.236445482895966,-0.338157059238555,0,0,0,0
NEO,0,-0.16402094632142,-0.0285669573945997,0.221053102087399,-0.354773583150787,0.196264177293907,-0.33550705914357,-0.0395214475291296,0.27729305514598,0,2.16840434497101e-19,0,0.211415448022854,0,0,0,0,0
DGB,0,0.0848362106632116,0,-0.0837568920989127,0,-0.144672520100071,0,0.00425748279792914,-0.0582915985562754,0.735840976303802,0.385689026775394,0.116432607351965,0,-0.263779938907767,0,0,0,-0.447272019293961
BV010082.Index,0,0,0.101717280900318,-0.0927857618651761,0,-0.0288298529107592,-0.29245937600115,-0.0181971392520585,0.0159066786064475,0.114512160887441,0.145763754017235,-0.136184827309074,0.0248535006838596,0,0,0,0,0.0933249922009677
CVIX.Index,0.168940611665765,0,-0.0419532287954631,0.0303820772329243,0.0803354072789103,-0.011002149172109,0,-0.113732552180488,0,0.475394969174339,0,0.0482073999310768,-0.173814990910652,0,0,0,0,0.299987895219825
DXY.Curncy,0.00966031690583135,0,-0.00888117147509093,-0.0143877970833869,-0.0284663873159376,0.0251021646082475,0.0205089334592277,-0.0097837322071648,0,0,0.00115825572589033,0,0,0.158329594096255,0.0517939145654653,0,0,-0.0173874141318078
SPX.Index,0,0.00726923157929161,-0.000163702313915689,-0.00703055600542894,-0.0221319674000793,-0.0199327473110164,0,0.00351403850580471,0.00582363411309724,0.0306910261453103,0.0245962599043055,0,0.00197002514821168,-0.0559351507243476,-0.00685682400062526,0,0,-0.0121326776779879
VIX.Index,-0.403107990787154,0,1.73472347597681e-18,0.19371138146417,0,-0.263560904546988,0,-0.163607003207899,0,0.151706446486005,0.518646347578633,0,-0.0213663854556952,0,0.437472718191457,0,0,0
