,BTC,ETH,XRP,BCH,ADA,LTC,XEM,NEO,EOS,XLM,MIOTA,DASH,XMR,TRX,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.136497540890073,0,-0.0928333470126851,0,0.0118512399393932,-0.00787226727049085,0,0.122081610334181,0.116243214393093,0,0,0.269880252845747,-0.0249634327720634,0,0,0,0,0,-0.0323228028312853
ETH,-0.105788022058988,0,0.000353046507646766,0.0268286066009808,0.0176606138158215,0.232150880710884,0,0.134396525823289,0.0180479286005154,0,0.0667075158398274,0.0208811707836454,0,0.0312153465206937,0.143841933135206,0,0,0,0,0
XRP,0,0,0,0.0684204988023931,1.73472347597681e-18,0,0.087997453311342,0,0.238603513288123,0.370096453111696,0,0.228166387235883,0,0.0379626800406431,0.136775592020671,0,0,0,0,0.124207766106339
BCH,0,0.195999382742346,-0.0932991707048893,0,-0.0152888203646301,0,0.148132939194937,0.115583113403025,0,2.16840434497101e-19,-0.0430093687427998,0.237400171855784,0.218298150080832,0.0568479721706739,0.0936872016611592,0,0,0,0,0.352824322441367
ADA,0,0,0.217420414243316,0.005528643681958,0,0.058480709743089,0.0790747939468673,0.320539996163009,0,0.284168554604049,0,0,0,0.0437026429883161,0.0354561640163169,0,0,0,0,0
LTC,0.0927330979003922,0.131578152747442,0,0,0.0177314177523441,0,0,0,0.00286541898522493,0,0.198324800163779,0,0,0.0770504573155166,0,0,0,0,0,0
XEM,0,0,0.170975189959501,0.0293352407178404,0.0374083471253389,0,0,0.229944357112407,0.0505360412045836,0,0.189110583546103,0,0,0,0.204015013055921,0,0,0,0,0
NEO,-8.67361737988404e-19,0.701132730714514,0,0,0.00907838359075024,0.0681175400587351,0,0,0,0.125729521606301,-0.0207403964017716,0,0,0.0632495219039338,-0.0787773717994067,0,0,0,0,0
EOS,0,0.045078620204155,0,0.0394041639238959,-0.0422002509637732,0.224785314956119,0.096510491095641,0,0,0.281375450635673,-0.00676590800266576,0,0,0.130829665612792,0.230637058781105,0,0,0,0,0
XLM,0.130363250822484,0.148000015724373,0.22825140160481,0,0.266850820654665,0.0459906128018131,0.0320474286411766,0,0,0,0.0550133898050235,0,0.324157284565941,-0.204253269462928,0,0,0,0,0,0
MIOTA,0.043984191945552,0,-0.22276536915439,0,0,0,0,0.0658265060284892,0.403993326664479,0.368133712330177,0,0.1730777891409,0.130491290447191,-0.103966951019327,0.0716114560096732,0,0,0,0,0
DASH,-0.0301032252878057,0.034843863634384,0.0469718993276157,0.0583920772895859,0.0129148153544252,0.242118827769899,-4.33680868994202e-19,0,0.117372312146195,0,0.0592322939301268,0,0.0962024418722773,-0.0332591081504258,0.102519545115897,0,0,0,0,0
XMR,0.0523773032028922,0,0,0.0929286248851944,0,0.113737745294838,0,0,0,0.195772909897898,0.0627827378701651,0,0,0.124293663038889,0.164519983143123,0,0,0,0,0
TRX,1.55543364211567,0,0.0834825515172986,0,0.291772255585518,-0.601879688229165,-0.737811245948915,-0.0347868714565029,0,0,0.123709718031445,0,0,0,0.347806559863251,0,0,0,0,0
BTG,0,0,0.0325568617936754,0.42952302654446,0.0396178371551424,0,0.0793642237439288,0,0.217930853160218,-1.73472347597681e-18,0.00447009925479382,0,0,0.0257663822397697,0,0,0,0,0,0
BV010082.Index,-0.0256405695855562,0,-0.0178390624675335,-0.0368325361798253,-0.00862557467237498,0.00498397981983084,0.00797355463280288,-0.00536109632609877,0,0.00973658358217988,0.013648099543817,0.0475181730646442,0.0233950594285326,-0.00529377239346392,0,0,0,0,0,0
CVIX.Index,-0.00446552326769619,0,0.0305094169965114,0,0,-0.0790693347610925,0.0073667809298412,-0.0544641835332702,-0.00725759406292962,0.0132055674528856,0.0124961564916478,-1.73472347597681e-18,-0.00885929137423655,-0.0269665605625676,0,0,0,0,0,-0.0681470167374983
DXY.Curncy,0,0,0.00174695784570832,0,0,-0.00158890635870148,-5.42101086242752e-20,-0.003614578236212,-0.0041069384935969,-0.0130223315692882,0.0132825767362904,-0.0148058645714593,0.0145193799390073,0.0047117452676289,-0.0118925125976103,-0.0154333842756174,0,0,0,-0.0261989108405033
SPX.Index,0,0.00869928787257535,0.000323404562247974,0,0.00476387676931986,0.00132547987597907,0,0.00189008099122128,0.00170200135509286,-0.00507674886731989,0,0.00331473634387299,0,-0.0022594497009074,0,0,0,0,0,-0.0399166588487114
VIX.Index,0,-0.352691731547689,0.0806134452786175,0.0934740003592205,0.0299068794876996,-0.0174775811098627,-0.0538427585587293,0.0146132862404017,0,-0.0917720831885884,0.149224982232656,-0.131860970497178,0,-0.0274546480083751,0,-0.594618723555952,0,0,0,0
