,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.181897546005405,-0.0157807053270852,0.108280961972263,0.0470574479517987,0.000957367871488668,-0.0258404343338422,0,0.211460395846004,0.102987433522383,0.0462583640365508,0,-0.161322487758271,0,0,0
ETH,0.29072274685183,0,0.275960232332996,0,0.0176007007274589,-0.0545951203276556,0.150513802651239,0.221310107204163,0.389199071893776,-0.402978950186557,0.213978038049281,-0.255827970972772,0.139485404256924,0,0,0
XRP,0,-0.305427807762795,0,0,0.0623701800015669,-0.0670187268426836,0.166822028825123,0.174404508295856,0,0.26124542259687,0.160525575459776,-0.109566632108069,-0.459392546318189,0,0,0.228355651773133
LTC,0.585700153599229,0,0,0,0.0160915738552113,0,0.0143592506249957,0,0.121892473801192,0,0.0103854581789119,0,0,0,0,0.00324300335696526
XMR,0,0.364437334690977,-0.53621230273418,0,0,0.121292758219875,0.355629767423466,-0.300381567700017,0,0.791862841341615,0,0,0.91342573002588,0,0,-0.666759068140226
ETC,0,-2.72505768987805,0.713023318315035,0,0.317237279771389,0,1.68169832163775,0,0.409349887900537,0,0.928204482277504,0,0,0,0,-0.181410244031981
DASH,0,0,0,0,0.0519059372839313,0.0376715628270776,0,0.151532887750733,0,0.137544323914161,-0.128323979944417,0,0,0,0,-0.247628283409848
XEM,1.16634642075735,0.197995972707187,0.0678504472684499,-0.55926882552049,0.0110216477915911,0.0267044700260595,0.271343294032539,0,-0.0465782126438538,0.125124935936963,0.12151046519341,-0.139069034114134,0,0,0,-0.0828192530936104
DOGE,-0.39000365360896,0.235697859758716,0.163653917511439,0,0,0,0,0,0,0.0975377755084923,0.0462163339030366,0,0,0,0,0.0753925700191806
XLM,1.29974532483926,-0.38560817892173,0.361170701410541,-0.111728126744588,-0.0266224170084299,-0.075858815852523,0.0745220384876245,0.0405689751317825,-0.125497319604609,0,-0.097176563737812,0,0.458337582627032,0,0,0.11628817938014
DGB,-1.53237232620077,1.05774655877467,0.259810534391239,0,0.0764221339172852,0.192367489889747,0.285354615102493,0,0,0.525103118155964,0,0,0.195356425836685,0,0,0
BV010082.Index,-0.0381732035510458,0,-0.0128919110810154,-0.215696382975936,0.028190369847668,0.00646310726068885,-0.0651273150275775,0,-0.0958752629457784,-0.0413936577644818,0.00354356491359079,0,0,0.68189416988529,0,0.0664562506193153
CVIX.Index,0,-0.29274984613777,0.0716646101826415,-0.0294597414988088,0.00944126818337383,-0.0206715463943769,-0.00289794640836605,0.114073035891152,0.211414216166024,0,0.0989622944307635,0,0,0,1.15351553288774,0.300351373656492
DXY.Curncy,-0.0267110215315466,0.00298992153985935,0.00958787002775892,0,0.00513276209998125,0.00257181913392802,0.0193609739623957,-0.00681528580653582,0,0.0479929584158512,-0.0269362531758483,0.185968610127955,-0.0108895149949675,0,0,4.33680868994202e-19
SPX.Index,-0.0116715459765754,-0.00482423990644031,0,0,0.00280438700571143,0.00501967190980844,0.0160275800935528,0.0251041985921436,0.0482429724519666,-0.00114332521986826,0,-0.0193719802394602,0,0,0,-0.061902059569561
VIX.Index,0,-0.0252763124606299,0.190969749275352,0,-0.16602630281784,0.0349154847138813,0,-0.129959170177536,0.0799019564235957,-0.475733768882546,0.159500433904362,0.577346606034143,1.57529562696811,0,-5.26852139631969,0
