,BTC,ETH,BCH,XRP,MIOTA,DASH,LTC,BTG,ADA,XMR,ETC,NEO,XEM,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0681328182742956,-0.0611136361812878,0,-0.0992654191574841,0.366371810598806,0.0093002039248514,0.149686862734331,0,-0.0761435580960331,0.0473785093749923,-0.410729011232763,0.166736207775214,-0.0781190264207252,-0.213663483855837,0,0,0,-0.178225301673984
ETH,0,0,-0.031690494104199,0.196355402359132,0,-0.103931768581954,0,0.0690289647912659,-0.0378070395613025,0.164442222068893,-0.077229148646694,0.0764828438003076,0.135128395085574,0,-0.00907576434293693,0,0,0,0,0.00662801485466673
BCH,0,0,0,-0.0389904476785852,0,0,-1.43872303672728,0.213222575749775,-0.0602957760593234,0,0.429566134193161,0.667868455553158,0,0.164732766401882,1.73472347597681e-18,0,0,0,0,0
XRP,0,0.422512643701693,-0.00859698982058125,0,0.083974138079117,0,0.0428045900130009,-0.0476444823852042,0,0.335671129179582,0.0958336610277585,0,0,0.0301961161870077,0,0,0,0,0,0
MIOTA,0,0,-0.145394074165544,0.244893654028049,0,0.19393512831382,-0.438215703449536,-0.0198422438046351,0.199527076745607,0.00654498625486992,0,0.0775044901414426,0.529778007948281,0.126793117940441,0.0853631361699262,0,0,0,0,0
DASH,-0.786080737282294,0,0,0,0.0917233775000046,0,0.0186406239850156,0.0810583925325576,0.122267686559864,0.160380945478165,-0.298206822990182,0.0703327632055696,-0.277446209300714,0.104102878744382,0,0,0,0,0,0
LTC,0,0,-0.0809001903407433,0.238852904942662,0.0809764366987984,0,0,0,-0.044039256660286,0.047848893094983,0.109889482348406,-0.0335116938004845,0.228162694728403,0.0779371422309445,-0.0698069539509814,0,0.173479274068,0,0,0
BTG,2.4512540986493,-0.277074421343913,0,0,0,0,-1.41019324769066,0,-0.198173322186412,-0.334390483249529,1.21028791415864,0,-1.64625635736902,-1.0575389917658,0.230367315123292,0,0,0,0,-1.12803612595549
ADA,0.567705881318442,0.48054058229901,-0.0696334961406666,0,0.100055022471788,0.267019769664161,0.101350168085573,0,0,0,0.243088304589941,0.488810780414199,0.417248217525986,0,-0.158058751338279,0,1.99353474350578,0,0,0.406007990672066
XMR,0,0.00319981930750577,-0.0311782219031677,0.0858084676961428,-1.73472347597681e-18,0.117981178422596,0.119038406926623,0,0.132219297218394,0,0.142349744067945,0.0779263978094577,0.301413235348056,0,0,0,0,0,0,0
ETC,0,0,0.281927719983405,0.36808063965325,0.0634814482566145,-0.376828036759438,0,0,0.114416212958094,0.222540556671343,0,-3.46944695195361e-18,0,0,0.0565893904597311,0,0,0,0,0
NEO,-0.123119533710939,0.589811471696586,0.114525811319074,-0.435642146367025,-0.0650035361063502,0,0,-0.108643045554308,-0.00731280429775337,0.28061292146815,0.171708861273604,0,-0.0413903093401405,0.0528979083022795,0.152196245421472,0,0,0,0,0
XEM,0,0.239626752643793,-0.0114301805497917,-0.0375746343091341,0.14463530307466,0,0.110931825299416,-0.0518184991209242,0.0862607409689,0,0.00682547646866831,0.126589611246526,0,-0.0434026356633173,0.050115348860761,0,0,0,0,-0.064345935920948
EOS,0.431857487826427,0.401686058154314,0,0.324591039513112,-0.110433577914198,0.221941880663929,0,-0.0842331493879525,0.0695404369151321,-0.641767452578534,0.0502545370569847,0.250460249783064,0,0,0.104173186794165,0,0,0,0,0
XLM,0,0,0.264811840739291,0.340604693328996,0.372946489271054,0,0,-0.0868611259480591,0.282339828302308,0,0,0,0,0.336821659295679,0,0,0,0,0,-0.119721427435771
BV010082.Index,0.0165562999381284,-0.0158035845097477,-0.0217799221839594,0.0391987031540011,-0.00159015780440844,0.0354659745526051,-0.0713003619250386,0.00567945582268982,-0.010426945211929,-0.0164055825619378,0.0262734209010871,0.026908641454533,0,0.0225639662706769,0.00582165509197901,0,-0.0263504103182201,1.03922357922296,0,0.0269876160188429
CVIX.Index,0.0394097713030403,0,0.0225171677321472,-0.0734303942021275,0,0,-0.0126515859314815,-0.00359379488964148,0.00825961079941293,0,0.0127821925549211,0,0.12591543090714,0.00390524298722802,0.0136004985165546,0,0,0,0,0.107722218639924
DXY.Curncy,-0.0130334443038123,-0.0279901863081155,-0.0103583938718062,-0.0188990723224083,-0.00434644787266106,0.00617508427935297,-0.0107030005558317,-0.00587017081910626,0,0,0.0202244979982708,0,0,0,0.00328264755229254,0,-0.0900887564814573,0,0,-0.00815863050759363
SPX.Index,0,2.16840434497101e-19,0.00065677568103531,0,0.00483322741230049,0,0,0.000451486726990169,-0.00168021667194116,0,0,-0.00269242068164521,0,-0.00894619554962907,0.00240223734001572,0,-0.0855811645903121,0,0,-0.0170545191985218
VIX.Index,-0.111797525015023,0.459891548784717,-0.380847146783168,0.181376312688692,0.169860199846801,0.227851235598197,0,0.0115275595188413,0,-0.39376102564695,-0.0859915771604731,0,0,0,0.0858677577000853,0,0.308364426893112,0,-0.956576075983682,0
