,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,DASH,XMR,BNB,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.411829907918101,0,0,-0.0235163506976546,0.0502145978768932,0,0.0669849960916962,0.0412242313057472,0.00313459067006316,0,0,0,0.0848905491409416,0.0564849923508765,0,-0.00664242151017876,0,0,-0.00200079905023985
ETH,0,0,0.37770733128451,0.183606980192474,0.0288381188947728,0,0,0.112918351028961,0.0324207335746485,0.0735835131049538,0.0172448223872794,0,0,0.0776354676024192,0,0,0,0,0,0
XRP,0,0.295325757734283,0,0,0,0.101045056527151,0.154919954144908,0.104851879391087,0,0.0121649154713406,0.093449472459418,0,0.0807056880008818,-0.00000000000000000173472347597681,0.0644635642179674,0,0,0,0,0
BCH,0,0.175630772267,0.45894374607531,0,0,0,0,0.145781672760916,-0.141701510667033,0.207383528010328,0,0,0,0,0.0489578932027143,0,0,0,0,0
EOS,0,0,0,0,0,0,-0.108023446760507,0.527168077210833,0,-0.432766232451875,1.13940023668373,0,0,0.383515465769408,0,0,0,0,0,0
LTC,0,0,0.384872674028876,0.0767628855503726,0.0735424234395431,0,0,0.0108474417992861,0.0103266772243511,0,0.0924237450729127,0,0,0.145964856283553,0.10063728232697,0,0,0,0,0
XLM,0,0.137007350931145,0.188788868010148,0,0,0,0,0.407002528577461,0,0,0.137433323635029,0,0.040291975409301,0.00705006541642824,0,0,0,0,0,-0.0574317844842019
ADA,0,0.149072659891224,0,0,0.111847387833596,0,0.296133127728434,0,0.140246278278362,0.0577653005265675,0.0115375362401965,0,0.137193429082146,0.03508588104715,0,0,0,0,0,0.0546891614412026
TRX,0,0.0712439202900659,0.501206378247076,-0.0000000000000000138777878078145,0.207762689143175,0,0.0450039557693184,0.0706461209750053,0,-0.208803793821185,0.162118717955055,0.184415771066736,0.208612137051198,0,0,0,0,0,0,0
MIOTA,0,0,0,0,-0.0601029487104303,0,0.471637254641343,0.363734459090934,-0.00634197261997102,0,0.154747496756259,0,0,-0.00261447512126182,0.0428404388639222,0,0,0,0,0
NEO,0,0,0,0.0844429812720763,0.0401473975786295,0.109400646705801,0.106477484941994,0.0922772890597229,0.0593351786174092,0.0975117862343178,0,0.240125494870755,0,0.123796550277938,0,0,0,0,0,0
DASH,0,0.0921871914879929,-0.000000000000000000867361737988404,0.093847732822678,0,0.158691878764589,0,0,0,0.116368503335989,0.183688026105721,0,0.0494813821143866,0.0718045060723906,0.0124058643680099,0,0,0,0,-0.016181756489231
XMR,0,0.157968435703954,0,0.208835307971747,0,0,0,0.161455415556556,0.148076086302705,0,0,0,0,0.200228304854207,0.0202768504603133,0,0,0,0,0.0443248552192005
BNB,0,0.213552481194609,0,0,-0.0780794097076023,0,0.0617715893538771,0.379993578268707,0,-0.00000000000000000346944695195361,0,0,0.00957726712586596,0,0.072120484690346,0,0,0,0,0
ETC,0,0,0.310260932437721,0.10156197149626,-0.0663477476815844,0.111015314225327,0,0,0.383783876107178,0.0548814694769559,0,0,0,0.155159152590539,0,0,0,0,0,-0.21992384688204
BV010082.INDEX,0,0,-0.169913696272039,0,-0.122059705961825,0.118675444002421,-0.0328336827970128,0,0,-0.00742311463942777,0,0,0.219051451091794,0,0,0,0,0,0,-0.253028465241334
CVIX.INDEX,0,0,0.154988770419045,0.196117921193299,-0.00784442806808651,0,-0.0832615914571855,-0.0351995821454172,0,0.0146807478708419,0.0349170443988988,-0.241498745141369,0,-0.0696923603573398,0.0436177421270162,0.384814905941572,0,0,0,0.165650624219896
DXY.INDEX,0,-0.000000000000000000216840434497101,0.0101815986361246,0.00942746587944345,0.00953169698393302,0,-0.0052127556422118,0,0.00914166216811312,-0.0201340035367203,0,-0.0109350266371156,0,0,0.0149798720738562,-0.0661579086752114,0.00433168760074503,0,0,0
SPX.INDEX,0,-0.0149288778126726,0.00661919813627046,0.00516727898585195,-0.0178347784742083,0,0,0,0.0132102108750268,-0.0190117219151189,0,0,0.0245509959028192,0.00689959629773489,0.0126069839185775,0,0.0267245994189646,0,0,-0.0808713757399763
VIX.INDEX,0,-0.0000000000000000277555756156289,0,-0.213589964196825,-0.254393500077482,0.701275667641534,-0.192983853800823,0.0624500843681155,0.17362570877284,0,0.415793021327609,0,-0.129272314137754,-0.0675669962524866,-0.308671087443101,-0.85526316986523,0.0798545278371969,0,-2.09059872816238,0
