,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,ATOM,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0578820012071159,0,0.0978629914225767,0,0.0763264037896502,0.0590002889031179,0.0465677939986811,0,-0.0360763952317036,0.220418181130378,-0.0705741557644052,0.0417577890263105,-0.0187101067961493,0.10253162334051,0.0533671473940923,-0.00701171541500313,0,0,-0.00766236158605555
ETH,0.206219334769744,0,0,0,0,0.287274632744087,0.0824437022371134,0,0,0,0.166672550922974,0,0.00674083735658716,0.0130733199069404,0.00990810297984324,0,0,0,0,0
XRP,0,0.189805717878691,0,-0.0274779871765621,0,0.100942157196281,0.0151319364948719,0.176340390727066,0.0876278924315438,0,0.0187812969025228,0,0,0.0444463387404058,0.226264327349762,0,0.0109629352007706,0,0,0.0495096810740343
BCH,0.371760945628245,0,0,0,0.345835327767191,0,-3.1730008703993e-05,8.67361737988404e-19,0.37246978026522,0.122301267998926,-0.032413373100112,0,0,0.0224788863266466,-0.10269498423957,0,-0.110520160552113,0,0,0
LTC,0,0,0,0.205977782635922,0,0.22006511551923,0.113969142246689,0,0.173756204140654,0,0.144316600487247,0,0.16676414371401,-0.00672282072513642,-0.0552803869522582,0,0,0,0,0
EOS,0,0.511308056406531,0,0.0169985148229464,0.398258166325425,0,0,0.066524773407326,0.0719739203388002,0,0.070717525452764,0.122754764516551,-0.133813255590157,0.0921632579158422,0.166452713889067,0,0.084535777672533,0,0,0.00230009628798309
BNB,-0.422326433027256,0,0.350359727814403,-0.270913300659056,0,0.300749865996586,0,0.159244790438323,0.0764641552528527,-0.189582442986674,0,-3.46944695195361e-18,0.689726767034187,0,-0.151621292891254,0.698704863517506,0.0183766009952738,0,0,-0.0720753169468018
XLM,-0.279235660331944,0,0.555051026161775,0.156544461007918,0,0.160072906532567,-0.018927607987066,0,-0.0570468023034775,0,-0.00398035142625969,0.238420362162644,-0.031341346359137,0.0285781987511009,0.174277174372919,0,0,0,0,0
ADA,0,0,0,0.194752088742449,0.349972922513154,0,0.030409935779526,0,0,0.109499622193277,0,0,0,0,0,0,0,0,0,0.0127431526925399
TRX,0,0.238200088953107,0.209737189681404,-0.100833744581977,0,0.179893859316959,-0.143428918026928,0.0668020229423631,0,0,0.019688130862391,0.275505500397728,0.20039835336428,0.0762383191932087,0.0883227784013544,0,0,0,0,0.190679636263145
XMR,0,0.650657848973612,0,-0.0687398223732647,0,0,0.0362856523690503,0.0909927227581006,0,0,0,0.274744466474019,0,0,0.0545121078866714,0,-0.189740480992541,0,0,-0.0289625916739406
DASH,0,0.328608027936324,0,0,0.130488401625897,0,0.129053054799323,0.18925755426,0.0345435668486289,0,0,0,6.93889390390723e-18,-0.0352751022470133,0,0,0.0276584400535038,0,0,-0.070096540501589
BSV,0,0,0,-0.359862111281493,0.818874482933662,0,-0.145554290783102,0,0.283212957023102,0.116429351197438,0,0,0,0,0.0634497403360381,0,0,0,0,0
ATOM,0,0,0,0,0,-1.42909967728354,1.00039250873221,1.24890131460433,0,0,2.17928728157352,0,-0.321136286225769,0,6.93889390390723e-18,-3.52574223273617,0.509147874299,0,0,-0.627069092841463
MIOTA,0,0,0,-0.0234051977490933,0,0,0.0181171154983656,0.0535602108367609,0,0.0368617008408808,0.242092982892002,0,0.227377515998173,0,0,0,0,0,0,0
BV010082.Index,0,0,0.20461557461812,-0.0225072693423726,0.318346861177763,-0.0650831049158338,-0.0196828953950004,0,-0.274169206337817,0.109864037442365,-1.73472347597681e-18,-0.153074600385098,0,0.0667105484685952,-0.00558649499560783,0,-0.112696907357255,0,0.333615056487936,0
CVIX.Index,1.03908365407266,0,0,-0.719421681862646,1.05727679784541,-0.338933414745148,-0.353208982185279,0.229317013673593,0,0,-1.19244053831344,0.597497940328844,0,-0.0214155671030175,-0.094156199393883,-0.486289322487779,0,0,0,0.108605825134198
DXY.Curncy,0,0.0323275956793283,0.0240819995433912,-0.0143257230783302,0,0,0.0152501678879414,0,0,0,-0.00408419689415234,-0.0258976662025491,-0.00267822411971805,0.00792456215112091,-0.03096445505812,0,-0.0115094788587708,0,0,0
SPX.Index,0,0,0.0292218987570868,0,-0.0422463907805981,0,0.0167236791956133,-0.00648566817164765,-0.0215098848808839,0.0212904156246632,0.0172621592395109,0,0,-0.00507179066516751,0,0.0432341463343251,0,0,0,-0.0740432760289255
VIX.Index,0,0,0,-6.93889390390723e-18,0.133438228314039,-0.40924807650902,0.135826561003387,0,0.00276003246746462,0.497634534994879,0,-0.184090977857516,0,-0.0956563485366564,0,-0.689527844397884,0,0,-4.45846257542191,0
