,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.264901444403988,0,0.0898054904201629,-0.0842312807435693,0.2444599373985,0.31849553751115,0.122565091098575,-0.203137987644735,0.0307616058966771,0.174920540314597,-0.34933783755133,0.0526059388865102,0,0,0,0,0
ETH,0.612173859430171,0,0,0,-0.0350438383277224,0.8177485370265,0.24622695284596,-0.152972694432752,-0.214911523637606,0,0.104557955458869,-0.107426536188079,-0.0538897172712722,0,-0.0157236039145853,0,0,0
XRP,-0.185623705609156,0,0,-0.310320405684667,0,-0.102944099275386,0.116952575875389,-0.0349792113916532,0,-0.208627543893923,1.35077820580102,0.192297015382409,-0.641743100633446,0,0.9155027916216,0,0,0
DASH,-0.21625308391173,0,0,0,-0.102653080073423,0,0,0.117765290011121,0.238693929781352,0,-0.201054338200494,0.0214252210411462,0.112547060273523,0,0.526993148672073,0,0,0
LTC,0.120970538840556,0,-0.057782838123909,0.0145194838240724,0,0.133847673336239,0.114393143652545,-0.0868233045909991,0.0424088585220019,0,0,0,0,0,0.0209445748958975,0,0,0
XMR,0.324373734793098,0.404012265323703,0.10645586715626,1.73472347597681e-18,0.149792560379839,0,0,0.183044142962932,0.171538354269235,0,-0.213983748362052,-0.127965445653152,0.116070111872055,0,-0.296911596159729,0,0,-0.244713633114335
ETC,0.158843212606058,0.483412858998096,-0.0818863450048011,0.104766511708863,0.530059389249884,0,0,-0.000488464132003942,0.0477796915696673,0.186637989425498,0,0,0.124100092347863,-0.380121962894532,0.201645883779519,0,0,0.198953483886614
XEM,0,0.238726203660157,0.0436136860218337,0.395419260256243,0,0,0,0,0,0,0,-0.0687999786586314,0,0,0,0,0,-0.200519339576539
ZEC,0.170811211905609,0,-0.0118320057634664,0.319872939305826,0.148224115388217,-0.0613548801658616,0,0,0,0.340418271536215,-0.0851848913997274,-0.0766056950357182,-0.223863723978144,-0.70092403492941,0.150969110184578,0,0,0.12539025916027
DOGE,0.337796998967763,0.0838704503332758,0.000285187348855376,0,0,-0.143307680881518,0,0,0.325943832545065,0,0.406577619844917,0,0.0729872759759467,0.0190174735328161,0,0,0,0
XLM,0.217887686504522,0.18382037440478,0.309605287050432,0.167731366795616,0.373519680852235,0.386044713526355,-0.268418789066031,-0.286355394775471,0,0,0,-0.156122820302119,0,-0.0839670775608907,0,0,0,-0.221355733223321
NEO,-0.182215962653706,-0.342105577415599,0,0.0303378032043162,-0.0487477007038805,0.342994135535123,0.149410361224547,-0.096197747247768,0.322643596826307,0,0,0,0.0571227851964885,-0.576050702097343,0,0,0,0.14442181779723
DGB,0,0.178509699376519,-0.077521950894955,0,0,-0.216193345520324,-0.114281515824166,0.179411529746098,0,0.338905038827894,0,0,0,-0.248710888435434,0.048900264434017,0,0,-0.391806400036041
BV010082.Index,0.0305523308869608,0,-0.0195101415436023,0.0445107458693207,0,-0.0512146669221172,-0.0687311009449638,-0.0765177093524905,0,0.0820089539390377,0,-0.0179204819222151,0.123740741081519,0,0.219939435811803,0,0,0.00592155569949078
CVIX.Index,0.176764912114223,-0.129666074156838,-0.00976096788925298,-0.0778772084618391,0.0382340121159451,0.225509549092739,0,-0.11766266809455,0.169242819759959,0.052387936793111,0,-0.0807363006724584,0.00434461880879465,0,0,0,0,0.48957971551745
DXY.Curncy,0,0.0057340887387623,0.00205401880820353,-0.00133429265237243,0.00507264220008204,-0.0148797184399758,0.0263873886483275,-0.0125663780825944,0,0,0,-0.016057676434383,0,0.133266718543916,0.0204392095682714,0,0,0
SPX.Index,0.029963532815648,0.0114662153373295,-0.0096033770963142,-0.00137510499343003,0.00953528900516677,0,-0.012783751942361,-0.00298478415758308,-0.000668111862605667,-0.00852918714650493,0.0278191861343768,-0.00922436807093299,0,0,0,0,0,-0.0455247099988821
VIX.Index,0,0,0,0.0234480938320481,0,-0.129046966028887,6.93889390390723e-18,-0.226487537037328,0,0,0.029666663286969,0,0.0379552630326318,-0.311475671960131,0.278897837708516,0,0,0
