,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.164453541607691,0,0.0653767647567872,0,0.0103555244580555,0.0316494989941908,0.314725489362407,0.0383266923322516,-0.046727429847425,-0.160425487230766,0,0,0,-0.0305199716057954
LTC,0.658463403496732,0,-0.039937549824332,-0.0909448144854073,0.437844158691718,-0.10490223629838,0.126823449822732,-0.134131456225094,-0.00227761541862777,-0.0506377668980768,0.237601249745701,0.103325011798026,0.388398289320813,0,0.0402438636623053
XRP,1.82643848172402,-0.882862567175374,0,-0.0629408335132523,1.05997309859211,0,0.150511017287881,-0.862991571291734,0.0432118952052273,-0.0997668483912225,0.627722015317944,0.728769974787865,0,0,-0.170119969735313
ETH,0,-1.92949929416469,-0.422766788829791,0,1.35623376347614,-0.0901583498826666,0.610910987061444,-0.150151452846564,-0.0340067658000041,-0.399812977601198,0.424285063617756,-0.0349844621349489,6.49377141799963,0,0.203025539139221
DOGE,0.165683527970742,0.202836542450886,0.187667168662902,0.00610686485449374,0,0.0277169095340222,0.031432035772006,0.18695170638419,0.000308479303903884,-0.0442315276351498,0,-0.0896390993062742,0,0.271896293007785,0.112351719884268
DASH,-0.304417618625063,0.441902324200293,-0.107831270208034,-0.0136720912747582,0.418186347143517,0,0,-0.109397460683645,0.0410377057273837,0.124522833964456,0,0,-1.4196039845471,-1.93447276675211,-0.470776349367876
XLM,0,0.177262755796088,-0.293223424020324,0,0.377703355715652,0.168583669988236,0,-0.0246777373863738,-0.0269608854751789,-0.078519641562235,0,0,0,0,0
XMR,0.932553431771299,-0.0959259470027464,0,-0.126792239506759,0,0,0.339187559235479,0,0.0113452967315339,-0.136458644720998,0.124753155842042,-0.600205486304983,0,0,0.251183081203086
DGB,-2.5662893598884,0.11053900406747,0.162635946270915,0.651259229369506,0,0.716722463810699,1.08942782287898,1.38568709219795,0,0.589196036937489,-0.951960149438806,2.07998599394976,-11.5803342451222,0,-1.27086340516338
XEM,0,-0.927815284181783,0,-0.0408709453966522,2.13066957186124,-0.249492464392892,0.476762464267807,-0.996167665411669,0.104976323608884,0,-0.231933153045465,0.980072687467077,0.435116191693582,1.51016900173066,0.057292149272277
BV010082.Index,-0.588413476309596,0.677440009425817,-0.00985731005994048,0.106856402106964,-0.236097734396367,-0.516216116826626,0,-0.0795539366510189,-0.0471253346091168,0.162902449957831,0,0,0.751228273897994,1.74984881010962,0.290984591997353
CVIX.Index,0,0.176847560763924,0,-0.0237988266944633,0.255930771004776,0.115391787612405,-0.247195023633151,-0.116314060906579,0.00127872421732556,0.0670230825714596,0.0648891889715374,0,0.261801424389006,0.215455583651915,0.144154352052352
DXY.Curncy,0,0.0345626235612097,-0.0288927965836423,0.0109568277986598,0,0,-0.0108997483489622,0.0342420228690609,-0.0210436008491602,0.00966897581548624,0.0395691471335368,1.0842021724855e-19,0,0,-0.0151416519377637
SPX.Index,0,0,-0.0675978281097753,0,0.0848677058104432,0,0.0146368019103385,0,0,-0.00424737044337778,0.112078750610463,-0.101974705724841,0,0,-0.150155109354477
VIX.Index,0,-0.0715339042730207,-0.390033258590939,0.235868160031984,0.106735750812842,-0.245242762361109,0.0812223753276588,0,-0.0346150676949718,-0.0524484768113899,0.723385863750986,0,0,-5.17579143658205,0
