,BTC,ETH,BCH,XRP,BTG,DASH,LTC,XMR,NEO,MIOTA,ETC,XEM,EOS,ADA,ZEC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0508547715213308,-0.0845385302693583,0,0.0165880013003924,-0.0773621001482111,0.172320764775327,0,0.0900201444015098,-0.145640578548411,0,-0.411283566003544,0.0968464737345313,0.163639553637112,0.120563398654057,0,0,0,0,0
ETH,0,0,0,0.174034113431867,0.0413339209770082,-0.118710010759081,0,0.129779263783762,0,-0.00365719124101885,0,0.127945945514819,8.67361737988404e-19,0.0516450357098117,0.0817774569595445,0,0,0,0,-0.0136593671636727
BCH,0,0.210392780844227,0,8.67361737988404e-19,0.113376668514074,0,-1.66719198169669,0,0.68391347859192,0,0.370497705051339,0,0.00912807361330785,-0.0655180470388707,0.294987452662691,0,0,0,0,-0.0379437834793859
XRP,0,0.386194987128774,-0.0621177819137442,0,-0.015617508420063,0,0.127786334564565,0.288783363325643,0,0.129340965128738,0.0355336723336283,0,0.110396047111961,-0.108820814071132,-0.046457397891933,0,0,0,0,-0.139176402855385
BTG,3.09947174660618,0,-0.830671884866027,-0.0892579905546066,0,0,-1.43633509907481,0,0,-0.118340941120618,1.05000983426995,-1.38848977927532,-0.86370518840492,-0.616647401974551,0.0488913766764443,0,0,0,0,-2.11515704338229
DASH,-0.612059719405484,0,0,0,0.18987528653422,0,0,0.121174619490949,0.019809592295316,0.0941662569597957,-0.431759940076041,-0.234869747985457,-0.175763033127894,0.0737644173912437,0.63566289524035,0,0,0,0,0
LTC,0.133218664686631,0,-0.123700239822054,0.224471486896256,-0.0132619509604073,0.0612701972650453,0,0.132279455481689,0,-0.0468935696132161,0.213985583763438,0.066894876230393,0.025042726832775,-0.047117738649255,0,0,0,0,0,0
XMR,0.120593763383989,0.0334990510251459,0,0,-0.0405266785060589,0.2174140893627,0,0,0.0636233067682345,0,0.10020920413362,0.288509067643106,-0.0433844090239201,0.0757395759422913,0.122678243789327,0,0,0,0,-0.280089608216532
NEO,-0.180155373125698,0.362171657288007,0.0652812801049266,-0.180570035934141,-0.0961497508385051,0,-0.0995567593611906,0.296512790342027,0,-0.159716526574229,0.259167971049241,0,0.075002466304571,0.0703679516499398,0.104342138554976,0,0,0,0,0
MIOTA,0,0,-0.0808119303284415,0,-0.0321997006463098,0,-0.321099334351518,0.374237716889242,0.0493902858168399,0,-0.057128602212623,0.652052915450502,0.216154594042959,0.0333569976864742,0.167097763122147,0,0,0,0,0
ETC,-0.135894241745721,0,0.166909925610931,0.250461939032783,0.028537084139946,-0.381428941245867,0.120182763467592,0,0.0992552713362815,0.112414110237484,0,0,0.0642602917346048,0.0807734168766726,0,0,0,0,0,0.0992234556751995
XEM,0,0.217261446203728,0,0,-0.0462257490506441,0,0.0814938905413362,0,0.118439848981461,0.152892065621499,0.0779390744584633,0,-0.00391502773864795,0.101827225611798,0.152064453028026,0,0,0,0,-0.051550931374922
EOS,0.671851182576007,0.284360033985491,0.132209258820965,0.557573668300655,-0.104096859444594,0.207389715691323,0,-0.499732696613787,0.099607544859506,-0.0634716885913998,0.142648510603526,0.116246210136534,0,-0.0166016506030849,0.225478132634326,2.55409852343215,0,0,0,0
ADA,0,0.465992712844712,0,0,0,0.388515433272335,0.0338857444200831,0,0.205758084002327,0.500357461375357,0.0605824544579279,0.740269477988218,0.0585672362867989,0,-0.725780855233629,0,2.08655532151648,0,0,-6.93889390390723e-18
ZEC,0,0.226436918425438,0,-0.287656268702133,-0.00259133542502824,0.221589038514453,0,0.299073965774959,-0.0492284702080749,0.0265392151802117,0,0.11345860921401,0.0803320117324432,0,0,0,0,0,0,0.0886396896217068
BV010082.Index,0,0,-0.0277076135799394,0,0.00571085679654616,0,-0.086913163370259,0,0.0315352109779808,0.0479934831615001,0,0,0.0158626992739828,-0.00915668701635653,0,0,0,0,0,0
CVIX.Index,0.0733438392155882,0,0.0465156848425175,-0.106171284278583,-0.0119623609999578,0,-0.00522470804350277,0,-0.014527488406444,0,0.0284286415975955,0.0557122039135036,0.000660585188769764,0.0659212510486689,-0.0192769183519896,0,0,0,0,0.0835263137088459
DXY.Curncy,0,0,-0.0227773001578963,0,-0.00618959476529208,0,-0.0120976734828261,0.00802172799001737,0.00940218844663938,-0.014399048468577,0.0161761447361889,0,-0.00157108097132227,-0.0169958246400209,0.0110044163086841,0,-0.0772336164632742,0,0,-0.000973150011953421
SPX.Index,0,0,0,0,0,0,0,0,0,0.00249213184835348,0,0.00934260017739207,-0.00616267299904902,-7.51433145720678e-05,-0.015177916024206,0,-0.0578245731821155,0,0,-0.0253935793270447
VIX.Index,-0.43781365020798,0.22730529520868,-0.435047054553701,0.21612880282841,0,0.1134568355977,0.0111008636275323,-0.316281652754268,0.220663229896958,0.251399132606013,0.0136647715984875,0,-0.022001403995801,0,0.116304098538266,0,0.148408333978542,0,0,0
