,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.165861691790265,0.0146063940198385,0.0204788330656764,0.0392029427444224,0,0.0750585490428743,0.300843613886346,0.0361967262971836,-0.0288881207196016,-0.140158851934217,0,0,0,-0.0344378152885495
LTC,0.55891798286756,0,0.337530823203957,0.0571629873775015,0,0.183564901227279,0,-0.153697588330396,0.0170491125835391,0.032132392735559,0.274272959801499,0,0,0,0
XRP,0.709669900663956,-0.297359899374112,0,-0.095521920538963,0,0.905611346963931,0.439182142477501,-0.354806379903156,0,-0.108819746033849,0,0,0,0,-0.14874373632511
ETH,0,-1.19131266863542,-0.0893843458254726,0,0.432525668523248,1.06852004400005,0.423679632817171,-0.640291085540276,-0.0125299530694087,-0.479551170617153,-1.57351905973888,-1.35949734119828,10.4129003516943,0,0.0428965593259048
DASH,-0.102800203594353,0.425497931555881,-0.105975554051113,-0.0325857461028113,0,0.505399690961488,-0.0951504143533486,-0.154498945135012,0.0439190326173704,0.0382115588692618,0,0,-0.918073735652718,0,-0.211843052325651
DOGE,0.148545157018804,0.60924198488882,0.13768215749611,0.0276924103886995,0,0,-0.150752775386241,0.215569820390143,-0.0112071253990754,-0.00656668618016977,0,0,0,0.65860734465053,0.150804034795419
XLM,-0.0945410277820541,0.582725023697017,-0.0568592058811498,0.12572497036453,0,-0.464441558196675,0,-0.0546839573392973,-0.0132951599272489,0.148071202588848,0.102741387778486,-0.782686876332502,0,1.08912212465445,0.13487234476632
XMR,0.7601804921753,-0.160722315792083,0,-0.0270356418610841,0.424640900082406,0,0.79551164488653,0,0.0858522109626539,-0.0482664956942802,-0.334355902016207,0.363766095891901,0,0,0.178991297548323
DGB,-2.66008562661494,0,0.30674972510376,0.690240231276389,0.658283897232445,0,0.855311162423823,1.42103061741588,0,0.607413659409293,-1.25648576806194,2.2846375392243,-9.19453806377822,0,-1.39921023812386
XEM,1.43948704385404,-1.6185350263299,-0.156971641400236,-0.284677429767303,-0.279278437119536,2.41771822776753,1.06420107744961,-0.970043609212703,0.129487665493005,0,0,0.706228819484852,0,0,-0.357086000586046
BV010082.Index,0,0,-0.0221739555382982,0.138043290035821,-0.31882363364482,-0.228550168783788,-0.240243293585318,0.032212931310684,0.0191144639264373,0.205916275868337,0,-0.0470615456110219,0.573869389353099,1.61719979963282,0.138768231075123
CVIX.Index,0.130868404539881,0,-0.00213594721528427,-0.00814681110731639,-0.142902250653652,3.46944695195361e-18,-0.436763851686899,-0.18917895856693,-0.0050727197620087,0.138953449541272,0,0,0.740162375190341,0.61109956460647,0.101823790869172
DXY.Curncy,0,0.0277338486961395,-0.0242717486114456,0.00773995924794204,-0.0108576423923975,0,-0.0365903615582662,0.0406844409032573,-0.0189410788906488,0.0123532587654576,0.0538183515985467,0,0,0.0852284647060498,0
SPX.Index,0,0,-0.0451727397147349,-0.00547681580157353,0.0261250620575676,0.0436300583877227,0.0104756021686419,0,0,-0.0156851615707276,0,0.0495962805167443,0,0,-0.137091202156745
VIX.Index,0,0,-0.375072281378421,0.0939929924394454,-0.167678454760107,0.292316203247953,0.210128071826786,0,0.0662487598112939,-0.0957534394543392,0,0,0,-5.4154886370221,0
