,BTC,ETH,XRP,BCH,ADA,LTC,XEM,NEO,XLM,MIOTA,DASH,EOS,TRX,XMR,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.105329210928779,0,0,-0.0219578812056399,0.117436817291053,0.0763249059664687,0.0600151113311061,0,0.129866563942477,-0.01937357453464,0.256028248061391,0,0,0,0,0,-0.114956297315397
ETH,-0.105788022058988,0,0.000353046507646805,0.0268286066009809,0.0176606138158214,0.232150880710884,0,0.134396525823289,0,0.0667075158398274,0.0208811707836453,0.0180479286005152,0.0312153465206937,0,0.143841933135206,0,0,0,0,0
XRP,0,0,0,0,0,0,0.119854809360087,0,0.318055935234977,0,0.213959393890754,0.360806506595925,0.0161182489549272,0,0.0910613715672756,0,0,0,0,0
BCH,0,0.104657027847507,-0.0717717249554523,0,-0.0116900666690489,0,0,0.205863980486621,0.036134019317455,0,0.213268368979557,-0.067064140540295,0.0434537759460145,0.256401654543902,0.153101020030279,0,0,0,0,0
ADA,0,0.0590176079576012,0.223817456158068,0,0,0.0384670949143398,0.134575403399867,0.153631733686893,0.275653513172883,0,0,0,0.069551791871285,-3.46944695195361e-18,0.113347084822193,0,0,0,0,0
LTC,0.0938058403294802,0.134027536875919,0.00233589160702866,0,0.0155537294163443,0,0,0,0,0.197869102639899,0,0,0.0769938792768461,0,0,0,0,0,0,0
XEM,0,0,0.165425034663815,0,0.0716952983149236,0,0,0.142123704647131,8.67361737988404e-19,0.205333486593457,0.0862286875412955,0.0852420585407023,-0.02204296984592,0,0.190469028779966,0,0,0,0,0
NEO,0,0.616774118763616,0,0,0.00631236112165862,0.123153075664808,0,0,0.103523981889045,0,0,0,0.06201903951849,0,-0.0735059764447857,0,0,0,0,0
XLM,0,0,0.25593438784667,0,0.254854772311291,0.11311490781414,0.00665056634465867,0.0180847610160285,0,0.0751312573017187,0,0,-0.195862910011295,0.307852356227364,0,0,0,0,0,0
MIOTA,0.649064476936042,0,-0.156155572455755,0,-0.116218936288374,-0.139760512837198,-0.130695003797433,0.0630216077226605,0.445744367094704,0,0.0340927196196977,0.346228631922288,-0.0869650318149237,0.272833234309288,0.0899977991649732,0,0,0,0,0
DASH,-0.0256075596039926,0.00662010107362016,0.0481093500248559,0.066037667487724,0.0169686774749571,0.236560638155458,0,0.0258307373097724,0,0.0681455779017827,0,0.10060725785234,-0.0245052728701496,0.063916031221745,0.115674962634243,0,0,0,0,0
EOS,0,0.123861403363556,0.045826839668262,0.0953668733087167,-0.00613867066853198,0.209317266153047,0,0,0.207317595836929,0,0.0348970855689144,0,0.0881030239409363,0,0.226466774131599,0,0,0,0,0
TRX,1.53262248825352,0,0.0877522979109702,0.0123834516789209,0.280774906041133,-0.612510008032537,-0.742989945741346,-0.0356553294258255,0,0.151081664579134,0,0,0,0,0.342052770398287,0,0,0,0,0
XMR,0.132101359934884,0,0,0.0335215055421079,0,0.107638385768558,-0.00775745433810954,0.279046572849368,0.0876013411832426,0.0728217911114488,0,0,0.0726416073962649,0,0.190725220069115,0,0,0,0,0
BTG,0,0,0.0427071937299252,0.426741585047008,0,0,0.0758189846995671,0.0156925362836308,0,0.0293630433434918,0,0.201442608189433,0.029749638489102,0,0,0,0,0,0,0
BV010082.Index,-0.0348807861552123,0,-0.0116613382267939,-0.0398186158351295,-0.00766875811333131,0.0157819438426105,0.00150320713321797,0,0.00732873936037079,0.012014290354022,0.025960047876683,0,-0.00615908215022302,0.0262588492668539,0,0,0,0,0,-0.0421324117026306
CVIX.Index,-0.011573732883827,0.0445845193087242,0.0323108768172154,0,0.0030380593907973,-0.0694372512054407,0.0076465909839836,-0.0758769467581314,0.0151647296626333,0,0,0,-0.0269337384508115,-0.0102624522264412,-0.0202717284353475,0,0,0,0,-0.0531925418490632
DXY.Curncy,0,0,0,0.00149467383565542,0,-0.00241649876850313,-0.00140641340520558,-0.00243863983750327,-0.0108664253022729,0.0136404322538582,-0.0116459327713701,-0.00463966318251981,0.00522340139092275,0.00858516953051107,-0.0109995099739615,0,0,0,0,-0.0282692583285946
SPX.Index,0,0.00880621849070313,0.00258160523681799,2.16840434497101e-19,0,0,0.00259311957538442,0.00698506886636225,-0.000884776544674513,0,0,0,0,5.40699353717886e-05,0,0,0,0,0,-0.0218941283151408
VIX.Index,0.0622151277940924,0,0,0,0.0296141651687947,-0.0612541150518236,-0.0489307716508779,-0.149587514959459,-0.0554833571858388,0.223888302001231,0,0.0157450341710952,-0.0559739371695077,-0.148021319872981,0,0,0,0,0,0
