,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0693071671789271,0.0387319850020222,0.992697065395333,-0.0964686825124456,0.0267234518617529,-0.0157537207370246,0.130302721497327,0.0110826587304717,-0.000000000000000000433680868994202,0,-0.0941023444584844,0,0,0.0929856560693683
ETH,0,0,0.423668059555709,-0.829756669278652,0.0760240865576208,-0.191032692583932,-0.874857547585159,0.343056129754738,0.138771797033597,0.103448168430604,0,1.06239325918758,-2.07885792968027,-3.37893285517293,-0.347515425747905
XRP,0.135911266812717,0,0,0,0.0591747618480728,-0.0460554127805789,-0.0561764292525982,0.0941035589971459,0,0,0,-0.189264699108247,0,0,-0.0137027848654322
LTC,0.780227610634356,0,0.0244468443826578,0,0.0258179281243366,-0.0136182464046174,0.0485760565702405,-0.0209476814115384,0.00323952040523743,0,0,0,0,0,-0.038640692896829
DOGE,-2.65221953645213,0.113482959657855,0.104542280725389,3.58199936038295,0,0.0000000000000000277555756156289,0.958077212034258,-0.469988679704078,0.0813389509701854,-0.0172875816073401,0.167492207324865,-1.21106814079805,0,2.78631803596423,0.958607692130933
DASH,0.550591378798683,-0.193856695568456,0.300209358955357,0,-0.154579001682942,0,0,-0.475577811993577,-0.0717921924177536,0.0908996372821633,0,-0.225600313028524,-3.32877834581182,-0.55271697612721,0.185948373877439
XLM,-0.752116146102383,0,0.0524494969982957,0.233980511539953,0.247827953976958,0.0433934439880058,0,0.332588545335317,0.194153292125018,0.215324162915918,0,0.5668203904395,0,0.754960093428015,0
XMR,0.71494003251539,-0.0245271228383422,-0.304953124737087,0,0.0460611537622955,-0.0575808367503776,0.82763202794336,0,-0.149643508797445,0.04559436539324,0,1.22696516391355,0,0,0.0361052332132315
XEM,-0.618027006717014,0.187879736591228,0.241758093350948,1.7098942925592,-0.350054683629126,-0.293475344225143,0.145290040797243,-0.138075481040441,0,-0.0728923115985026,1.42632000512894,-0.461570059397243,0,0,0
DGB,0.609899472418299,0.170700092011603,0.139221086960848,0,-0.301192461391585,0.139840462007052,1.08239729612459,-0.0404787461284098,0.255788758285009,0,-4.42359690526532,0.905322756986501,0,3.57607934606024,0
BV010082.INDEX,0,-0.0458988318661555,-0.0471734097857323,0.0649461373639237,0.0287253384653526,0,0.0608079697700616,-0.0568227105539935,-0.00852839699341179,-0.022078925445804,0,-0.0804414118311941,0,-0.180223973284795,-0.0929010613180008
CVIX.INDEX,0,0,0.176590312500599,-0.0616903439485831,-0.0275323223815503,0.0237792000654361,0.00647568165461938,0.0532100700343311,-0.087237754879946,0.048217728155853,-0.589895911183765,0,0,-0.561902049505575,-0.0131169971228167
DXY.INDEX,-0.126156356447749,-0.00293303596107137,-0.0469718544157933,0.10709759157272,-0.0112535728789342,0.00810236528473132,0.0649968375054343,-0.040699118316101,-0.00802261157574024,0,0,-0.104195942037327,0,-0.327978282308932,-0.0399448540524568
SPX.INDEX,0.0783196810186837,0,-0.0262050103062204,0,0.0067461107544746,-0.0147111841087232,0,0,-0.0241721646894375,0,0,-0.0747042137844872,0,0,-0.115186512225115
VIX.INDEX,0,0,0.391826583203067,0,-0.0816016631810607,0.153243908667736,0,0,-0.186750449143105,0.11460594298212,0,0.205770114306898,0,-4.25857042745888,0
