,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XTZ,XLM,ADA,TRX,XMR,LEO,ATOM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.121651433038411,0.181110901791962,0,0,0.045046081394673,0.0651755606009528,0,0,-0.0625905981621501,0.244782757325885,0.0330645896825513,0.120543650250227,-0.192781977340477,0,0,0,0.0307708149747998
ETH,0,0,0,0.145039451617817,0.0441850505556273,0.26331553298949,0.276158704682042,0.00832404372692577,0,0.113150895635861,0,-0.00483448875294879,0.0602847071041592,0,0,0,0,0,0,0.0105013232918907
XRP,0,-0.085541885269675,0,0.241996685081628,0,0,0.134132811203534,0.0561486056555355,-0.0606859729426797,0.0459408578100412,0.263087892567296,0,0.14675990811061,-0.00126278009398916,-0.194532655065244,-0.0569480627326001,0.153439151952787,0,0,-0.0486627068823821
BCH,0,0.187755606428866,0.163070313543363,0,0,0,0.0934506967744223,0,0,-0.00615174253530315,0.0393943425708871,0.280691200488825,0.0416324784448862,0,0.0996882452308499,0,0,0,0,0
LTC,0.261859097459637,0.0430952257684764,0.0158980574027302,0.0594401319984743,0,0.37731978571343,0,0.0504877439065591,-0.00802311678215243,0,0.0888742010486362,0,-0.018511087095445,0,0.0951531187845675,0.0403320855926014,0,0,0,0.0341789966602305
EOS,0.125730961009219,0.391352471183864,-0.148894833354912,-0.121325352304072,0.507676013207342,0,0,0.0114944204413103,0.00191583834224784,0,0.0962031942263231,0.220528487096541,0,0,0.0714901614467679,0.121449380951934,0,0,0,0
BNB,0.00993431384903919,0.106968485976201,0.1668415244709,0.159900031560405,0.333889218011932,0,0,0,0.0286522908461062,0,0,0.0509574673934765,0.0275460513234656,0,0.0472801047664374,0,0,0,0,-0.0329182738289493
BSV,0,0,0,0.562457956744677,0,0,0,0,0.119464956769189,0.200508101259362,0.20373342705152,0,0,0,0,0,0.0197443375017846,0,0,-0.0488465156030494
XTZ,0.466043034366309,0,0.749292525247684,0,-0.41813670518263,0,0,0,0,0.266802340183326,0.38331808058761,-0.252907989387479,0,0.271166951184826,-0.171899030303062,0,0,0,0,-0.0406047033174548
XLM,0,0,0,0,-0.00000000000000000693889390390723,0.060476288666537,0.143272220356102,0.132657963310705,-0.14939932670613,0,-0.0860886637405424,0,0.0545711282758522,0.374899382549535,0.276051457292021,-0.247317924247825,0.273620131835441,0,0,-0.0229823952388283
ADA,0.0318351094926071,0,0.111664679459954,0.00824948262113572,0.126087095074294,0.305205144351424,0.135834886338043,0.0127786107226733,0.0292612864128336,-0.00000000000000000346944695195361,0,0,0.0437741771982867,0,0.1287599204155,0,0,0,0,0.0405471475907603
TRX,-0.322831909256197,0.97390461441624,0,0,0,0,0,0,-0.117956641040966,0.053568519076797,0.410938484631488,0,0.398943058890875,0,0,0.255443926144481,-0.0496721554420543,0,0,-0.128789644089172
XMR,-0.172020386670879,0.0602016895042149,0,0.198130432221274,0,0.391067843757663,0.12965229963592,0,0.105951027206345,0,-0.134366057395669,0.0166768464928325,0,0,0.00000000000000000173472347597681,0,0,0,0,-0.0628537953315366
LEO,0.368753435571288,0,0.0674435835638354,0,0,0,0,-0.0332687560567648,0.0893479802530674,0.0387746280105504,0.0357403516498368,-0.177605537457946,0,0,-0.0993913674661602,-0.216043062033127,-0.0158931669551552,0,0,0.0646267066843515
ATOM,0,0,0,0,0.0485612221102003,-0.0000000000000000138777878078145,0.287538496317581,0.0509784397410441,0.252231321120675,0.778773704323915,0.0722472173148285,0,-0.18475114598527,0,0,-0.196902803199275,0,0,0,0
BV010082.INDEX,0,0,-0.000000000000000000433680868994202,0.141649829395853,0.0900272839451467,0,0,0.0267400261569724,-0.0256162876300698,-0.264089528091384,-0.159257758339198,0.17816613916198,-0.200542062309244,-0.276108003296092,0.0211071563199273,0,-0.428043239421866,0,0,-0.148105432086877
CVIX.INDEX,0,0,0,0.158267416710688,0,0,-0.0283125489936239,-0.0419122253769095,0.0559771574407341,0,0,-0.0117611702198371,-0.0552765449567823,-0.016221181289633,0.142945882668776,-0.367767743541696,0,0,0,0.0304212006034508
DXY.INDEX,0,0,0.000734524629190806,0.0295023166774322,0,0.0247827562396224,-0.0722364724280931,0.000772093774167592,-0.00587716391555197,0.0192920884636226,0,0,0.0000754868812726274,0,0,0.0278147599923886,0.0234192063327684,0,0,0
SPX.INDEX,0,0.0165520086842726,0.00764154883459068,0,0,0.0323674311535707,-0.00385687483865323,-0.0129229729803417,0,0,0,0,-0.0087327398229211,-0.024421410337024,-0.00523139067997257,0.0431082862541017,-0.00322480633830934,0,0,-0.0434676358336353
VIX.INDEX,0,0,-0.0238122697859618,0,0,0,-0.316036925917772,-0.20042368011084,0.0334151398040555,0.166445946726515,0.67013252979595,0.204055315942203,-0.345639698431292,-0.522979311078701,-0.0749319893948993,-0.157554119219398,-0.254240572331742,0,-6.05854775905752,0
