,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0134327472276768,-0.050680630224619,0.497313068834267,-0.0307829059877662,0,0.0542019835017403,0.0640300691134756,0.18166108535908,-0.0133050797637565,0.0561495123327801,0,0,0,0,-0.0433645889971423
ETH,0.694237705245514,0,0,0,-0.368504821705627,1.35922242819182,0,0.37335754686574,-1.48240414225996,0,0.25346288575439,0,-0.113877612372701,0,0,0
XRP,0,-0.0252382441615717,0,0,0,0.0328809157557818,0.0718698299472373,0,0.039018596219843,0,0,0,0.071091699209058,0,0,0
LTC,0.958893615462057,-0.155778815127884,0,0,0.0342375439270252,0.327597414868519,-0.126138660645086,0.241416669110293,0,0.24997469121957,0,-0.41467856606303,0,0,0,0
ETC,0.738582688518135,-1.64611813418401,1.05839322857614,0,0,1.68949501173713,-0.123164667973697,0.273878478492657,-2.37127622566865,0.427870623053574,0.76387172062777,0,0,0,0,0
DASH,-0.183556527507334,-0.00258382302594514,0.31987908462811,0.271349855246918,0,0,-0.0394253888591555,-0.0357673025238376,0.0204521259259174,0.105395260702462,0.195174009339504,0,0.0909482405200282,0,0,-0.0085346190424068
XEM,1.70621689795112,0,0,-0.406905209686828,0.038466902484409,0,0,0,0,0.506967949103121,0.329776267434896,0.775692498841419,0,0,0,0.330600352324301
DOGE,0,0.0714212838259985,0,0.447538954301199,0.018562779016035,0.00475751067052481,-0.0868420932212367,0,0.181136504148652,0.0983732488304222,0.0311760219577034,0,-0.242447221739083,0,0,0.083876252870014
XMR,1.2700995355097,-0.246523706735766,0,-0.282915341107771,-0.11465238354595,0.227079623906701,-0.0733737293887741,0.0994614764831857,0,0,0.112658998582258,0.797128539562712,-0.0377243036161214,0,0,0.0178551465879842
XLM,0.501322850389114,-0.19111122633534,0,0.257854256640883,-0.0534525398985637,0.30745898061037,0.212304073896314,0,-0.0138259625252713,0,-0.0184054261783335,0.194019177910025,-0.38388476722676,0,1.77858837397504,0.363197534092101
DGB,-0.296623380824102,0.598663292968956,0.218572057620957,0.19525669680001,0.139592189196391,0.297078829967013,0.0014018882680437,-0.31976950621106,0.05962481502536,0.364265498559043,0,0,0.596151388026663,0,-3.36676493442146,-0.572524626529098
BV010082.Index,-0.211299285157634,0,-0.153991867380449,-0.147028658164231,0.037152019379289,0.14975547862518,0.0178788356265706,0,0.0270800771557767,0.0762427211367254,0,0,0.0350026453106781,0,0,-0.0953809635989378
CVIX.Index,0,-0.146734442726642,0.0693828131185138,0,0.0158752684339846,0.327842172137059,-0.0727985572471718,0,0.0604238724629827,0.139073219795663,-0.0316185852304489,0,0,0,0,0.13509652066388
DXY.Curncy,0.0337827152088343,-0.0171349281544454,0.0369135248489027,0,-0.00236971125140802,0.0428484145279763,0.0122915093248814,-0.0416741735689286,-0.0273858430805655,-0.0164692409175853,-0.00592035132253332,0.234195460912484,0.0637567431580316,0,0,0.0103171572749729
SPX.Index,0,0,0,0,0,0,-0.0152735528904832,0,0.00264950196467615,0.0422311476500568,0,0,-0.0717883882065836,0,0,-0.0756702595933116
VIX.Index,0.0985703915059623,0.199188657292424,-0.723817482676367,-0.0573688499763159,0.10442188790829,0.247006616534181,-0.138960431936717,-0.8487016712815,0.193133146395992,0.511365023129313,-0.373289933684954,-0.177073981392985,0.796924534112124,0,-3.0632415020123,0
