,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0582949736788798,0.299701872181304,0.328106449351036,0.10580266577132,-0.0605252945094189,-0.10682027171417,-0.0547073559774283,-0.0683006189763432,0.0217169139561214,-0.205318433004682,-0.171795666901399,0,0,0.0704644353314668
ETH,-1.61666764419598,0,0,0.514950566351498,0.100594510608627,-1.25709902882193,-0.652330712604396,0.185809041772341,-0.238682396659525,0.28979526072677,0.621266088479368,-0.515881808609773,0,0,0.154577250941664
LTC,0.640460431903252,0.0189253989928392,0,0,-0.367194942276976,0,0,0,-0.019289390805765,0,0.131662598882247,-0.144412667101484,0,0,0
XRP,-0.123562414950864,0.171898622577976,0.149316029303904,0,0.253438691405006,0.247812085398186,0.0959263666520897,0.0790059392203417,0.0554814477639726,-0.278939122792111,-0.576388383166999,-0.179807434254302,0.762539203397318,0,-6.93889390390723e-18
DASH,0,0.0795757111440234,0.0434248686823868,-0.324981658818759,0,0.150233327169824,0.275287951981109,0.213210638899429,0.144887342321252,0,0,-0.252378082655624,0,0,0.111796137750648
DOGE,0.143673542259231,-0.117236390135503,0.430392646271267,0.0582831453626363,0.0436196298052953,0,0.025924201700974,-0.0564339741054139,0.063602234010345,0.188288013114823,0.552071576812857,0,0,0,0.145241994958735
XEM,0,1.73472347597681e-18,-0.0116509286141319,0,0.553258392659733,0,0,0.0440099492599111,0.11379453414364,0.194342679120764,0.182128761588064,0,0,0,0.196823310748975
XMR,0,0.510505477308588,0,0.0856108787728092,1.38777878078145e-17,0.347079178828704,-0.19261749385253,0,0.603788698637185,-0.18297969690587,0.244845480679085,0,0,0,-0.766872239436933
XLM,0,0.105221260800964,0.248611796944473,0.525258706118337,0.18143386375145,0.0991179311907394,-0.1304765519919,0.149214063946289,0,0.0429156038476916,0.0564256392230744,0.27126660259507,0,-0.470918296695361,-0.128552137835727
DGB,-0.829471689889384,0.134427222769106,-0.39739309032839,-0.973685289859421,0,0.233085042171878,0.339716185660328,0.946063832675341,0.344829581668558,0,0,0,0,0,-0.0260406456967505
BV010082.Index,0,0,0.160123755224721,0.122319143722149,0,0.128004612701388,0.0687319538919166,0.109101654957805,0.285397654652817,-0.0567583398335589,0,0.374286332662275,0,0,3.46944695195361e-18
CVIX.Index,0,0.0223180984869159,-0.235213646433427,0.0345853379552775,-0.316099659618061,0.10673997006375,0.0619556144295703,0.0412083668002948,0.376243751941141,0,-0.0193092029530622,0,0.793253382988099,0,0.0960109927838
DXY.Curncy,0,-0.020697536420999,0.0305341324507499,0.0407654542182056,-2.16840434497101e-19,-0.00812744077650441,-0.0344705760852336,0.0345164987769465,0,0,0.0430425950202274,0,0,0,0
SPX.Index,0,-0.0151097270755346,-0.0355367411521239,0.016859708313133,0.00632778024265693,0,0.00656470434251315,-0.0147072379158013,0,0.0100878596751429,0,-0.0244399660731238,0,0,-0.0865204956827441
VIX.Index,0,0.191351586325695,0,0,0.239949683410215,0.444864929066973,0.0814814317083387,-0.492292241513842,0.292731866460516,-0.188637592178051,-0.320766897433198,0.168067984839525,0,-4.29599084760491,0
