,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0450030185941897,0.154770701748486,0.134991091913959,0.0155391169509154,0,0.0968194462120113,-0.0636170525453106,0,0,0.0599983223352339,0,0,-0.0149213927738795
XRP,0,0,-0.160518506977492,0.191985000991589,0,0.484994511075477,0.204729925123827,-0.0258803157397371,0.0982541691547772,0,0.315011851162058,0,0,0
LTC,2.66902028801132,0.0934941822934743,0,0.0604087417873596,0,-0.307542812122451,-0.276077661498186,0.128453121993154,-0.0581511844516548,0,0,0,0,0.0751877323929979
DOGE,0.467826120656796,-0.232732919164395,0.0685320406321709,0,0,0.622185551632329,0.54162483307706,-0.282104972791859,0.535528968903064,-1.85479797800287,-0.847655371842216,3.40516638256045,0,0.0048227447187941
DASH,0,0.0731118220322384,0.228779052385867,-0.18911833645336,0,0.12396413893939,0.0608413753125471,0.0776514266633003,3.46944695195361e-18,0,0.144700821609648,0,0,0
XLM,2.49051770909354,0.520006074859597,-0.201890757309585,0.0660560488698007,0,0,-0.235466059850505,0.318220560646829,-0.0348674926472818,-0.321490300283969,0,0,0,-0.279969419538093
XMR,0,0.306532965157415,0.153550816606866,-0.11601186745303,0.413786162650224,-0.758872024335673,0,0.143160609451558,0.160268117817604,-1.20062334915011,0.191271737147671,0,0,-0.115002050623287
XEM,-0.905029846678726,0.202701933230681,0.226639210776664,0.514589511587324,0.159150620321902,0.345074003763075,0.342406446910507,0,-0.975936193131824,0.492482481747751,1.10608488977088,-4.66042022859775,0,0.362053050833
DGB,0,0.186739721362263,0.140524652359466,0.0689365213228545,-0.22786493758899,0.249713008887302,0.495573990581913,0.0818379831905376,0,0.395319261332474,0.443763512593696,-0.495144057063587,0,0.0698609633253512
BV010082.Index,-0.601075521545573,0.0210795941593041,0.0552376109413608,0.0210484249172324,0.153826113263412,0,0,-0.00865155263585554,0.154273126013718,0,0,1.06084636214119,-0.297456726053301,-0.0242155375798606
CVIX.Index,0,0,0.0613373156338019,0,-0.284177509283111,0.0998314561271023,-0.0796766590189816,-0.111581390972271,-0.103855438749561,1.08057805387319,0,0,0,0.0919310395756983
DXY.Curncy,0,0.0408968020444499,0,0.0444078787286989,-0.036137753755573,0.0505498702928674,0.012296973224659,-0.0291940091045259,-0.079246965923057,0.0515502292179738,0.131279156612059,0,-0.176448299069127,-0.00679680321525437
SPX.Index,0,0.0117414604267457,-0.00421665427728549,0.0211222650080314,0.00570497968367064,-0.00951129850052607,-0.00594036163144356,-0.00332479802485741,0,-0.10989976655674,0.00979049466167514,0,0,-0.0811256013183966
VIX.Index,0,3.46944695195361e-18,-0.0311410666940513,0.117592692458464,-0.360801017448069,0,-0.120586136132894,0.225082212305919,0.483399896826595,0,0.358043016925559,0,-5.50090675298758,0
