,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0237985840058429,-1.0842021724855e-19,0,0,0.108746327928085,0.0165687387153133,0,0.114715195712135,0.0443330810361742,0,0.0146228879007188,0.0500175025153772,0.101406862730037,0.0842517807836046,0,0,0,0,0
ETH,0,0,0.316458009001378,0,0.0389609831917389,0,0.0600061294627551,0,0.160244373087655,0.115193537863229,0,-0.0788539992918738,0,0.104205205073316,0.195902640474799,0,0,0,0,0.0352688558249897
XRP,0,0.163345490242887,0,0,0.0696140807869437,0.152000193071846,0.130710322320347,0.163273982460244,0.0258716957905527,0,0.0516325247032014,0.198083661452049,0.00888934321716025,-1.73472347597681e-18,0,0,0,0,0,0
BCH,0,0.120082874543821,0.243907322611043,0,0,0,0,0,0.296132139967624,-0.0815284654386755,0,0,0,0.18405011709652,0.0543600921301796,0,0,0,0,0
EOS,0,-0.865226567181696,0.423560992026926,0.484899507789398,0,0,0,-0.0314258155557783,0,-0.544253871308378,0.703468604925483,0.191299726814754,0,0,0.483129838929514,0,0.198335775171924,0,0,0
LTC,0,0.0683273674874392,0.204259723613199,0,0,0,0.0658188864337458,0.0559515196739728,0.0459609120390413,0,0.133290604932947,0.117539184639263,0,0.0271176103223996,0,0,0,0,0,0
ADA,0.183563276407143,-8.67361737988404e-19,0.40024190853029,0.0730400269248633,0.0422391353031491,-0.0657206775170566,0,0,0,0.0837929821758691,0.183206607311903,0.0971969713485591,0,0,0.0536212280012554,-0.222795492258332,-0.0720942714703796,0,0,0.192698964791886
XLM,0,0.126619167088636,0.310148049481716,0,0.0411036982070283,0,0.219505509696058,0,0,0,0,0,0.0232111895938517,0.077419951160136,0.122060628822158,0,0,0,0,-0.0737147649352408
MIOTA,0,0,0,0,3.46944695195361e-18,0,0.206372022366904,0.29482145538739,0,-0.120424252053966,0.14026790973726,-0.0293885013307151,0,0.64485298441446,-0.256111981991837,0,0,0,0,0
TRX,0,0,0,0.284822320225228,-0.0310954926930195,0,0,0.339852173780651,-0.135146728060053,0,0,0.29989279318029,0.0432010018599834,0.0958348457350793,0,0,0,0,0,0.0275906229953217
NEO,0,0,0,0,0.0855354579687311,0.177809530591753,0.0395613585649201,0.199723459746491,0.174500454818911,0.143364535608717,0,0,0.194283006123144,0,0,0,0,0,0,0.0722902691110644
XMR,0,0,0.037536108518839,0.233336432556312,0,0,0.143785562259944,0,0.0217937887958884,0.0263791346828481,0,0,0.0176565621255951,0.323975962407614,0,0,0,0,0,0
DASH,0,0,0.0326574724102047,0.129731944286053,0,0.193636724455903,0,0.130481326400721,0.153824203476728,0,0.107951726786082,-6.93889390390723e-18,0,0,0,0,0,0,0,0
XEM,0,0.212034226918184,0.193781669170661,0.0199174560926484,0,0,0,0.339698071626163,-0.122566089766784,0.080339297992355,0.07153726471631,0,0,0,0.125597598362684,0,0,0,0,0
BNB,0,0.569202067626297,0,0,0,0.0212563738222712,0.0231249511484238,0.24288303429981,0,0.135350696070844,0,0.0209864955589285,0,-0.307171366358664,0,0,0,0,0,0
BV010082.Index,0,0.0203840592355236,0,0,-0.159101624510549,0,0.0455333561495771,-0.0299790165791334,0,-0.0724263418886662,0,0.160337524819573,0,0,0,0,0,0,0,-0.287190816434249
CVIX.Index,0,0,-0.196431956929529,0.0371577427595454,0,0.175584557308952,-0.0239709191162923,-0.0672072968796389,0.106929529240432,0.0785015350364076,0.130271976815633,0.213885735304136,-0.337422653559338,3.46944695195361e-18,-0.159026723410931,0.568045819508559,0,0,0.657748240812514,0.168548402010463
DXY.Curncy,-0.00209050513776399,-0.0150713325673495,0.0306934929891534,0,0,0,0.0106096654860848,-0.027444821037668,-0.00554678121578111,0.022183027582102,0,0,0,0,-0.000810510486878401,-0.0897289148392401,0.0164968991290275,0,0,-0.0113636206634697
SPX.Index,0,0,0.0728436774052046,0,0.000417256883206509,0,0,0,-0.0115864261663279,0.0126604654638363,0,-0.0580234466885465,0,-0.0336890585906069,0,0,0,0,0,-0.114667528300062
VIX.Index,0,0.312197972935547,0.187292944351294,0,-0.262569203363757,0,0.00729828279786843,-0.0934789257974086,0,0.0759380999940349,0.00608609684103942,-0.0968102879557778,0,0,-0.044865585174444,-1.18381402296709,-0.157996323001631,0,-0.614153049969061,0
