,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0135937957529936,0.0552329063778448,0.463060376268771,-0.0329193435362913,0,0.0595768866019226,0.174646578997895,0.0891228908402095,-0.0390945067998862,0.0408555144820934,0,-0.0960133842727495,0,0,-0.00966307662231678
ETH,0.376390729528962,0,0.361460654808909,-0.595880953237058,-0.121075162469465,0.186751044628357,0.202798403685835,0,0.398626292163538,-0.26073930480529,0.270132790899536,0,-1.07344509837325,0,0,0.152835519826809
XRP,0,0.0539328822242914,0,0.20810415096194,0.0079267550809887,0.126044183795123,0.0394458373788776,0,0,-0.000122227237867593,0.0262424553915335,-0.13503811068091,0.124665226569336,0,0,-0.0347344737935816
LTC,1.36688422613266,0,0,0,0,0.118033684244087,-0.173452201736509,-0.150691512619944,0.193273621654189,0.191062296064052,-0.0130428288225097,-0.442095539352491,-0.0325451137989387,0,0,-0.133225456758475
ETC,0,-1.89030003177393,0,0,0,1.42045870574879,-0.125012687657746,-1.0151153383147,0,0.583567427517573,1.11181181334306,0,0,0,0,-0.651642319638873
DASH,0,0.190604220249723,-0.0441990150987688,0.155958194555425,0,0,0.0229730777375039,0,-0.13584860118395,0.236095920485059,-0.170979394991383,-0.589941261287972,0.292993572953054,0,0,-0.100401169715765
XEM,1.38451282891568,0.0203989851560325,0,-0.19338831029224,0.065815327804825,0.484696410736656,0,0,0,0.626085722905846,0.201710103661169,0.453738824356599,0,0,-3.38272591012407,0
XMR,1.33983504736377,-0.176642677153135,-1.73472347597681e-18,-0.280610274498411,-0.0871995555459993,0.111963453098641,-0.0901238338734331,0,0,0,0.150446670786561,0.707478465824479,0,0,0,0.147439137231294
DOGE,0,-0.245387791042904,0.470871257316976,0.463022425199378,0,0.249013671380944,-0.0242502123629336,0,0,0.194815103031351,0.0738679902235154,0,0,0,0,0
XLM,1.18985632700642,-0.0699633337142751,0.243642616866288,0,-0.0471187188589229,-1.73472347597681e-18,0.12511633364526,-0.246253596276277,-0.116041703900432,0,-0.179738092004833,0,-0.291328987792237,0,1.96678180678184,0.28705930689312
DGB,0,0.824358131131733,-0.512561753932829,0,0.116455449736326,0.109763905989083,0,0,-0.462486418171869,0.43283217324209,0,0.613845015080577,0.924688620896553,0,0,0.074239431958727
BV010082.Index,0,0.0634908953036399,-0.152855853035877,-0.103242536651155,0.0223638516128213,0.109920751218009,0.0409485897324792,-0.064143011192657,-0.160139936016904,0.000760536787000237,0.0505340722607324,0,0.114667924544928,0,0.275547016501222,-0.0726196452916777
CVIX.Index,0,-0.146424438277335,0.107659429010824,-0.248477995017962,0,0.33538502322853,0,0.0655027835037314,0,0.119327438464974,0.0458170146924182,0,0,0,0,0.137401783993371
DXY.Curncy,0,0,0.0304759646324939,-0.0202145452129688,0.00189430467345367,0.0402274408920776,-0.00377931613750653,-2.16840434497101e-19,-0.00335702564671627,0.0195932300405698,-0.0344846360114688,0.103929393713267,0,0,0,0.0255301500458682
SPX.Index,0,-0.0200682216475081,-0.0357726096482003,0,0,0.018525868408985,-0.011223448379023,0.0330458262151388,-0.0433761406986354,0.0217433291941603,0.0017295703451703,0.107596728934761,-0.0672532048266749,0,0,-0.0576341237322572
VIX.Index,0,0.174826879731701,-0.641390935943397,-0.0638056176801233,0,0.0931161456196347,-0.0950525300218817,-0.125247346314506,-0.612315041198504,0.502378774103511,-0.23792517098299,0,1.16102542059937,0,0,0
