,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.293498261084057,0,0.87700264741275,0.0360391535420686,0,0,0.11178306626191,0,0.0290424155268477,0.0236231623212296,0.00373797769903709,0.0500424488600902,-0.0686494266968385,-0.103504522879161,0,0,0
ETH,-0.147253379829235,0,0.234699269417211,0.291387359673217,0.095156688889335,-0.143428978768396,-0.0589528218012167,0,0.237157556818171,0.199566191260229,-0.00610724368816457,0.0265540612880294,-0.000511788591956369,-0.456246291601786,0,0,0,-0.197110823855053
XRP,0.0725099624044585,0.258797368664219,0,0,0.0352957869705296,0.148854479209486,-0.33904707802107,0,0,0.0778002801228621,-0.0625377565231091,-0.0865847544455811,0,-0.222972670259215,0.047690516784612,0,0,-0.0248576045161644
LTC,0.506757194480986,0.348148457520584,0,0,-0.0999472618400713,-0.110847669086357,0,0.213348383130289,0,-0.0768503992211897,0.00856656983889338,-0.0247656020348303,0,0,0,0,0,0
XMR,-0.943224103698913,0.192936592923832,0.115783242294687,-0.583609251425885,0,0.038356796406352,0.528887983265854,0.0958718515129098,0,-0.098225598964682,-0.0254825378072067,-0.0242805723189262,-0.187568637207739,0,0,0,0,0
ETC,0,0.223874218519857,-0.644741268408379,0,0.123321473349614,0,-0.0979984093394597,0.0127485381536292,-0.162906416736887,0.0128868958401908,0,-0.0635604898240036,0.444096211665286,0,0.238145550534528,0,0,0
DASH,0,-0.120845004960512,-0.193405164512372,0.475844510514534,0.188968973647774,0.30635389078682,0,0,-0.370479963596982,0,-0.0502098422123369,-0.0715071770929121,-0.151648498486073,0,0.0576953287553843,0,0,0
XEM,-0.292120250296703,0,0.326805996058845,0.377224688871856,-0.0166101215522672,0,0,0,0,0,0.0484944153081606,-0.110234964164458,0.435993261010563,0,0,0,0,0
DOGE,0,0.23896801828587,-0.031705593422084,0,-0.0817285360266084,-0.140420643731159,0,0.0894037726022493,0,-0.0577869569081798,-0.00438507636697166,0.00974764272447181,0,0,0.16061426572839,0,0,0.0204899111253315
XLM,0,0.0332748159562242,0.20981898869442,-0.256207558370447,0.349817497031715,0,-0.263838533916331,0,0,0,0.0222685508888886,0.127052762832957,0.498490837487406,0,0,1.55446680675999,-4.06333200352977,0.254040075730502
ZEC,0,-0.314296409477941,0,0,0.113304755573276,0,-6.17452120272089,0,0,0,0,-0.517004733439537,-1.70788695691237,0,0,0,0,-0.483703043340582
NEO,0,-0.16946649789559,0,-0.160125553578995,-0.198364356571995,-0.544446577385924,-0.192782914873808,-0.27060428411867,2.71747375421094,0.157593773867942,0.154060101957893,0,0.619310358769229,-0.0395867687947333,0.582761690224537,0,1.78672774363573,-0.0376851908059708
DGB,-0.185025279367812,0,0.329259396309819,0,-0.0771044283920526,0.085862956748219,0,0.164437464981849,0,-0.0282386566254248,-0.0147673446498365,0.046503351314332,0,0.457286138435129,0.0824432968698532,0,0,-0.0173378382192545
BV010082.Index,-0.0606927539927023,0.00814840670440571,0.0844561805330299,0,0.0159223185117821,0.0620578559855213,-0.200777631965745,0,-0.207720427345562,-0.0489331318502615,0,0,0.062172810420599,0,-0.248389396500384,0,0,0
CVIX.Index,0,-0.156273531412406,0.116819071761684,0,-0.0462438010120424,-0.182633114623004,0.41483674455575,-0.0410664256891367,0.183879902049224,0,0.022496844321531,0,0.262469750355293,-0.059769067925664,0,0,0,0.207620316810005
DXY.Curncy,-0.0153036267883858,0.00647590645519134,-0.0158106397520042,0,-0.00386358202129128,-0.00996545107871004,0,0.0313193460226195,0,-0.0135938860577959,0.0021838918433532,0.0037876107157622,0,0.0909067846335653,0.0125831808550889,0,0,-0.0212781783365506
SPX.Index,0.0131807699722844,0,0.000960249502724223,0,0.00759300648599804,0.00621999901565095,0.00768397391247993,0.00784511625240028,0,-0.0117650816084891,-0.000412437085070495,0.0185076151763453,0,0,0,0,0,-0.0310694072689173
VIX.Index,0,0,0,0,0.0544214947447988,0.237322157766509,0,-0.526639747444946,0.340344645596066,-0.0468603488727302,0.0502063236812342,0,0,-0.657894552174225,0.79071872031534,0,-4.7270855330642,0
