,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0582949736788794,0.299701872181304,0.328106449351036,0.10580266577132,-0.0605252945094185,-0.10682027171417,-0.054707355977428,-0.0683006189763423,0.0217169139561207,-0.205318433004683,-0.1717956669014,0,0,0.070464435331467
ETH,-2.0202010908532,0,0,0.527357386285346,6.93889390390723e-18,-0.967368553433647,-0.348382442753259,-0.0213336207004812,-0.124671591765136,0.269387605459963,0,-0.224672327844743,1.59766122901159,0,0.0607494775234797
LTC,1.54743801243698,0.0594330227119246,0,0,-0.201650876075999,0,-0.00882673307816808,0,-0.159389381207894,0.0337654865898488,0.25263732595769,0,0,0,-0.00189914441018595
XRP,1.06106305680988,0.207583130108183,0.0280299254932799,0,0,0.134662920797482,-0.113889158418196,0.232388595161453,0.0685446109914301,-0.285285063735647,-0.346798446947318,0,0,0,0.133477230698631
DASH,-0.270000559003991,0.115973241007524,-0.445022034454216,-0.305284211624434,0,0.0490441724194769,0.159196843948242,0.246039201028146,0.0294308129435311,-0.18504999126885,0,-0.398049737946233,0.63561586833072,2.1587862003335,0.456425706500176
DOGE,0.157626410340586,-0.0575928502976182,0.378290053194725,0,0.049480048584966,0,0.00832334396893446,-0.133188598274218,0.213214843440453,0.108163020166918,0.638150100184372,0,0,0,0.101844730151586
XEM,0,0.015732676796796,0,0,0.546417006401272,0,0,0,0,0.171618474498499,0,0,0,0,0.15054960742204
XMR,-0.382427717688235,0.433913113590887,0,0.0279663338168509,0.143019128476535,0.53205158588014,-0.0867162966160872,0,0.495594607217276,-0.22413485072265,0,0,0,0,-0.871017152785881
XLM,0,0.0850260012186945,0.14643365872622,0.458716361955285,0.213182723183979,0.109775058982285,-0.0767917653784008,0.2007008001039,0,0.0351701249510146,0,0.172220090515071,0,0,-0.101478988346776
DGB,0,0.271063953422074,-0.513931461535609,-1.09173639988067,0,0,0.634477301489223,0.662494505491018,0.540516202984081,0,0.387630415877348,-0.14689196455995,0,0,-0.0146926326401425
BV010082.Index,0,0.0883790409264732,0.144516807593854,0.010245127478743,0.0641846070266405,0.150492621339075,0.0900116831323073,0.113415145380802,0.246991345630879,-0.0935851360891587,0,0.255849490620373,0.945682713133629,0,0
CVIX.Index,-0.104166502331052,0.0205117145552693,-0.172295802673627,0.099901143997648,-0.27043058306241,0.0878913291445984,0.0209994231532128,0.0294758879489187,0.376281507474304,0.0266721689387518,0,0,0.48745259679404,0,0.0965124581027589
DXY.Curncy,-0.0942979223430221,-0.0237431267348005,0.061214859782992,0.0464988909605386,0,-0.0110624932707152,-0.035645601906998,0.0286887581802442,0,0.0178240033640795,0.0569737522817877,-0.0260576797915866,0,0,0.0111709257795298
SPX.Index,0,-0.0102965534841749,-0.0322197567159809,0.013460791984773,0,0,0.0081699749104855,-0.0146658658959911,0,0.00936606796702585,0,-0.0200527196091352,0,0,-0.0861343484927765
VIX.Index,0,0.130761175599443,-0.248359034515987,0,0.208476816680613,0.379611945746532,0.0106678461227174,-0.330715818932999,0.0921468983559965,0,-0.233579137183049,0.29947266042358,0,-4.32422479959778,0
